,Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia,Start_b,End_b,name2,Distance
696,chr4,40074807,40081079,0.04355,0.10842,0.00291,0.00015,0.01485,0.0139,0.22634,0.02914,0.06522,0.0188,0.01263,0.14417,0.09452,0.19103,0.19101,0.00418,0.00487,0.00413,0.0189,0.01507,4e-05,40026952,40128353,N4BP2,0
697,chr4,40402334,40406525,0.00304,0.05358,0.05512,0.00677,0.00237,0.02288,0.07745,0.03343,0.00079,0.00011,0.00687,0.20869,0.09452,0.07828,0.12825,0.0243,0.03668,0.00443,0.00141,0.00381,0.0109,40396936,40489622,RBM47,0
698,chr4,40571826,40576382,0.05674,0.33999,0.01895,0.00277,0.00545,0.0069,0.14379,0.00828,0.03346,0.02719,0.01092,0.23073,0.26693,0.28405,0.2282,0.00678,0.00487,0.00102,0.00042,0.00154,0.00082,40396949,40603500,RBM47,0
699,chr4,42003350,42004350,0.03619,0.05492,0.00128,0.07445,0.00098,0.00304,0.18255,0.0242,0.00883,0.04886,0.01296,0.07091,0.25792,0.04227,0.06625,0.05634,0.00449,0.00048,0.0925,0.03365,0.00697,41964328,42060291,SLC30A9,0
700,chr4,46355937,46357506,0.00359,0.05607,0.07883,0.03968,0.0048,0.00236,0.09224,0.04412,0.02193,3e-05,0.00883,0.25022,0.19485,0.09292,0.02909,0.00482,0.0458,0.09774,0.01865,0.04741,0.01288,46210398,46357306,GABRA2,0
701,chr4,48063526,48070233,0.01286,0.15899,0.00904,0.01591,0.05554,0.0005,0.21761,0.00102,0.05806,0.09178,0.01058,0.23333,0.07519,0.02817,0.11725,0.04899,0.10405,0.01066,0.01131,0.00734,0.03971,48033458,48101082,TXK,0
702,chr4,48311059,48315998,0.09565,0.07906,0.01228,0.03722,0.01143,0.00572,0.31425,0.05364,0.04242,0.06073,0.04571,0.14946,0.21261,0.14826,0.11422,0.00917,1e-05,0.00104,0.01037,0.01209,0.00081,48308530,48393241,SLAIN2,0
703,chr4,55901519,55907910,0.00113,0.01908,0.00142,0.19536,0.00733,0.0,0.0109,0.00463,0.19945,0.00226,0.00077,0.03,0.11663,0.003,0.01543,0.21824,0.0151,0.00149,0.13913,0.15097,0.00636,55739480,56038446,AC097522.2,0
704,chr4,57741417,57742978,0.01286,0.00594,0.00606,0.15589,0.00507,0.00327,0.00237,0.02916,0.22679,0.00295,0.00205,0.02108,0.21092,8e-05,0.00018,0.10038,0.02109,0.01724,0.21179,0.17037,5e-05,56865080,57784025,AC058822.1,0
705,chr4,66786482,66787740,0.0369,0.1144,0.02345,0.02043,0.03731,0.00774,0.24695,0.00454,0.00524,0.11947,0.0446,0.23073,0.21261,0.02231,0.04679,1e-05,0.1142,0.04688,0.09617,0.03357,0.00802,66786804,66788163,LARP1BP1,0
706,chr4,67868211,67869211,0.01478,0.17203,0.03646,0.00017,0.0565,0.00727,0.0741,0.08537,0.01884,0.00837,0.00144,0.34244,0.19044,0.0369,0.09063,0.03031,0.17507,0.06791,0.05831,0.00755,0.02048,67867897,67870204,DPP3P1,0
707,chr4,69074157,69076164,0.01455,0.0878,0.00111,0.02863,0.00733,0.0,0.06,0.02114,0.08561,0.00212,0.01056,0.09677,0.2236,0.05921,0.06176,0.01814,0.01377,0.00112,0.0655,0.02426,0.00625,68756495,69108850,EPHA5,0
708,chr4,69668024,69673118,0.08721,0.03671,0.00296,0.03377,1e-05,0.00485,0.01379,0.11778,0.24149,0.09104,0.04005,0.05926,0.14068,0.03844,0.01204,0.0178,0.00258,0.0149,0.0336,0.04604,0.0052,69613305,69772098,AC110809.1,0
709,chr4,71950083,71957309,0.03793,0.25836,0.18204,0.07491,0.19241,0.00653,0.14208,0.0638,0.01168,0.07019,0.00814,0.00623,0.05658,0.01725,0.15635,0.02157,0.00139,0.1203,0.01754,0.03109,0.11034,71950517,71958723,UGT2B29P,0
710,chr4,71958309,71964662,0.03885,0.24992,0.24933,0.1206,0.2173,0.01202,0.13528,0.11007,0.0344,0.08831,0.00508,0.00093,0.03827,0.0145,0.14292,0.02752,0.00806,0.15493,0.00996,0.04727,0.11259,71950517,71958723,UGT2B29P,0
711,chr4,71978928,71991570,0.04023,0.16519,0.23493,0.16355,0.22539,0.00831,0.05777,0.09311,0.05896,0.08621,0.01058,0.00571,0.00049,0.00018,0.10347,0.00995,0.00563,0.17624,0.00162,0.09377,0.14748,71978258,72009601,UGT2B17,0
712,chr4,72007912,72008912,0.0167,0.20709,0.13651,0.06372,0.11406,0.00048,0.15413,0.0638,0.02303,0.0508,0.01097,0.01221,0.05733,0.0315,0.19137,0.01393,0.00326,0.13555,0.00528,0.05317,0.10665,71978258,72009601,UGT2B17,0
713,chr4,72053943,72056644,0.03885,0.24992,0.24933,0.1206,0.2173,0.00572,0.13528,0.11007,0.0344,0.08831,0.0113,0.00093,0.03827,0.0145,0.17173,0.02752,0.00806,0.18621,0.00996,0.06472,0.14202,72055451,72056046,AC147055.2,0
714,chr4,72056644,72057644,0.02756,0.21452,0.25009,0.12232,0.21746,0.00104,0.11117,0.11926,0.04234,0.09736,0.012,2e-05,0.02576,0.00754,0.15265,0.02752,0.00806,0.19371,0.00996,0.0736,0.15016,72056425,72057170,AC147055.4,0
715,chr4,72066616,72068063,0.01281,0.24942,0.21855,0.06323,0.14281,0.00168,0.18289,0.12822,0.02395,0.07214,0.00329,0.00337,0.06916,0.03592,0.17011,0.04282,0.01734,0.165,0.00996,0.03401,0.09345,72067869,72069922,AC147055.3,0
716,chr4,72095955,72102972,0.02341,0.25394,0.21095,0.09754,0.18817,0.01084,0.16432,0.10166,0.0344,0.08831,0.00177,0.00535,0.05193,0.02357,0.1543,0.02296,0.00529,0.13378,0.00996,0.03882,0.10094,72087618,72111674,UGT2B15,0
717,chr4,72105081,72106556,0.00599,0.22763,0.13657,0.04095,0.10939,0.00028,0.15935,0.07275,0.01596,0.05559,0.00245,0.00823,0.06832,0.0293,0.1705,0.02434,0.00481,0.11862,0.01085,0.02662,0.08481,72087618,72111674,UGT2B15,0
718,chr4,72106556,72109367,0.02798,0.2756,0.19181,0.06905,0.12571,0.00749,0.19639,0.0878,0.01626,0.04262,0.0049,0.00763,0.07953,0.05247,0.1875,0.03104,0.01628,0.13898,0.00486,0.0302,0.07204,72087618,72111674,UGT2B15,0
719,chr4,72109367,72110935,0.01754,0.26448,0.17988,0.07059,0.15942,0.01491,0.21095,0.0942,0.0261,0.08421,0.00014,0.01091,0.07953,0.03767,0.16629,0.02585,0.00495,0.11147,0.01299,0.02288,0.08201,72087618,72111674,UGT2B15,0
720,chr4,73363611,73364611,0.00152,0.2168,0.03294,0.18864,0.06877,0.0564,0.17015,0.01633,0.15135,0.04174,0.02924,0.08346,0.00114,0.04512,0.0265,0.06377,0.00671,0.00833,0.03134,0.01678,0.00031,73363260,73369218,HTN3,0
721,chr4,77440516,77441880,0.20504,0.01401,0.08753,0.10094,0.11875,0.05033,0.12021,0.01801,0.02174,0.00822,0.0208,0.03704,0.04238,0.05768,0.01846,3e-05,0.00227,0.00101,0.00265,0.00053,0.00566,77440640,77442796,CXCL2,0
722,chr4,78532958,78545170,0.14836,0.11805,0.00688,0.04412,0.12153,0.03969,0.00479,0.20487,0.04317,0.00492,0.03041,0.17358,0.0199,2e-05,0.01766,0.08184,0.17998,0.07755,0.01799,0.0001,0.01926,78534988,78535201,AC093870.1,0
723,chr4,82249281,82250532,0.1453,0.06775,0.06055,0.01698,0.01811,6e-05,0.05051,0.0452,0.11442,0.23684,0.08811,0.00106,0.02088,0.14597,0.04482,0.01166,0.13989,0.04557,0.06569,0.01058,0.01752,82195243,82251989,BMP2K,0
724,chr4,83273759,83281026,0.00868,0.00033,1e-05,0.16424,1e-05,0.00273,0.01622,0.01723,0.13859,0.02501,0.02258,0.00094,0.22901,0.00094,0.00637,0.23088,9e-05,0.00361,0.26513,0.21732,0.00503,83237561,83403524,ANTXR2,0
725,chr4,83532060,83533832,0.02638,0.01791,0.01344,0.10005,9e-05,0.00136,0.12558,0.00299,0.02702,0.0312,0.01707,0.06462,0.2236,0.03438,0.02853,0.04813,0.01375,0.00765,0.11488,0.08667,0.00091,83514655,83534739,PRDM8,0
726,chr4,86315197,86335911,0.00722,0.13958,0.00727,2e-05,0.02764,0.00344,0.2235,3e-05,0.00748,0.05895,0.01538,0.19835,0.15571,0.05006,0.08102,0.00595,0.06214,0.02,0.02749,0.00312,0.01008,86253800,86340068,LIN54,0
727,chr4,86455337,86458940,0.0,0.0,0.0,0.26686,0.0,0.00508,0.0,0.0,0.20903,0.0,0.00305,0.0,0.23478,0.0,0.00383,0.27326,0.0,0.00539,0.26142,0.28888,0.00484,86419987,86466235,PLAC8,0
728,chr4,91497917,91521261,0.09938,0.0803,0.17738,0.01195,0.05933,0.0031,0.00262,0.00694,0.19775,0.00895,0.05273,0.01905,0.15872,0.00233,0.04273,0.26286,0.03547,0.12152,0.11772,0.02108,0.03135,91416646,91562594,ABCG2,0
729,chr4,95508922,95509922,0.0664,0.12576,0.09616,0.00144,0.00724,0.00673,0.36045,0.00031,0.06277,0.03665,0.02594,0.40751,0.15872,0.19073,0.16223,0.07663,0.05376,0.0459,0.00198,0.00151,0.0,95508993,95510569,PMPCAP1,0
730,chr4,96114406,96120008,0.03352,0.0884,0.09722,0.00215,0.00121,6e-05,0.23645,0.01262,0.02262,0.04724,0.02134,0.34244,0.12451,0.07132,0.07069,0.06914,0.11935,0.07572,0.00646,0.00107,0.00159,95630512,97089938,GRID2,0
731,chr4,96169322,96173254,0.03179,0.08222,0.02623,0.04051,0.008,0.00013,0.01482,0.00117,0.15135,0.01038,0.01874,0.02108,0.24693,0.04576,0.05214,0.12755,0.00532,0.0186,0.08445,0.03418,0.00484,95630512,97089938,GRID2,0
732,chr4,106176344,106180346,0.00813,0.24167,0.06264,0.63407,0.19208,0.08117,0.22634,0.06238,0.62609,0.16746,0.06383,0.06362,0.14355,0.00156,0.01766,0.34673,0.04631,0.00902,0.16157,0.19074,0.01083,106111213,106183202,UBE2D3,0
733,chr4,109329017,109331005,0.16985,0.03106,0.07376,0.22377,0.0226,0.03528,0.06137,0.01852,0.00425,0.07103,0.33449,0.01,0.09689,0.00066,0.1286,0.04023,0.01662,0.19534,0.10984,0.3986,0.10981,109314429,109333578,AC109361.1,0
734,chr4,109331005,109335380,0.14245,0.01974,0.07978,0.19352,0.01329,0.03456,0.06137,0.00869,0.00425,0.07103,0.29455,0.02048,0.09689,0.00066,0.10342,0.02463,0.03011,0.20636,0.10984,0.35911,0.08863,109314429,109333578,AC109361.1,0
735,chr4,109445400,109448091,0.10159,0.10842,0.04201,0.22377,0.23175,0.09392,6e-05,0.01203,0.02718,0.02897,0.00019,0.01481,0.02478,0.02859,7e-05,0.07237,0.08564,0.01662,0.00018,0.01634,0.02389,109352696,109627755,TBCK,0
736,chr4,109448091,109449626,0.08498,0.12209,0.04201,0.25014,0.22947,0.09018,0.00433,0.01054,0.06012,0.02995,0.00234,0.03037,0.03435,0.01096,4e-05,0.12459,0.09212,0.02442,0.0108,0.02984,0.01116,109352696,109627755,TBCK,0
737,chr4,109449626,109450626,0.08498,0.0903,0.04201,0.25014,0.22947,0.08393,0.00116,0.01054,0.06012,0.02995,0.00153,0.01829,0.0412,0.0169,9e-05,0.12459,0.09212,0.02097,0.0108,0.03297,0.0136,109352696,109627755,TBCK,0
738,chr4,109450626,109451866,0.08498,0.12209,0.04201,0.25014,0.22947,0.09666,0.00433,0.01054,0.06012,0.02995,0.00333,0.03037,0.03435,0.01096,1e-05,0.12459,0.09212,0.02812,0.0108,0.02687,0.00896,109352696,109627755,TBCK,0
739,chr4,109451866,109453710,0.20504,0.21134,0.06264,0.19929,0.19208,0.08783,0.00044,0.03559,1e-05,0.00033,0.00387,0.04636,0.00055,0.0,0.00735,0.03597,0.04631,0.01189,0.00043,0.00393,0.00802,109352696,109627755,TBCK,0
740,chr4,115595952,115596952,0.00978,0.22554,0.00084,0.00015,0.045,0.0,0.32776,0.0051,0.01423,0.08497,0.00651,0.24662,0.22596,0.07917,0.17723,0.00158,0.05775,0.00067,0.03677,0.00013,0.03932,115593851,115624194,ALPK1,0
741,chr4,120191797,120193031,0.02819,0.08908,0.04246,0.00284,0.00297,0.0349,0.19008,0.00015,0.01908,0.01621,0.0001,0.23941,0.11663,0.12308,0.22139,0.0243,0.0244,0.0006,0.0,0.01507,0.0174,120054129,120254446,AC093765.3,0
742,chr4,125733731,125735105,0.002,0.04591,0.10889,0.00115,0.045,0.02239,0.03339,0.11808,0.00015,0.05821,0.02675,0.24972,0.03774,0.16402,0.09643,0.11691,0.0151,0.02994,0.05553,0.02576,0.00281,125683156,125733930,ADAD1,0
743,chr4,127763555,127766083,0.03036,0.02531,0.07608,0.09735,0.02696,0.00084,0.11785,0.00752,0.02193,0.00041,0.0165,0.17358,0.22917,0.10044,0.02849,0.00272,0.013,0.05691,0.02614,0.0638,0.01637,127765422,127766350,TECRP2,0
744,chr4,129806460,129808044,0.11639,0.04927,0.00249,0.00633,0.00033,0.00514,0.32776,0.0849,0.0848,0.13117,0.11239,0.07013,0.09672,0.04288,0.01476,0.00097,0.0046,0.01399,0.00959,0.01678,0.00298,129734029,130038566,AC097528.1,0
745,chr4,135512392,135515019,0.0478,0.01362,0.04964,0.24609,0.10315,0.02176,0.01171,-0.0,0.08818,0.00908,0.00333,0.01093,0.15872,0.0415,0.00124,0.07826,0.01005,0.00457,0.03677,0.09881,0.02638,135302295,135669455,AC093916.1,0
746,chr4,137835206,137836667,0.20697,0.31211,0.44374,0.47419,0.05647,0.08699,0.01828,0.07474,0.18274,0.05765,0.03186,0.02106,0.08463,0.12678,0.08749,0.02111,0.23265,0.18959,0.2738,0.20246,0.00293,137705946,137868137,LINC02462,0
747,chr4,137836667,137839162,0.10958,0.06678,0.25645,0.39767,0.00705,0.03144,0.00644,0.03317,0.1178,0.06253,0.01589,0.07091,0.17132,0.03099,0.00381,0.02002,0.18917,0.11055,0.31433,0.17131,0.01029,137705946,137868137,LINC02462,0
748,chr4,147430977,147434667,0.07336,0.12348,0.04204,0.07112,0.21638,0.06908,0.00613,0.00694,0.00015,0.04309,0.00015,0.02564,0.00829,0.01976,0.00603,0.00551,0.08283,0.00511,0.04903,1e-05,0.03939,147229702,147510274,AC107223.1,0
749,chr4,151113837,151119356,0.0369,0.13895,0.01372,0.00677,0.00733,0.0,0.27826,0.00949,0.01908,0.01621,0.02601,0.23077,0.19485,0.20492,0.12488,0.00081,0.00098,0.01208,0.0,0.00512,0.00625,151056168,151182416,ARHGAP10,0
750,chr4,167629467,167631131,0.17026,0.04616,0.0243,0.00255,0.00016,0.01243,0.05182,0.05987,0.13199,0.16178,0.24979,0.00154,0.02576,0.04096,0.10342,0.01025,0.02066,0.0666,0.00147,0.02444,0.01535,166872589,167731719,MARCHF1,0
751,chr4,167631131,167632550,0.17026,0.04616,0.0243,0.00255,0.00016,0.01697,0.05182,0.05987,0.13199,0.16178,0.20914,0.00154,0.02576,0.04096,0.08853,0.01025,0.02066,0.0669,0.00147,0.02408,0.01928,166872589,167731719,MARCHF1,0
752,chr4,171899980,171902303,0.12691,0.00029,0.18025,0.07445,2e-05,0.02162,0.16424,0.00015,0.01908,0.13441,0.04153,0.20869,0.09452,0.00016,0.02373,0.0243,0.18701,0.07057,0.07888,0.01523,0.02256,171856044,172287862,PALLD,0
753,chr4,174171275,174172275,0.01645,0.13577,0.00036,0.00486,0.0048,0.0101,0.26889,0.02062,0.04337,0.03826,0.04005,0.11979,0.10692,0.09756,0.05985,0.00258,0.00251,0.00689,1e-05,0.00072,0.00109,174171795,174172005,AC097486.1,0
754,chr4,180268162,180272226,0.29525,0.33659,0.4007,0.31469,0.23045,0.40461,0.0,0.0,0.0,0.03899,0.0,0.0,0.0,0.04659,0.0,0.0,0.05996,0.0,0.04247,0.0,0.04707,180183496,180639949,AC097518.2,0
755,chr4,188419514,188422048,0.0192,0.09417,0.00016,0.00189,0.00709,0.0,0.20137,0.01553,0.0374,0.04724,0.01427,0.09959,0.07374,0.0524,0.07883,0.00304,0.00936,0.00012,0.00143,0.00161,0.00668,188394572,188450934,LINC02436,0
756,chr4,191344110,191349174,0.01342,0.04962,0.05795,0.04063,0.01832,0.00809,0.11608,0.01262,0.0087,0.05821,0.03046,0.20592,0.18143,0.00838,0.0143,0.00056,0.13689,0.09644,0.10633,0.06242,0.00157,191343714,191352990,ZFP42,0
757,chr4,191750467,191753740,0.03056,0.14386,0.03608,0.0046,0.07247,0.00207,0.33831,3e-05,0.01322,0.198,0.0355,0.27313,0.22901,0.02591,0.0776,0.01307,0.19332,0.05094,0.11645,0.00985,0.03838,191747942,191832738,LINC01060,0
758,chr4,192093589,192096718,0.0888,0.02336,0.01828,0.00552,0.00876,0.00795,0.21382,0.03078,0.06245,0.14913,0.03135,0.0783,0.05421,0.00393,0.04592,0.00304,0.05145,0.00139,0.02749,0.00023,0.03003,192093637,192094414,AC093909.6,0
759,chr4,193385477,193386983,0.02419,0.02414,0.03828,0.08833,0.00891,0.00312,0.09753,0.0005,0.03346,0.00539,0.03126,0.12099,0.20757,0.06238,0.00801,0.01957,0.01055,0.0556,0.05211,0.08516,0.02012,193385908,193386027,RNA5SP175,0
822,chr5,289426,291278,0.27346,0.03518,0.03465,0.08229,0.09033,0.03548,0.13152,0.1159,0.07096,0.05795,0.0867,-0.0,0.01085,0.01316,0.00017,0.00991,0.01363,0.0002,0.00015,0.00605,0.00961,209340,305186,AC021087.5,0
823,chr5,15658190,15659384,0.09015,0.03039,0.03967,0.00061,0.02784,0.00026,0.19756,0.22881,0.07457,0.01742,0.05909,0.0,0.04891,0.08575,0.01786,0.05929,0.10907,0.025,0.01766,2e-05,0.0188,15439590,15879159,FBXL7,0
824,chr5,15659384,15660532,0.16985,0.02146,0.00291,0.00289,0.07292,0.01919,0.29227,0.21304,0.21096,0.01412,0.04167,0.00975,0.01098,0.12803,0.04602,1e-05,0.10001,0.03288,0.08223,0.02342,0.01216,15439590,15879159,FBXL7,0
825,chr5,16724444,16728533,0.15898,0.00078,0.02114,0.04243,0.00345,0.00299,0.16952,0.0625,0.04052,0.19907,0.20015,0.02476,0.05171,0.00094,0.00058,0.00294,0.03681,0.0414,0.068,0.06623,2e-05,16601147,16875413,MYO10,0
826,chr5,20535645,20536645,0.10209,0.00035,0.03315,0.02415,0.02846,0.02978,0.12832,0.0242,0.24567,0.02994,0.01422,0.03824,0.02069,0.03442,0.03062,0.10392,0.00018,6e-05,0.10063,0.0775,0.00038,19474873,20577975,CDH18,0
827,chr5,20782661,20785454,0.0003,0.0274,0.0819,0.06794,0.008,0.01467,0.03343,0.07293,0.07457,0.0047,0.00812,0.20029,0.18411,0.06491,0.07296,1e-05,0.04113,0.02483,0.0357,0.0184,0.00108,20613910,20939674,LINC02241,0
828,chr5,21411353,21418191,0.06047,0.04632,0.24525,0.15295,0.01775,0.0266,0.00105,0.0692,0.02262,0.01247,0.0032,0.09333,0.03382,0.00668,0.00095,0.01808,0.15159,0.12395,0.06901,0.03875,0.00203,21350029,21651995,GUSBP1,0
829,chr5,21821410,21826982,0.00386,0.10623,6e-05,0.03471,0.01709,0.0085,0.08329,0.00463,0.06663,0.00387,0.00066,0.10691,0.27407,0.04571,0.04026,0.03116,0.01895,0.01011,0.09896,0.05931,0.00088,21723475,21886862,AC091946.1,0
830,chr5,22639140,22641391,0.25042,0.01671,0.00654,0.00099,0.01452,0.00198,0.17015,0.31856,0.25778,0.37671,0.16335,0.04312,0.00966,0.06238,0.00582,0.01188,0.00162,0.0149,0.02288,0.00014,0.02401,21857990,22961025,CDH12,0
831,chr5,24184430,24191992,0.03302,0.03618,0.03358,0.0866,0.01157,0.01488,0.14766,3e-05,0.01322,0.00628,0.00264,0.11979,0.2354,0.08325,0.07116,0.01307,0.00593,0.00302,0.03687,0.02326,0.0004,24058728,24285710,C5orf17,0
832,chr5,29172878,29177427,0.0478,0.00029,0.00576,0.20255,0.11453,0.09981,0.08818,0.06297,0.32016,0.24033,0.14615,0.0036,0.19772,0.10566,0.07916,0.14391,0.06439,0.06516,0.03575,0.01786,0.00112,28914798,29277580,LINC02109,0
833,chr5,29177427,29179538,0.0478,0.00029,0.00576,0.20255,0.11453,0.08903,0.08818,0.06297,0.32016,0.24033,0.13196,0.0036,0.19772,0.10566,0.06988,0.14391,0.06439,0.05731,0.03575,0.01929,0.00049,28914798,29277580,LINC02109,0
834,chr5,29323396,29329601,0.00126,0.1084,0.0078,0.03177,0.05139,0.00013,0.1449,0.00219,0.02259,0.06513,0.00157,0.16333,0.26571,0.01423,0.07479,0.00881,0.09643,0.00891,0.15707,0.02613,0.03812,29279127,29331329,LINC02109,0
835,chr5,29993139,29996057,0.0501,0.05644,0.00744,0.00348,0.00352,0.00028,0.22514,0.0194,0.087,0.08048,0.03388,0.09468,0.03774,0.03509,0.04938,0.01897,0.02079,0.00457,1e-05,0.00446,0.00521,29995710,29996947,AC010374.1,0
836,chr5,31228067,31232185,0.19803,0.0,0.04319,0.02759,0.00318,0.00379,0.19271,0.05343,0.30441,0.15439,0.12971,0.03704,0.03549,0.00282,0.003,0.08812,0.02422,0.02245,0.04247,0.02937,8e-05,31207537,31381199,AC113386.1,0
837,chr5,33945805,33948016,0.00172,0.00088,0.01139,0.14577,0.01324,0.04247,0.00539,0.0034,0.19284,0.0047,0.04444,0.01799,0.13598,0.02093,0.02721,0.22614,8e-05,0.09317,0.24231,0.02576,0.09298,33638136,34014424,MSTRG.4456,0
838,chr5,33948016,33950835,0.00629,0.00146,0.03145,0.10217,0.01166,0.04316,0.01344,0.00784,0.17227,0.00051,0.06298,0.04074,0.0777,0.01959,0.0231,0.21358,0.00523,0.13837,0.17595,0.01342,0.09354,33638136,34014424,MSTRG.4456,0
839,chr5,43414413,43416452,0.00013,0.2053,0.01267,0.00106,0.02091,0.00138,0.23325,0.00869,0.00047,0.01612,0.00048,0.1241,0.21092,0.11338,0.12497,0.0056,0.00104,0.00468,0.01172,2e-05,0.00922,43373786,43414668,ZNF131,0
840,chr5,65992577,65994268,0.0798,0.33763,0.46235,0.74755,0.32195,0.12971,0.07424,0.18056,0.4851,0.08421,0.00688,0.05463,0.34427,0.00357,0.02758,0.12599,0.02891,0.14767,0.23447,0.35083,0.04946,65968850,66020530,MSTRG.4499,0
841,chr5,66550530,66554366,0.03056,0.05636,0.02496,0.07579,1e-05,0.0168,0.18167,0.10465,0.01086,0.02371,0.0017,0.00821,0.26784,0.04501,0.10198,0.17798,0.02091,0.07655,0.06004,0.01709,0.01377,66543991,66651091,NLN,0
842,chr5,69794972,69811781,0.07739,0.0691,0.02725,0.01732,0.02578,0.05232,0.27826,0.02199,0.03717,0.02478,0.0072,0.17673,0.15356,0.17559,0.21968,0.00056,1e-05,0.00418,0.00044,0.00656,0.00446,69614971,69829632,AC093523.1,0
843,chr5,70190584,70191692,0.0033,0.13958,0.0007,0.00143,0.00201,0.01801,0.1115,0.00084,0.00047,0.01021,0.02836,0.10587,0.12538,0.17476,0.20833,0.00011,0.00476,0.02462,0.0067,0.02414,0.00806,70176768,70195305,AK6,0
844,chr5,73979793,73980914,0.25053,0.00143,0.06245,0.01669,0.13157,0.13407,0.22228,0.06238,0.36531,0.02105,0.00883,0.04138,0.03024,0.09942,0.09489,0.10452,0.01363,0.02257,0.1842,0.15275,0.00136,73979730,73986817,BTF3,0
845,chr5,76910925,76914286,0.00415,0.18782,0.00181,0.01982,0.01329,7e-05,0.21974,0.0099,0.04252,0.02753,0.00391,0.15386,0.08855,0.10591,0.16616,0.00945,0.00532,0.00109,0.00073,0.01459,0.01074,76885041,77189993,IQGAP2,0
846,chr5,78257678,78258678,0.09059,0.00234,0.00066,0.01875,0.00401,2e-05,0.14764,0.11778,0.20045,0.15169,0.07201,0.00064,0.01116,0.0002,0.0015,0.01508,0.00162,0.0004,0.00834,0.01355,0.00291,78173749,78258323,TBCA,0
847,chr5,79694188,79705245,0.01503,0.14364,0.01796,0.04051,0.02331,0.00198,0.2482,0.0,0.11023,0.00037,0.0201,0.25022,0.03491,0.27307,0.0939,0.10855,0.0004,0.0293,0.12478,0.01973,0.0337,79536953,79720272,DMGDH,0
848,chr5,83545873,83550332,0.18539,0.18246,0.2389,0.03102,0.00724,0.01016,0.00072,0.0007,0.0848,0.26326,0.0862,0.00296,0.07257,0.2578,0.0886,0.10038,0.31588,0.13961,0.06811,0.00441,0.03148,83538671,83566523,TMEM167A,0
849,chr5,88564232,88565899,0.22406,0.19293,0.21762,0.24042,3e-05,0.00188,0.03292,0.01266,0.0,0.22345,0.12709,0.00014,0.03549,0.19034,0.11279,0.0139,0.21228,0.14491,0.23934,0.13953,0.00144,88344863,88625505,AC114971.1,0
850,chr5,88565899,88566899,0.18946,0.1621,0.18629,0.20396,4e-05,0.0006,0.03292,0.01266,0.0,0.18703,0.12709,0.00014,0.03549,0.15812,0.11279,0.0139,0.1798,0.14491,0.20099,0.13953,0.00032,88344863,88625505,AC114971.1,0
851,chr5,95693842,95700173,0.04355,0.17577,0.01742,0.00409,0.00397,0.05516,0.24374,0.08081,0.05749,0.01686,0.09339,0.10238,0.10886,0.19418,0.03692,0.00271,0.03262,0.01631,0.01267,0.02168,0.07197,95189489,95785586,MCTP1,0
852,chr5,95700173,95701173,0.02327,0.15608,0.00602,7e-05,0.00046,0.03949,0.24162,0.04027,0.0268,0.03899,0.08,0.10175,0.12896,0.19537,0.04786,0.0037,0.0109,0.01461,0.00089,0.02626,0.05202,95189489,95785586,MCTP1,0
853,chr5,95701173,95702173,0.03885,0.15076,0.01171,0.0009,0.00748,0.04473,0.24162,0.07428,0.05749,0.01686,0.09883,0.09235,0.11629,0.20073,0.04125,0.00483,0.03608,0.01286,0.01267,0.02491,0.0781,95189489,95785586,MCTP1,0
854,chr5,95702173,95703444,0.01314,0.16162,0.02271,0.00573,9e-05,0.05509,0.24162,0.07428,0.05749,0.03899,0.09339,0.09235,0.11629,0.19537,0.04582,0.00483,0.02793,0.01011,0.00754,0.02168,0.06235,95189489,95785586,MCTP1,0
855,chr5,95703444,95716498,0.03885,0.15076,0.01171,0.00032,0.0031,0.03979,0.24162,0.07428,0.03799,0.03899,0.09339,0.09235,0.14068,0.19537,0.04582,0.01309,0.02793,0.01011,0.00111,0.0345,0.06235,95189489,95785586,MCTP1,0
856,chr5,95919980,95921227,0.0164,0.1087,0.00011,0.00386,0.01964,0.00839,0.23325,0.01852,0.03984,0.07103,0.03823,0.09904,0.08924,0.04576,0.04762,0.00262,0.01662,0.00672,0.00553,0.00064,0.00195,95892267,95951364,FAM81B,0
857,chr5,97040327,97066945,0.00304,0.03778,0.07959,0.04381,0.00733,0.00032,0.05933,0.06022,0.03346,0.00064,0.00111,0.21947,0.15468,0.07801,0.04007,0.00354,0.04426,0.05633,0.02056,0.02744,0.00396,97026269,97047593,CAST,0
858,chr5,108897553,108917309,0.10172,0.04426,0.00022,0.00432,0.00224,0.00281,0.28473,0.09,0.08561,0.08148,0.05479,0.04947,0.0789,0.06642,0.05821,0.00258,0.00104,0.00153,0.00043,0.00014,5e-05,108884706,108920543,AC008462.1,0
