,Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia,Start_b,End_b,name2,Distance
1603,chr3,36879831,36881959,0.05931,0.07317,0.0035,0.00189,0.01219,0.00053,0.26401,0.03576,0.09566,0.11755,0.03352,0.1049,0.05421,0.02751,0.06729,0.00991,0.02851,0.00104,0.00401,0.00338,0.01559,36828167,36946420,TRANK1,0
1604,chr3,37017656,37018656,0.00598,0.01499,0.07233,0.14504,0.00901,1e-05,0.00237,0.03417,0.11257,0.03816,0.00369,0.02084,0.07247,0.0533,0.01099,0.01192,0.13451,0.06525,0.26283,0.10852,0.00735,36994722,37052185,MLH1,0
1605,chr3,39349079,39351675,0.01126,0.05196,0.05009,0.08407,0.02088,0.00419,0.15574,0.09253,0.20776,0.05542,0.00061,0.00044,0.00871,0.00367,0.06207,0.00284,0.00561,0.07245,0.01686,0.08728,0.03688,39305457,39397226,AC104850.2,0
1606,chr3,39424123,39425254,0.09804,0.00585,0.01755,0.00018,0.03708,0.02492,0.04768,0.19281,0.07099,0.21199,0.01374,0.03808,0.00549,0.05876,0.00512,0.00796,0.00604,0.07572,0.0197,0.0182,0.09786,39419646,39425467,RPSA,0
1607,chr3,39425254,39427118,0.056,0.00048,4e-05,0.04051,0.02568,0.0005,0.05624,0.05116,0.20152,0.13964,0.0348,0.00024,0.0526,0.03184,0.0,0.04205,0.02769,0.00027,0.00217,0.04142,0.03128,39419646,39425467,RPSA,0
1608,chr3,40266115,40267517,0.103,0.28127,0.05144,0.00395,0.0582,0.0297,0.55254,0.02046,0.08938,0.24795,0.15749,0.47285,0.36977,0.1072,0.11341,0.0263,0.19748,0.13763,0.08665,0.04254,0.00345,39822294,40273246,MYRIP,0
1609,chr3,40267517,40268517,0.12319,0.26845,0.05268,0.0024,0.04133,0.02261,0.54563,0.0325,0.13671,0.23046,0.16388,0.45873,0.37529,0.10869,0.11833,0.03665,0.16505,0.12473,0.06217,0.03185,0.00237,39822294,40273246,MYRIP,0
1610,chr3,40268517,40270985,0.10911,0.24176,0.05694,0.00029,0.04164,0.02402,0.50291,0.02098,0.14332,0.21722,0.15586,0.43623,0.32694,0.09058,0.10005,0.05617,0.17204,0.13417,0.0508,0.02517,0.00207,39822294,40273246,MYRIP,0
1611,chr3,41973742,41979720,0.35398,0.04058,0.19353,0.13316,0.38195,0.21826,0.21761,0.0535,0.10628,0.00295,0.03078,0.05926,0.03247,0.21205,0.07141,0.00413,0.04848,0.0015,0.08707,0.00893,0.02884,41261991,41980057,ULK4,0
1612,chr3,41995127,42005264,0.00674,0.07507,0.04854,0.02842,0.08428,0.0102,0.11963,0.01766,0.00962,0.05383,0.00012,0.23333,0.18411,0.29771,0.12895,0.00135,0.00881,0.01313,0.01847,0.00482,0.03283,41994962,41995989,GEMIN2P2,0
1613,chr3,42800665,42803007,0.02129,0.19995,0.0005,1e-05,0.00229,0.01127,0.32111,0.01243,0.02516,0.03029,0.0,0.1947,0.20185,0.14327,0.16344,0.00035,0.00441,0.00791,0.00225,0.00805,0.01844,42723769,42820085,AC006059.2,0
1614,chr3,42898113,42905606,0.0146,0.06379,0.04345,0.04328,0.04744,0.00299,0.01602,0.08797,0.09328,0.10451,0.00189,0.17756,0.17361,0.20494,0.02037,0.00055,1e-05,0.05132,0.00076,0.04212,0.05025,42825004,42912895,AC099329.2,0
1615,chr3,44523603,44527402,2e-05,0.1093,0.0307,0.00742,0.00381,0.00928,0.09753,0.03343,0.00962,0.00426,0.00825,0.23941,0.15746,0.15055,0.17247,0.00731,0.01369,0.00594,0.00089,1e-05,0.00117,44514782,44526432,ZNF852,0
1616,chr3,46768899,46769899,0.22997,0.27484,0.34479,0.29699,0.22643,0.21626,0.00101,0.00551,0.02738,0.00876,0.01033,0.0019,0.01738,0.01592,0.01754,0.00763,0.03024,0.03294,0.04247,0.0343,0.001,46728199,46828672,AC109583.1,0
1617,chr3,46769899,46770899,0.19837,0.21348,0.38242,0.25816,0.22739,0.19498,0.00168,0.04863,0.00832,0.00161,0.00487,0.08308,0.02069,1e-05,0.0021,0.02086,0.07691,0.07596,0.0177,0.0202,0.00214,46728199,46828672,AC109583.1,0
1618,chr3,46770899,46772136,0.24628,0.32239,0.38537,0.301,0.3384,0.2343,0.02935,0.03516,0.02738,0.00381,0.00942,0.0,0.0,0.0111,0.0299,0.0,0.01444,0.04159,0.01009,0.02664,0.02337,46728199,46828672,AC109583.1,0
1619,chr3,46823447,46825037,0.11699,0.15854,0.22647,0.22224,0.21746,0.13913,0.00216,0.01848,0.04627,0.01817,6e-05,0.01093,0.03491,0.01029,0.00221,0.0056,3e-05,0.02062,0.0067,0.03341,0.01831,46728199,46828672,AC109583.1,0
1620,chr3,46825037,46826037,0.17267,0.20037,0.25618,0.15422,0.19748,0.13569,0.00027,0.00202,0.01909,0.00529,0.02417,0.00476,0.01991,0.00434,0.02711,0.0359,0.0176,0.05494,0.00348,0.00598,0.01601,46728199,46828672,AC109583.1,0
1621,chr3,47080785,47083297,0.0,0.20247,0.02169,0.0,0.08868,0.0385,0.15195,0.01411,0.0,0.06073,0.02347,0.1243,0.16226,0.02753,0.06018,0.01549,0.03668,0.00973,0.06603,0.02606,0.0076,47032779,47181192,MSTRG.3855,0
1622,chr3,47313849,47327756,0.00944,0.09236,0.00146,0.0181,0.05907,0.03149,0.04005,0.00333,0.0561,0.01934,0.07978,0.07269,0.13867,0.00325,0.20228,0.02359,0.04468,0.04189,0.09136,0.0,0.14799,47299298,47339137,KLHL18,0
1623,chr3,47668907,47672645,0.0,0.20247,0.02169,0.0575,0.04259,0.00943,0.15195,0.01411,0.04242,0.02871,0.00568,0.1243,0.06804,0.0816,0.1073,0.00731,0.00522,2e-05,0.0002,0.00516,0.00435,47604347,47801082,SMARCC1,0
1624,chr3,47857037,47864724,3e-05,0.22541,0.01763,0.00068,0.00257,1e-05,0.21382,0.01313,0.00112,0.00176,1e-05,0.12,0.24478,0.18475,0.20006,0.02165,0.00683,0.01683,0.00555,0.00065,0.00215,47829963,47877523,MSTRG.3860,0
1625,chr3,48005474,48014014,0.09565,0.02998,0.01228,0.0009,0.02048,0.0168,0.22634,0.05364,0.11442,0.04965,0.03478,0.07929,0.04122,0.09957,0.08424,0.00589,0.00115,0.00041,0.01262,0.00807,0.00016,47878013,48116595,MSTRG.3861,0
1626,chr3,48087385,48098397,0.08889,0.00304,0.03646,0.14299,0.02331,0.02934,0.13996,0.02199,0.02738,0.03422,0.01984,0.05996,0.21296,0.04357,0.04649,0.05865,0.00145,0.00031,0.07846,0.04741,0.00036,47878013,48116595,MSTRG.3861,0
1627,chr3,50727754,50749281,0.10172,0.01908,0.02444,0.00052,0.00733,0.00831,0.21974,0.03501,0.11089,0.1565,0.04316,0.08346,0.02685,0.003,0.0451,0.01629,0.05775,0.0037,0.01118,0.00373,0.02972,50704904,51414618,DOCK3,0
1628,chr3,52727181,52728181,9e-05,0.07317,0.0035,0.0312,0.0005,0.00145,0.07033,0.00414,0.03933,0.00096,0.0017,0.1049,0.20185,0.08642,0.0802,0.01449,0.00134,0.00037,0.02498,0.01544,0.00026,52718926,52727403,GNL3,0
1629,chr3,56614303,56626131,0.12749,0.09491,0.1985,0.0575,0.01383,0.0,0.01285,0.02239,0.03618,0.08885,0.11178,0.06734,0.00881,0.05076,0.07356,0.09315,0.16609,0.2216,0.01847,0.03319,0.00573,56597683,56657636,CCDC66,0
1630,chr3,58233808,58238260,0.0462,0.07507,0.01287,0.02842,0.0026,0.0066,0.21761,0.01539,0.00524,0.06679,0.01649,0.14624,0.18411,0.05063,0.1151,0.00464,0.02689,0.00089,0.04615,0.00717,0.0171,58232672,58251379,DNASE1L3,0
1631,chr3,61723097,61724472,0.13411,0.06543,0.00606,0.22377,0.16869,0.08286,0.01408,0.08173,0.01322,0.00226,0.0022,0.03144,0.05421,0.02751,0.00316,0.15741,0.11742,0.05204,0.00401,0.02194,0.01033,61604732,61814671,PTPRG,0
1632,chr3,62448061,62449995,0.01783,0.21542,0.00222,0.02895,0.0569,0.06718,0.11785,0.00752,0.00124,0.00908,0.01254,0.17358,0.09689,0.05864,0.0349,0.01499,0.03698,0.04821,0.00401,0.00746,0.00113,62441889,62919063,CADPS,0
1633,chr3,70162617,70164008,0.056,0.0743,0.00307,0.02419,0.04494,0.00827,0.25101,0.03501,0.01132,0.1744,0.07264,0.10476,0.18143,0.00432,0.02725,0.0107,0.07064,0.02089,0.12223,0.04462,0.01275,70036529,70221114,SAMMSON,0
1634,chr3,73054700,73060225,0.02694,0.21134,0.00298,0.00277,0.07006,0.0097,0.09399,0.01138,0.01225,0.01222,0.00211,0.17926,0.15468,0.04357,0.13853,0.0,0.05016,0.00283,0.04083,0.00225,0.03001,73038702,73106480,PPP4R2,0
1635,chr3,74629019,74634197,0.00108,0.0107,0.04759,0.00562,0.06632,0.00043,0.01995,0.0287,0.00182,0.08805,0.0001,0.09333,0.03382,0.02552,0.0115,0.01808,0.20347,0.03486,0.1146,0.00211,0.0588,74304617,74656704,MSTRG.3934,0
1636,chr3,75271374,75272374,0.03352,0.11232,0.01747,2e-05,0.00201,0.01945,0.27549,0.00385,0.0374,0.02095,0.00159,0.20432,0.12404,0.14419,0.17479,0.01499,0.00764,0.00025,0.00156,0.01474,0.00928,75256324,75282585,AC117481.1,0
1637,chr3,75389899,75390899,0.07216,0.12847,0.20077,0.01783,0.06579,0.03541,0.02083,0.06069,0.01105,0.00583,0.01172,0.03169,0.03432,0.04428,0.04382,0.07936,0.10555,0.12238,0.00458,0.00016,0.00472,75389903,75390858,OR7E66P,0
1638,chr3,75393984,75399108,0.33103,0.39108,0.36532,0.14225,0.29917,0.17407,0.01002,0.0157,0.02687,0.02663,0.00526,0.00371,0.05247,0.06457,0.01814,0.05888,0.06681,0.03543,0.00443,0.00278,0.00011,75398506,75404338,OR7E22P,0
1639,chr3,75399108,75400108,0.20934,0.17662,0.30773,0.09432,0.19264,0.12514,0.01017,0.04138,0.0104,0.02012,0.009,0.07691,0.0015,0.00106,0.0012,0.06557,0.10523,0.08906,0.00042,2e-05,0.00026,75398506,75404338,OR7E22P,0
1640,chr3,75425421,75426421,0.18448,0.27159,0.12857,0.00491,0.12616,0.17826,0.00654,0.00385,0.15277,0.01666,0.00042,0.0203,0.22756,0.05021,0.00234,0.08089,0.0031,0.00804,0.08227,0.11201,0.02146,75426131,75433890,AC139453.2,0
1641,chr3,75432854,75435116,0.16488,0.11531,0.06995,0.00537,0.20552,0.1575,0.00563,0.00935,0.14976,0.00115,0.00038,0.00148,0.0854,0.0121,0.00722,0.03841,0.01909,0.01565,0.16079,0.09833,7e-05,75426131,75433890,AC139453.2,0
1642,chr3,75469963,75470963,0.0123,0.01837,0.05853,0.08497,0.00345,6e-05,0.08304,0.13757,0.22143,0.0059,0.01812,0.01309,0.04308,0.05416,0.02235,0.0076,0.11951,0.07698,0.17767,0.10687,0.00616,75467428,75474505,ALG1L6P,0
1643,chr3,75474239,75475468,0.00036,0.04496,0.08687,0.14739,0.01552,0.00767,0.07553,0.09431,0.25978,0.022,0.00845,0.0118,0.05332,0.00729,0.00828,0.00481,0.03302,0.03579,0.07436,0.05348,0.00055,75467428,75474505,ALG1L6P,0
1644,chr3,75484808,75486667,0.20386,0.35197,0.37105,0.22318,0.1876,0.1662,0.07708,0.06362,0.00513,0.00325,0.00099,0.00018,0.03072,0.08849,0.05136,0.03029,0.09189,0.06602,0.01335,0.00669,0.00013,75473913,75487412,FAM86DP,0
1645,chr3,75487867,75489110,0.06349,0.30949,0.32425,0.14453,0.08152,0.10292,0.21565,0.18831,0.03861,0.00011,0.00279,0.01256,0.06806,0.19922,0.12511,0.04074,0.18133,0.11303,0.03397,0.01383,0.00262,75487595,75505041,LINC02018,0
1646,chr3,75489110,75490848,0.0777,0.27299,0.23226,0.13557,0.09076,0.03549,0.13827,0.06107,0.01818,0.0002,0.00098,0.02477,0.07053,0.10769,0.06398,0.01568,0.04978,0.03965,0.01004,0.01012,0.00217,75487595,75505041,LINC02018,0
1647,chr3,75490848,75493531,0.18901,0.33027,0.27559,0.16381,0.17777,0.08164,0.08392,0.01232,0.00862,0.00299,0.01911,0.02241,0.128,0.08846,0.10085,0.03375,0.02581,0.06098,0.00027,0.00931,0.01378,75487595,75505041,LINC02018,0
1648,chr3,75493531,75499749,0.12989,0.31682,0.32366,0.09975,0.1441,0.0863,0.14286,0.09815,0.00092,0.0001,0.00807,0.00068,0.10927,0.12808,0.13561,0.08919,0.10862,0.14223,0.00042,0.00362,0.00871,75487595,75505041,LINC02018,0
1649,chr3,75499749,75503872,0.09148,0.31762,0.38868,0.19554,0.1485,0.19876,0.14401,0.17833,0.03977,0.00583,0.02125,0.00395,0.04102,0.09243,0.03494,0.06725,0.13846,0.06959,0.01333,0.00021,0.00886,75487595,75505041,LINC02018,0
1650,chr3,75503872,75504992,0.14353,0.3774,0.33152,0.22625,0.16925,0.08746,0.13507,0.06107,0.01315,0.0001,0.00204,0.01345,0.10106,0.1211,0.09174,0.03139,0.06281,0.06661,0.00859,0.01344,0.00375,75487595,75505041,LINC02018,0
1651,chr3,75504992,75505992,0.08582,0.23586,0.2824,0.17636,0.08856,0.09833,0.08007,0.09044,0.03595,0.00112,0.0004,0.00017,0.01701,0.09998,0.08585,0.02198,0.12338,0.11692,0.04612,0.03419,0.00013,75487595,75505041,LINC02018,0
1652,chr3,75505992,75509457,0.12752,0.20221,0.19904,0.2301,0.13745,0.12035,0.02373,0.0095,0.0635,0.00011,0.00442,0.00096,0.00815,0.01972,0.03637,0.01141,0.01134,0.02896,0.04516,0.06293,0.00369,75487645,75509437,LINC02018,0
1653,chr3,75509457,75516130,0.26333,0.38363,0.38848,0.19478,0.18176,0.19422,0.03461,0.01587,0.03451,0.03418,0.01454,0.00312,0.13206,0.12288,0.07457,0.09055,0.10063,0.06687,0.00102,8e-05,0.00144,75487680,75509817,LINC02018,0
1654,chr3,75516130,75519411,0.00843,0.23183,0.16007,0.08877,0.02253,0.04546,0.25372,0.12829,0.08565,0.00399,0.0143,0.03172,0.0841,0.17906,0.09343,0.01288,0.08928,0.03831,0.03674,0.00722,0.00621,75495925,75591430,LINC02018,0
1655,chr3,75519411,75521325,0.0954,0.32856,0.23691,0.08967,0.11152,0.09491,0.1791,0.04488,0.00168,0.00017,0.0005,0.06116,0.21938,0.14469,0.14525,0.0672,0.03745,0.0509,0.0023,4e-05,0.0014,75495925,75591430,LINC02018,0
1656,chr3,75521325,75531326,0.10395,0.32957,0.28667,0.19527,0.13726,0.16863,0.18765,0.08724,0.0467,0.00206,0.00894,0.02348,0.06633,0.13416,0.0748,0.01171,0.06296,0.02933,0.02034,0.00385,0.00414,75495925,75591430,LINC02018,0
1657,chr3,75531326,75535566,0.11727,0.29425,0.29872,0.10425,0.0865,0.09575,0.12786,0.08612,0.00224,0.01308,0.00789,0.00419,0.14694,0.18041,0.15307,0.10732,0.15402,0.1434,0.00527,0.00297,0.00011,75495925,75591430,LINC02018,0
1658,chr3,75546007,75547921,0.06673,0.27621,0.22911,0.04199,0.01073,0.06312,0.10738,0.05549,0.00365,0.0284,1e-05,0.00743,0.13815,0.2121,0.08315,0.08321,0.16154,0.05804,0.01234,0.00221,0.02515,75495925,75591430,LINC02018,0
1659,chr3,75547921,75552528,0.09541,0.33735,0.34144,0.26144,0.13081,0.12359,0.18622,0.14389,0.11565,0.00373,0.00489,0.00604,0.02163,0.12469,0.07242,0.00557,0.10051,0.06147,0.05668,0.02582,0.0008,75495925,75591430,LINC02018,0
1660,chr3,75552528,75566527,0.12658,0.24398,0.30448,0.17475,0.1073,0.15197,0.06523,0.08419,0.01839,0.00373,0.00032,0.00022,0.01116,0.07434,0.03486,0.01684,0.10166,0.05384,0.02831,0.00767,0.00569,75495925,75591430,LINC02018,0
1661,chr3,75566527,75572559,0.08727,0.30044,0.231,0.19863,0.11384,0.07972,0.21322,0.06641,0.09246,0.00238,0.00027,0.05455,0.0504,0.12123,0.11948,0.00024,0.0323,0.0497,0.03274,0.04001,0.00354,75495925,75591430,LINC02018,0
1662,chr3,75576725,75592292,0.1097,0.26161,0.2676,0.1546,0.11668,0.12717,0.11842,0.07279,0.01369,0.00207,0.00115,0.01348,0.06334,0.13189,0.10563,0.02647,0.09582,0.08095,0.02199,0.01512,2e-05,75495925,75591430,LINC02018,0
1663,chr3,75592292,75593782,0.03402,0.21251,0.20761,0.15801,0.07058,0.08163,0.19321,0.14579,0.1447,0.00752,0.01455,0.01422,0.01801,0.1382,0.02056,0.00039,0.09816,0.00931,0.07822,0.00486,0.00852,75593443,75633201,AC133041.1,0
1664,chr3,75593782,75596091,0.13687,0.36862,0.30238,0.20088,0.14711,0.1101,0.18495,0.06263,0.02761,0.00053,0.00035,0.0457,0.05835,0.1897,0.11434,0.0038,0.07716,0.05044,0.03241,0.01886,2e-05,75593443,75633201,AC133041.1,0
1665,chr3,75596091,75600508,0.12858,0.35736,0.35334,0.22135,0.13985,0.18373,0.17679,0.11752,0.04252,0.00137,0.0032,0.01198,0.05297,0.20432,0.10516,0.01965,0.15609,0.07525,0.05596,0.01349,0.00977,75593443,75633201,AC133041.1,0
1666,chr3,75600508,75602059,0.09244,0.36684,0.29902,0.08136,0.11737,0.15353,0.2373,0.10298,4e-05,0.00087,0.00744,0.0423,0.19013,0.18695,0.11566,0.08734,0.08452,0.04376,0.00107,0.00782,0.00469,75593443,75633201,AC133041.1,0
1667,chr3,75602059,75603210,0.13862,0.33882,0.35857,0.06007,0.14488,0.14109,0.14444,0.11238,0.03099,3e-05,0.00043,0.00208,0.21901,0.11302,0.06119,0.1987,0.10326,0.0618,0.02229,0.02073,0.00079,75593443,75633201,AC133041.1,0
1668,chr3,75603210,75614610,0.09539,0.29258,0.31543,0.08625,0.09812,0.09239,0.13336,0.11388,0.0008,0.0013,0.00026,0.00047,0.14203,0.15176,0.09685,0.12742,0.1488,0.10911,7e-05,2e-05,0.00017,75593443,75633201,AC133041.1,0
1669,chr3,75614610,75618397,0.07363,0.25947,0.29631,0.05428,0.08586,0.12354,0.13205,0.12984,0.00312,0.0,0.00313,0.0001,0.15061,0.12034,0.08009,0.15451,0.13263,0.09639,0.00271,0.01093,0.00385,75593443,75633201,AC133041.1,0
1670,chr3,75618397,75620375,0.08321,0.24232,0.24841,0.07203,0.11851,0.1123,0.14623,0.10074,0.00069,0.00258,0.00123,0.0039,0.12721,0.10833,0.07496,0.09562,0.08101,0.06373,0.00452,0.00271,0.0,75593443,75633201,AC133041.1,0
1671,chr3,75620375,75621630,0.08944,0.16283,0.293,0.1119,0.10229,0.15912,0.02345,0.11908,0.00276,0.00137,0.0052,0.0465,0.00897,0.03817,0.00303,0.08446,0.16401,0.06561,0.00811,0.00079,0.01445,75593443,75633201,AC133041.1,0
1672,chr3,75621630,75624907,0.038,0.18572,0.26471,0.10059,0.06824,0.13126,0.17042,0.23959,0.05384,0.00482,0.03414,0.0079,0.04079,0.12031,0.02799,0.08545,0.20011,0.07296,0.02373,7e-05,0.02312,75593443,75633201,AC133041.1,0
1673,chr3,75624907,75627473,0.07811,0.1957,0.23211,0.1287,0.05038,0.09727,0.09183,0.08714,0.02793,0.0162,0.0,0.0007,0.0268,0.13823,0.05942,0.03131,0.15443,0.08214,0.06327,0.0127,0.01314,75593443,75633201,AC133041.1,0
1674,chr3,75627473,75628981,0.09058,0.22742,0.27858,0.16264,0.0772,0.11983,0.1099,0.11378,0.03888,0.00967,0.0004,0.00268,0.02026,0.15482,0.09332,0.0307,0.18291,0.13319,0.07462,0.0345,0.00609,75593443,75633201,AC133041.1,0
1675,chr3,75631049,75632730,0.11914,0.20489,0.27207,0.19619,0.10746,0.14679,0.04047,0.06808,0.04619,0.00883,0.00031,0.00958,3e-05,0.07128,0.03162,0.00844,0.11831,0.07618,0.07295,0.03112,0.00463,75593443,75633201,AC133041.1,0
1676,chr3,75640427,75644042,0.10554,0.32565,0.28049,0.1783,0.17413,0.09547,0.20229,0.0866,0.03329,0.01021,0.00227,0.00368,0.07826,0.12614,0.03524,0.02764,0.06099,0.02708,0.00599,0.00141,0.0,75643498,75643850,AC108724.1,0
1677,chr3,75645716,75651878,0.26054,0.35676,0.31161,0.15606,0.20985,0.11262,0.01544,0.00817,0.03365,0.03996,0.0188,-0.0,0.08865,0.1108,0.05169,0.05523,0.0715,0.0554,9e-05,0.00035,0.00086,75651857,75652879,OR7E121P,0
1678,chr3,75651878,75652878,0.31774,0.40795,0.40828,0.08353,0.34158,0.25305,0.02701,0.03238,0.07553,0.0104,0.00622,0.00829,0.13118,0.06722,0.03212,0.13847,0.07399,0.06268,0.06077,0.03174,0.00084,75651857,75652879,OR7E121P,0
1679,chr3,75652878,75664098,0.20309,0.39192,0.26925,0.24217,0.26631,0.03523,0.04172,0.00257,0.00118,1e-05,0.00899,0.02194,0.08273,0.05165,0.04384,0.00832,0.00323,0.02376,0.00182,0.00756,0.01454,75651857,75652879,OR7E121P,0
1680,chr3,75675407,75676407,0.10398,0.10102,0.21119,0.00342,0.08372,0.05738,0.00106,0.0247,0.09868,0.01268,0.03371,0.0363,0.08461,0.00633,0.02603,0.17842,0.07703,0.1318,0.05967,0.02846,0.00911,75672702,75677045,UNC93B3,0
1681,chr3,75708741,75711721,0.08686,0.15008,8e-05,0.0019,0.19201,0.03253,0.00498,0.10625,0.08141,0.00896,0.0081,0.18179,0.14572,0.00043,0.02476,0.00324,0.23205,0.03936,0.18299,0.0167,0.03688,75677469,75723347,RPL23AP49,0
1682,chr3,75720468,75722215,0.06949,0.00094,0.19892,0.05632,0.00378,0.00328,0.10578,0.03316,0.00275,0.06081,0.02931,0.22794,0.09077,0.01043,0.00633,0.0587,0.18886,0.13392,0.04556,0.02082,5e-05,75677469,75723347,RPL23AP49,0
1683,chr3,75722215,75723215,0.1295,0.0374,0.23376,0.0904,0.08183,0.03854,0.05855,0.02742,0.00378,0.02263,0.02988,0.12781,0.02438,0.00994,8e-05,0.04294,0.0943,0.11692,0.00537,0.01468,0.00586,75677469,75723347,RPL23AP49,0
1684,chr3,75723215,75724914,0.0014,0.08252,0.10636,0.09076,0.01631,0.00658,0.08444,0.06349,0.06272,0.0208,0.00799,0.25407,0.25421,0.02588,0.02074,0.00171,0.16261,0.10576,0.14275,0.06842,0.0004,75677469,75723347,RPL23AP49,0
1685,chr3,75724914,75737010,0.04756,0.08087,0.06791,0.02123,0.03125,0.00362,0.23096,0.00063,0.01018,0.12644,0.03889,0.24631,0.19485,0.01031,0.02305,0.01489,0.16248,0.0686,0.09313,0.02254,0.00669,75725506,75795317,LINC00960,0
1686,chr3,75737010,75738475,0.02314,0.10493,0.0657,0.00076,0.05635,0.00917,0.24478,0.0116,0.04597,0.13383,0.0294,0.26634,0.11381,0.00642,0.01707,0.07808,0.19946,0.07995,0.0471,0.00446,0.00691,75725506,75795317,LINC00960,0
1687,chr3,75738475,75741007,0.01706,0.12269,0.05014,0.01769,0.05894,0.00075,0.22216,0.00807,0.00011,0.10853,0.01643,0.24161,0.25186,0.00682,0.07382,0.01112,0.16631,0.05454,0.11974,0.01711,0.03964,75725506,75795317,LINC00960,0
1688,chr3,75756806,75758051,0.02581,0.00064,0.09829,0.10981,0.01746,0.00295,0.05525,0.02307,0.03769,0.09854,0.03483,0.1277,0.23081,0.01681,0.00107,0.00028,0.19568,0.12476,0.26551,0.11067,0.00426,75725506,75795317,LINC00960,0
1689,chr3,75795809,75817231,0.00118,0.00247,0.08378,0.03615,0.03656,0.01733,0.00013,0.08909,0.05768,0.02321,0.00687,0.11779,0.07914,0.02626,0.00716,0.01221,0.2141,0.17217,0.16136,0.09255,0.00336,75731827,75838603,ZNF717,0
1690,chr3,75817231,75823272,0.11535,0.09886,0.29191,0.12975,0.00522,0.01524,0.00649,0.06653,0.00113,0.09409,0.13042,0.11799,0.01261,0.07349,0.12551,0.05365,0.26433,0.33596,0.10692,0.15038,0.0339,75731827,75838603,ZNF717,0
1691,chr3,75836475,75838009,0.02067,1e-05,0.07914,0.14031,0.00234,0.03073,0.03784,0.02716,0.10733,0.05913,0.04963,0.07727,0.22362,0.00408,0.02715,0.00011,0.10915,0.13578,0.25251,0.12837,0.02306,75731827,75838603,ZNF717,0
1692,chr3,75838009,75839009,0.01434,0.05593,0.10687,0.12951,0.02104,0.05402,0.15249,0.04864,0.09105,0.0845,0.08839,0.22119,0.32507,0.0146,0.00033,0.00012,0.19035,0.23593,0.2616,0.22738,0.01432,75731827,75838603,ZNF717,0
1693,chr3,75987692,75990206,0.02507,0.0674,0.01117,0.22082,0.13774,0.18795,0.01339,0.00107,0.16327,0.05861,0.07973,0.01313,0.11152,0.03413,0.05446,0.10889,0.06584,0.10143,0.00592,0.00158,0.00159,75959933,77702354,ROBO2,0
1694,chr3,75990206,75991377,0.08339,0.01749,0.00835,0.32166,0.17331,0.22821,0.03401,0.01408,0.16408,0.03364,0.04822,5e-05,0.26346,0.10068,0.13263,0.13536,0.07242,0.10576,0.01943,0.01442,0.00081,75959933,77702354,ROBO2,0
1695,chr3,75991377,75992866,0.04696,0.04193,0.00359,0.25616,0.14216,0.11715,0.00093,0.00855,0.16059,0.04054,0.02035,0.00694,0.1806,0.05465,0.03096,0.11124,0.06391,0.0533,0.01574,0.02907,0.00267,75959933,77702354,ROBO2,0
1696,chr3,75992866,75994031,0.02362,0.04294,0.00178,0.23577,0.13552,0.08696,0.0044,0.0053,0.22937,0.06421,0.02253,0.01334,0.16521,0.04593,0.01368,0.11921,0.07272,0.04715,0.01558,0.03423,0.00621,75959933,77702354,ROBO2,0
1697,chr3,75995388,75996388,0.06858,0.0686,0.00667,0.28412,0.17103,0.12169,1e-05,0.01013,0.19135,0.04802,0.016,0.0116,0.16103,0.04795,0.01739,0.11659,0.07033,0.04888,0.01598,0.03311,0.00507,75959933,77702354,ROBO2,0
1698,chr3,75996388,75997771,0.0037,0.01894,0.01139,0.13491,0.15724,0.04748,0.0529,0.00281,0.24495,0.18592,0.05331,0.04012,0.09385,0.09508,0.01123,0.12466,0.16605,0.08017,0.00785,0.00713,0.02528,75959933,77702354,ROBO2,0
1699,chr3,75997771,75999267,0.03746,0.05226,0.00444,0.31838,0.13811,0.06488,0.00151,0.00519,0.25291,0.04771,0.00962,0.00985,0.22434,0.04044,0.00731,0.15808,0.06101,0.02886,0.05074,0.05953,0.00555,75959933,77702354,ROBO2,0
1700,chr3,75999267,76001882,0.04456,0.02228,0.00054,0.26218,0.13809,0.06046,0.00708,0.02491,0.17558,0.04284,0.0068,0.01513,0.21313,0.07201,0.01816,0.15782,0.10047,0.05489,0.01608,0.03152,0.00701,75959933,77702354,ROBO2,0
1701,chr3,76001882,76002882,0.01034,0.00968,0.00046,0.26256,0.12612,0.03798,8e-05,0.00368,0.24358,0.07085,0.01024,0.00343,0.24661,0.0816,0.01349,0.17624,0.08992,0.02776,0.02223,0.04982,0.01385,75959933,77702354,ROBO2,0
1702,chr3,77253354,77255309,0.11633,0.11112,0.26033,0.30647,0.27541,0.12695,0.00044,0.02583,0.0672,0.03391,0.00011,0.03502,0.07433,0.04357,0.00092,0.00745,0.0004,0.02222,0.00496,0.0389,0.0264,75959933,77702354,ROBO2,0
