Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia
chr3,65231186,65329386,0.11412,0.00925,0.10414,0.06324,0.01105,0.03295,0.20137,0.00161,0.01129,0.05097,0.01549,0.16333,0.12665,0.03683,0.05985,0.00364,0.04239,0.01279,0.01946,0.00242,0.00631
chr3,68569334,68660785,0.00016,0.26515,0.31744,0.00399,0.01419,0.00146,0.32005,0.34796,0.00276,0.01732,0.00213,0.00023,0.37318,0.23985,0.23385,0.40693,0.28412,0.29843,0.03649,0.00961,0.00693
chr3,68704598,68716027,0.03299,0.0672,0.04028,0.02138,0.0347,0.00055,0.20194,2e-05,0.00297,0.13227,0.01958,0.19196,0.19044,0.00782,0.06357,0.00317,0.14442,0.02924,0.11772,0.01141,0.03881
chr3,71988814,72034314,0.10391,0.20221,0.04499,0.06121,0.12988,0.08801,0.02919,0.01766,0.00962,0.00539,0.0013,0.09548,0.06804,0.00963,0.01519,0.00135,0.04468,0.02707,0.02617,0.01274,0.0011
chr3,74618643,74651602,7e-05,0.0164,0.03724,0.00855,0.07916,0.00098,0.01995,0.0287,0.00748,0.08805,0.00116,0.09333,0.05158,0.02552,0.00683,0.0087,0.20347,0.04622,0.14423,0.01173,0.04753
chr3,77253354,77261581,0.11633,0.11112,0.26033,0.30647,0.27541,0.12695,0.00044,0.02583,0.0672,0.03391,0.00011,0.03502,0.07433,0.04357,0.00092,0.00745,0.0004,0.02222,0.00496,0.0389,0.0264
chr3,77500521,77529864,0.0093,0.01138,0.01328,0.11534,0.00211,0.00101,0.0449,3e-05,0.05618,0.00292,0.01217,0.05026,0.22867,0.02329,0.00366,0.05818,0.00445,0.01997,0.08715,0.10532,0.00545
chr3,78552773,78632677,0.01371,0.06842,0.02432,0.11432,0.00017,7e-05,0.14294,0.00108,0.05026,0.01454,0.01155,0.13514,0.30404,0.05228,0.0451,0.03319,0.02522,0.02516,0.10823,0.09551,2e-05
chr3,79542679,79561967,0.06247,0.04122,0.00417,0.02405,0.00025,0.00034,0.20801,0.03362,0.01002,0.06086,0.04924,0.0621,0.13206,0.02796,0.01871,0.00805,0.00572,0.00588,0.02513,0.0209,1e-05
chr3,79577704,79604432,0.27622,0.04428,0.18281,0.25476,0.10741,0.09027,0.10854,0.01836,0.0052,0.03454,0.0343,0.04478,0.08241,0.017,0.01214,0.00537,0.00495,0.00744,0.0178,0.01891,0.0002
chr3,80116897,80150404,0.01234,0.07555,0.00068,0.05736,0.01143,0.01511,0.16952,0.00715,0.01682,0.04794,0.03995,0.08353,0.26512,0.03691,0.01297,0.04477,0.01729,0.02184,0.11992,0.0992,0.0008
chr3,84559098,84648744,0.11408,0.04597,0.056,0.11598,0.0,0.00142,0.31504,0.01344,2e-05,0.11631,0.06623,0.17799,0.31025,0.0473,0.04633,0.01317,0.05535,0.03541,0.11772,0.06943,0.00134
chr3,84773778,84906619,0.01234,0.09305,0.00066,0.0692,0.00158,0.00233,0.1532,0.01801,0.02503,0.02292,0.00225,0.08175,0.23389,0.079,0.08291,0.08088,0.0002,0.00511,0.08986,0.03369,0.00662
chr3,85389811,85446092,0.00091,0.19673,0.0043,0.00019,0.01634,0.00637,0.20113,0.00102,0.00016,0.02328,0.00818,0.1966,0.15536,0.14221,0.10925,0.00172,0.03145,0.01828,0.01416,0.00573,0.00078
chr3,85608657,85630928,0.41367,0.61494,0.38571,0.17646,0.04452,0.04789,0.01645,0.00199,0.10066,0.16901,0.12207,0.03333,0.22596,0.30657,0.23614,0.07826,0.16863,0.14188,0.0216,0.01017,0.00098
chr3,86476037,86584933,0.03352,0.1206,0.00029,0.08367,0.0011,0.01843,0.03339,0.02713,0.23821,0.04129,0.0011,0.10691,0.40821,0.12797,0.02695,0.09023,0.00242,0.01496,0.05967,0.12398,0.02539
chr3,89533605,89555737,0.00468,0.03787,0.04498,0.09055,0.00956,4e-05,0.1138,0.11111,0.26286,0.03462,0.00526,0.0,0.05437,0.01401,0.03416,0.04056,0.01571,0.04402,0.07095,0.07999,0.0088
chr3,98520003,98570733,0.07121,0.02871,0.06775,0.20169,0.14266,0.0253,0.17105,0.19261,0.38405,0.29328,0.1174,0.00998,0.10603,0.05049,0.0,0.03998,0.01359,0.00963,0.00981,0.07219,0.04352
chr3,108367649,108422127,0.0797,0.05866,0.0013,0.00535,0.00434,0.00127,0.20178,0.09722,0.04322,0.11626,0.07257,0.04601,0.08886,0.04252,0.02428,0.01131,0.00086,3e-05,0.0189,0.00809,0.00032
chr3,109600521,109623746,0.071,0.08014,0.02277,0.00218,0.01484,0.00018,0.27002,0.01738,0.0603,0.13621,0.07204,0.16178,0.1391,0.02947,0.06633,0.01067,0.06993,0.02871,0.02969,0.00326,0.01197
chr3,110703084,110709177,0.18304,0.0,0.0,0.0283,0.0,0.0,0.16071,0.1875,0.16372,0.17925,0.2064,0.0,0.02396,0.0,0.0,0.0292,0.0,0.0,0.02754,0.03319,0.0
chr3,113134089,113296123,0.06697,0.03735,0.00274,0.07134,0.01128,0.03555,0.0161,0.04854,0.23189,0.02647,0.00722,0.02108,0.20367,0.00633,2e-05,0.09928,0.00339,0.02042,0.12294,0.16533,0.00614
chr3,116220644,116278410,0.13511,0.02791,0.02407,0.01523,0.04004,0.03987,0.24271,0.13932,0.09339,0.0374,0.04238,0.1243,0.08463,0.11532,0.11421,0.0,0.01148,0.00858,0.00698,0.0048,0.00023
chr3,116456619,116516248,0.05469,0.03382,0.0748,0.10086,0.00969,0.02884,0.19363,0.00011,0.01064,0.0221,0.00128,0.21102,0.25148,0.08115,0.08722,0.00928,0.03107,0.00287,0.05736,0.0123,0.00758
chr3,117648997,117694424,0.25203,0.2621,0.28597,0.00755,0.14747,0.24661,0.00308,0.00556,0.33663,0.04628,0.00833,0.00064,0.34017,0.0366,0.00345,0.34507,0.0332,0.00189,0.19633,0.27741,0.01655
chr3,124294758,124315378,0.05138,0.06645,0.00547,1e-05,0.01186,0.01124,0.20446,0.01804,0.04416,0.01646,0.01228,0.08771,0.05662,0.122,0.10617,0.00376,0.00069,0.00072,0.0087,0.00744,0.0
chr3,128096970,128142382,0.00036,0.16051,0.00867,0.0,0.00167,0.00106,0.21382,0.00588,0.00045,0.00357,0.00216,0.26667,0.20185,0.1289,0.1247,0.00958,0.01836,0.01589,0.00196,0.00106,8e-05
chr3,129736044,129739044,0.00289,0.0705,0.003,0.00599,0.04852,0.02482,0.24208,0.02485,0.04748,0.15235,0.06802,0.12282,0.11495,0.01258,0.0399,0.00225,0.06774,0.02102,0.04727,0.00773,0.01253
chr3,134716334,134739400,0.33362,0.21366,0.26002,0.14824,0.087,0.09053,0.02239,0.01151,0.06399,0.08577,0.06554,0.00167,0.00947,0.02775,0.0212,0.01892,0.04637,0.0409,0.00591,0.00345,0.00018
chr3,135013481,135038330,0.31031,0.0763,0.06294,0.00372,0.0375,0.12788,0.10078,0.0925,0.23774,0.12557,0.0272,0.00028,0.0394,0.00496,0.01114,0.02858,0.00291,0.017,0.01426,0.06865,0.03111
chr3,137147737,137161896,0.00877,0.11135,0.02629,0.08229,0.00297,0.00651,0.16372,0.00333,0.13859,0.00212,0.02018,0.23333,0.00218,0.14848,0.05505,0.19616,0.01201,0.04967,0.11645,0.03445,0.0164
chr3,142582840,142650167,0.08882,0.0742,0.00141,0.00329,0.0003,0.00664,0.25618,0.06649,0.0613,0.10054,0.03676,0.08533,0.10469,0.06962,0.086,0.00041,0.00297,0.00221,0.00563,0.00054,0.00921
chr3,143570876,143587732,0.15977,0.0106,0.19671,0.47335,0.01422,0.01066,0.10066,0.0,0.14989,0.09448,0.08753,0.11429,0.41144,0.00013,1e-05,0.14718,0.11689,0.12643,0.39283,0.34468,0.00023
chr3,145017812,145024457,0.00662,0.10898,0.00311,0.0003,0.02137,0.02204,0.13996,0.01539,0.00524,0.00381,0.00256,0.07619,0.10939,0.20446,0.21752,0.00464,0.03681,0.0409,0.01847,0.01568,3e-05
chr3,145337573,145341228,0.00813,0.21134,5e-05,0.0089,0.01546,0.00215,0.2002,0.00694,0.0,0.02871,0.0096,0.21947,0.21296,0.1289,0.18677,0.00763,0.01741,0.00286,0.03131,0.01068,0.00588
chr3,152302077,152303616,0.09894,0.0192,0.00897,0.00284,0.00287,0.00176,0.20752,0.1165,0.19876,0.06335,0.08228,0.00131,0.00828,0.03365,0.0077,0.00188,0.01944,0.00287,0.01085,7e-05,0.00817
chr3,154512153,154558305,0.0664,0.09414,0.0043,5e-05,0.06181,0.00743,0.23273,0.1289,0.05704,0.18038,0.07077,0.1053,0.08668,0.00322,0.02856,0.00477,0.05807,0.00225,0.05329,0.00614,0.01712
chr3,155684418,155691813,0.06812,0.05012,0.03808,0.00677,0.00178,0.00189,0.24592,0.00945,0.04928,0.09536,0.04898,0.17354,0.13467,0.03754,0.06728,0.01398,0.05853,0.02582,0.01741,0.00147,0.00764
chr3,157295720,157365915,0.07165,0.07982,0.00123,0.02362,0.01217,0.0234,0.31616,0.05337,0.19131,0.14128,0.12697,0.09468,0.02088,0.03509,0.01068,0.03335,0.02079,0.03488,0.00265,2e-05,0.00271
chr3,159134006,159179885,0.33749,0.16813,0.28762,0.07635,0.22454,0.06552,0.12159,0.05208,0.20666,0.11038,0.12499,0.02688,0.02864,0.00264,0.01392,0.09873,0.01653,0.06846,0.05155,4e-05,0.02873
chr3,163721588,163724343,0.05246,0.09631,0.01707,0.0049,0.0165,0.00127,0.26759,0.01285,0.03228,0.11534,0.05689,0.17433,0.16562,0.03686,0.06321,0.00337,0.06426,0.02722,0.03907,0.00923,0.00799
chr3,167155365,167243458,2e-05,0.16846,0.00271,0.01581,0.0581,0.04512,0.15571,0.0018,0.01677,0.04615,0.03084,0.15157,0.29035,0.03342,0.04399,0.03385,0.04243,0.03037,0.12277,0.09213,0.00126
chr3,167724072,167767884,0.00339,0.08278,0.02656,0.03471,0.00224,0.00263,0.04726,0.03937,0.05618,0.00029,0.00877,0.17238,0.20204,0.06313,0.09186,0.00088,0.04358,0.01139,0.05461,0.01451,0.00905
chr3,169897225,169936760,0.11313,0.10943,0.07613,0.00492,0.11827,0.20503,0.00237,0.01539,0.16562,0.00295,0.00456,0.00833,0.15627,8e-05,0.01364,0.10781,0.00759,0.04477,0.16005,0.23874,0.01691
chr3,172920295,173021202,0.02121,0.16717,0.00403,0.06331,0.0051,0.0017,0.08389,0.04122,0.01423,0.00639,0.00583,0.206,0.03247,0.1287,0.1004,0.09277,0.01816,0.00927,0.03674,0.02823,0.00038
chr3,173628793,173632574,0.00069,0.22076,0.01951,0.05974,0.12258,0.01222,0.23004,0.02214,0.072,0.11755,0.01294,0.11196,0.05653,0.01651,0.11256,0.01073,0.0467,0.00054,0.01118,0.01352,0.05401
chr3,173760796,173813311,0.00752,0.05395,0.01111,0.0336,0.00117,0.00246,0.14099,0.0,0.01423,0.00485,0.01944,0.17292,0.2232,0.09942,0.04126,0.01742,0.0068,0.03154,0.0349,0.05916,0.00866
chr3,174305274,174329168,0.00924,0.1055,0.0003,0.00138,0.03232,0.01161,0.28252,0.02081,0.03314,0.10678,0.04611,0.16792,0.17856,0.05136,0.07309,0.00083,0.04368,0.01216,0.03211,0.0053,0.00796
chr3,178168442,178200898,0.25315,0.14603,0.10793,0.00461,0.07683,0.00354,0.02148,0.04364,0.19698,0.06668,0.18601,0.00479,0.09465,0.01436,0.10351,0.05817,0.00286,0.07874,0.03823,0.00011,0.04949
chr3,185791504,185808511,0.01654,0.14296,0.02613,0.0181,8e-05,0.00286,0.17544,0.0,0.0,0.0188,0.00633,0.2381,0.18699,0.1361,0.18654,0.0,0.02924,0.01112,0.02052,0.00704,0.00384
chr3,188745398,188780416,0.0083,0.2072,0.00233,0.0258,0.06488,0.00317,0.16898,0.02096,0.00571,0.0275,0.00201,0.26403,0.14355,0.04937,0.19882,0.04916,0.09659,0.01297,0.01335,0.01371,0.05364
chr3,192439673,192500670,0.03469,0.0905,0.11636,0.00512,0.00327,1e-05,0.2484,0.21273,0.02231,0.07278,0.02217,0.00425,0.16035,0.07773,0.06976,0.1517,0.09852,0.10804,0.02026,0.0032,0.00288
chr3,192833895,192842357,0.20527,0.12756,0.12223,0.00757,0.10576,0.07263,0.01582,0.01041,0.12519,0.01696,0.02545,0.00012,0.06187,0.00028,0.00375,0.05607,0.00074,0.00575,0.04667,0.02549,0.00222
chr4,39066535,39095846,0.01689,0.00385,0.00307,0.10084,0.00352,0.00518,0.03961,0.03274,0.23036,0.03581,0.03163,7e-05,0.08606,2e-05,0.00011,0.07211,2e-05,0.00038,0.07669,0.04558,0.00023
chr4,5942664,5960962,0.02129,0.01936,0.00057,0.05111,0.08428,0.02057,0.00032,0.01515,0.13859,0.02501,0.00028,0.01333,0.13526,0.03023,0.0,0.06128,0.07066,0.01448,0.26513,0.12385,0.02236
chr4,5999455,6010385,0.20159,0.36248,0.38767,0.0758,0.24916,0.20273,0.15345,0.10083,0.08638,0.00013,0.00452,0.01544,0.27388,0.15098,0.11224,0.25387,0.10897,0.09715,0.08635,0.0318,0.00502
chr4,6367974,6375579,0.04627,0.16305,0.23686,0.09532,0.05654,0.0134,0.36045,0.39908,0.27554,0.1744,0.07264,0.00686,0.00999,0.03184,0.06963,0.03178,0.07021,0.13095,0.00646,0.02986,0.01275
chr4,12891391,12895015,0.0545,0.06373,0.03795,0.00048,0.01329,0.00918,0.23625,0.00147,0.0672,0.01448,0.01411,0.14483,0.07493,0.11419,0.0742,0.03897,0.00683,0.00911,0.01683,0.01032,0.00017
chr4,14457595,14486129,0.0074,0.12645,0.02346,0.00146,0.00652,0.00042,0.18,0.00226,0.00369,0.02365,0.00912,0.2274,0.23702,0.07266,0.088,0.01401,0.05112,0.02939,0.01458,0.00283,0.00342
chr4,17042007,17088183,0.00198,0.1439,0.00545,0.00642,0.01711,0.00572,0.20033,0.00038,0.001,0.03035,0.01234,0.22882,0.28397,0.11015,0.10434,0.00016,0.04851,0.02581,0.05206,0.02381,0.00353
chr4,20061006,20071986,0.0228,0.03088,0.00594,0.0859,0.00709,0.001,0.11376,0.00592,0.02259,0.00526,0.01125,0.05975,0.22596,0.06593,0.03446,0.04731,5e-05,0.00188,0.04691,0.05517,0.00241
chr4,21153502,21179675,0.08721,0.04591,0.00191,0.09532,0.00399,0.00314,0.26889,0.06238,8e-05,0.129,0.09324,0.06173,0.27407,0.0255,0.01798,0.06939,0.01124,0.00965,0.13828,0.104,1e-05
chr4,21855096,21923256,0.01085,0.12295,0.01147,0.00738,0.05957,0.01409,0.23325,0.04152,0.03984,0.11288,0.03966,0.06558,0.08924,0.0123,0.04808,0.00026,0.02123,0.0002,0.02513,0.00074,0.01619
chr4,23347767,23465703,0.01645,0.05853,0.02538,0.107,0.00134,0.0,0.11732,0.00044,0.0477,0.00908,0.01067,0.135,0.25521,0.07401,0.04597,0.03201,0.0151,0.02074,0.08868,0.07085,0.00098
chr4,23489771,23587067,0.0651,0.03987,0.13182,0.00841,0.04776,0.00138,0.21382,0.00727,0.0357,0.00379,0.03055,0.3,0.08982,0.17124,0.04092,0.07612,0.02418,0.07991,0.01547,0.00184,0.02413
chr4,26262650,26281523,0.00016,0.18642,0.02579,0.00314,0.00024,0.00769,0.22514,0.025,0.00512,1e-05,0.00752,0.06495,0.16609,0.17954,0.09891,0.00991,0.02815,0.00565,0.0046,0.00078,0.0097
chr4,26925052,26964672,0.17026,0.19904,0.25031,0.18362,0.04877,0.04722,0.0,0.00694,0.0,0.05452,0.03455,0.00845,0.0,0.06495,0.04293,0.00763,0.09178,0.06929,0.05932,0.03831,0.0
chr4,27705652,27775600,0.00486,0.10949,0.00619,0.01643,0.01364,0.00253,0.14405,1e-05,0.00218,0.02966,0.01138,0.15671,0.23152,0.05434,0.06596,0.00288,0.03786,0.01692,0.05899,0.02733,0.00419
chr4,28367332,28376265,0.01286,0.00027,0.00029,0.12556,0.00507,0.02222,0.01172,0.00949,0.19348,0.00295,0.00024,0.0,0.13526,0.003,0.01647,0.13639,0.00295,0.01753,0.17735,0.23895,0.00588
chr4,29155780,29236116,0.0228,0.12295,0.00984,0.0,0.01127,9e-05,0.27673,0.00318,0.02518,0.06513,0.0175,0.18148,0.14567,0.07042,0.0765,0.00859,0.04121,0.0102,0.01105,8e-05,0.00721
chr4,29412353,29577935,0.00769,0.14545,0.00397,0.00186,0.06016,0.01142,0.09799,0.02495,0.02251,0.02256,0.00019,0.2174,0.21107,0.03093,0.07242,0.00032,0.10774,0.03072,0.09104,0.01915,0.01754
chr4,30505286,30536824,0.00576,0.2504,0.00521,0.00627,0.0235,0.01385,0.25601,0.0,0.03491,0.00683,0.00227,0.18028,0.35959,0.13989,0.09819,0.02068,0.00614,0.00298,0.05254,0.02669,0.00023
chr4,30618222,30675671,0.00654,0.1087,0.04491,0.00029,0.00088,0.00019,0.19271,0.01399,0.0091,0.00284,0.00702,0.25022,0.09308,0.12929,0.07731,0.04236,0.03327,0.04908,0.00193,1e-05,0.00178
chr4,30990747,31003249,0.06949,0.06198,0.08073,0.21892,0.05754,0.0052,0.00368,0.00551,0.06277,7e-05,0.01382,8e-05,0.02864,0.00322,0.02923,0.03031,0.00546,0.04339,0.06298,0.1307,0.01918
chr4,31228066,31317538,0.0002,0.04426,0.06787,0.02082,0.00109,0.0036,0.05177,0.05669,0.0181,0.00207,0.00155,0.21112,0.11712,0.03234,0.05794,0.00801,0.08571,0.03268,0.03052,0.00584,0.00807
chr4,31404909,31429993,0.2166,0.03735,0.00057,1e-05,0.01324,0.0513,0.42654,0.23292,0.23495,0.33139,0.39325,0.02871,0.04238,0.00836,0.00081,0.00041,0.00829,0.04197,0.01262,0.04445,0.01366
chr4,31508082,31575202,0.0478,0.0521,4e-05,0.00071,0.00619,0.01288,0.20801,0.04412,0.03933,0.07811,0.09769,0.05204,0.07651,0.01895,0.01369,0.00041,0.00707,0.01448,0.01018,0.01701,0.00066
chr4,32281862,32331173,0.13015,0.03764,0.01393,0.02138,1e-05,0.00044,0.2529,0.06705,0.0672,0.15431,0.12233,0.0838,0.12077,0.0502,0.02494,0.00063,0.01549,0.01879,0.02707,0.02252,0.00062
chr4,32416610,32601017,0.00145,0.12857,0.00316,0.02552,0.01205,0.01387,0.16633,0.00021,0.01867,0.02278,0.01884,0.17513,0.26388,0.08254,0.0571,0.01277,0.03001,0.03133,0.07931,0.0615,0.00025
chr4,32666460,32699632,0.00071,0.12092,0.0044,0.02476,0.00721,0.00635,0.10449,0.00882,0.03411,0.00284,0.00198,0.20343,0.22945,0.06283,0.06103,0.01462,0.02422,0.02209,0.0496,0.04297,4e-05
chr4,32764669,32832763,0.03918,0.03681,0.01704,0.0009,0.00168,0.00052,0.23625,0.00715,0.04052,0.02854,0.05121,0.12,0.10208,0.06495,0.0309,0.0107,0.00841,0.02808,0.00014,0.00293,0.00463
chr4,34085422,34123648,0.04627,0.14111,0.06842,0.01016,0.07414,0.04951,0.06,0.00031,0.11089,0.00127,0.0,0.03529,0.25769,0.03438,0.01811,0.13239,0.00032,0.00019,0.14502,0.08616,0.00073
chr4,36210329,36226987,0.16937,0.07695,0.09339,0.00095,0.0,0.0131,0.42717,0.01355,0.17968,0.17099,0.0802,0.26936,0.09839,0.07807,0.12724,0.06981,0.09126,0.04072,0.00086,0.00555,0.01236
chr4,38623350,38662931,0.05112,0.02528,0.00653,0.02391,0.05368,0.00215,0.15013,0.10207,0.15966,0.21205,0.064,0.00931,4e-05,0.00382,0.01232,0.00845,0.02964,0.001,0.00511,0.01083,0.03289
chr4,38664391,38671087,0.00396,0.02797,0.03191,0.08842,0.00257,0.00266,0.05969,0.01085,0.05548,0.00021,0.0107,0.09904,0.21092,0.04576,0.01134,0.01408,0.01662,0.05352,0.06212,0.10778,0.01017
chr4,40068829,40088186,0.03034,0.10108,0.00233,0.00012,0.01562,0.00911,0.20752,0.02914,0.06522,0.00182,0.0085,0.14769,0.09797,0.16827,0.16945,0.00418,0.00927,0.00309,0.02007,0.01125,0.00207
chr4,40090030,40162332,0.00053,0.21404,0.00012,0.00283,0.01673,0.01254,0.16478,0.00084,0.00072,0.00825,0.00541,0.17697,0.15575,0.10758,0.07146,0.00306,0.01588,0.01345,0.00467,0.00323,1e-05
chr4,40393229,40409919,0.00304,0.05358,0.06376,0.00677,0.00202,0.02609,0.07745,0.03929,0.00079,9e-05,0.00875,0.20864,0.09452,0.06752,0.12775,0.03092,0.03643,0.00547,0.00112,0.00553,0.01192
chr4,40520799,40533715,0.00662,0.10898,0.00022,0.0374,0.03238,0.00595,0.13996,0.00454,0.02738,0.01098,0.00013,0.11856,0.21296,0.20697,0.16075,0.03194,0.02803,0.00392,0.0,0.0144,0.01342
chr4,40536965,40595303,0.02741,0.41465,0.02048,0.00841,0.01485,0.02367,0.30101,0.00039,0.00962,0.00426,2e-05,0.29967,0.38787,0.38038,0.23738,0.00361,0.0015,0.00063,0.00089,0.00528,0.00361
chr4,42211831,42246334,0.00113,0.1203,0.00713,0.0115,7e-05,1e-05,0.11545,0.02927,0.0561,0.00127,0.0013,0.25037,0.24027,0.15503,0.12775,0.00763,0.01741,0.0066,0.03131,0.00986,0.00016
chr4,46280261,46360701,0.0002,0.0803,0.05448,0.02364,4e-05,0.0022,0.09224,0.04412,0.02193,0.00036,0.00267,0.25022,0.19485,0.06947,0.04228,0.00482,0.05171,0.06707,0.02288,0.02911,0.00153
chr4,47724295,47744281,0.00231,0.14024,0.01837,0.01582,0.01871,0.0017,0.16487,0.00485,0.00462,0.02866,0.0062,0.23057,0.2801,0.06714,0.09394,4e-05,0.07151,0.03133,0.06805,0.02366,0.00868
chr4,47947491,48007906,0.00689,0.03476,0.06066,0.00466,0.00756,0.02004,0.09984,0.03318,0.00055,1e-05,0.00307,0.20938,0.08994,0.09207,0.10015,0.04227,0.03435,0.00985,0.00034,0.00552,0.00421
chr4,48048102,48070233,0.01286,0.187,0.01529,0.01591,0.05554,0.00206,0.24695,9e-05,0.05806,0.09178,0.01649,0.26256,0.0956,0.04159,0.13886,0.05499,0.11122,0.02483,0.01131,0.00511,0.03529
chr4,58806403,58847331,0.01777,0.13817,0.00997,0.0154,0.06873,0.04239,0.12077,0.00534,0.00102,0.01915,0.00201,0.18491,0.21377,0.05897,0.079,0.00259,0.05741,0.01954,0.03958,0.00669,0.00905
chr4,63170124,63211090,0.01085,0.09264,0.02462,0.14192,0.03812,0.00866,0.18477,0.06361,0.27236,0.08845,0.029,0.0266,0.01544,0.01707,0.03315,0.0622,0.00162,0.00288,0.05211,0.05866,0.00773
chr4,64450222,64523215,0.00014,0.13513,0.03805,0.00068,0.05078,0.006,0.16003,0.03274,0.00023,0.05039,0.00623,0.29697,0.17212,0.01629,0.07915,0.02891,0.15857,0.07195,0.05855,0.00895,0.02431
chr4,67203813,67335742,0.32864,0.03965,0.08833,0.02085,0.02378,0.00313,0.11544,0.24883,0.25487,0.24084,0.16628,9e-05,0.00562,0.00615,0.01512,0.01572,0.01652,0.03029,0.0,0.00373,0.00497
chr4,68021496,68050992,9e-05,0.11688,0.02649,0.01124,0.0118,0.0009,0.09908,0.02203,0.01205,0.00727,0.00024,0.22098,0.26808,0.06305,0.08041,0.0036,0.0709,0.03726,0.04882,0.01565,0.0058
chr4,69609534,69678452,0.0763,0.03977,0.00401,0.03445,0.00019,0.00485,0.0056,0.11778,0.24149,0.09104,0.02663,0.06919,0.14149,0.04763,0.01174,0.0178,0.00258,0.01611,0.0336,0.04104,0.00664
chr4,81335399,81364074,0.00331,0.12897,0.01631,0.00931,0.01945,0.00309,0.18153,0.00307,0.00108,0.03631,0.01055,0.23803,0.26575,0.06655,0.08666,0.00073,0.07558,0.03561,0.06104,0.02092,0.00711
chr4,93042648,93065230,0.01433,0.11443,0.02814,0.01024,0.01718,5e-05,0.19845,0.00091,0.00117,0.05689,0.01293,0.21979,0.2438,0.05211,0.08434,0.00469,0.08518,0.0293,0.0569,0.00919,0.01361
chr4,95466975,95608828,0.02566,0.09183,0.09431,0.01475,0.01571,0.00039,0.15589,0.01479,0.00019,0.05959,0.01113,0.254,0.11117,0.02962,0.06928,0.01457,0.14476,0.05972,0.04128,0.00754,0.01544
chr4,99137283,99152091,0.06195,0.0715,0.00459,0.00106,0.03065,0.01102,0.27549,0.03403,0.05548,0.17119,0.09432,0.10622,0.09672,0.01062,0.02233,0.00103,0.05776,0.02949,0.04175,0.01523,0.00411
chr4,100284952,100418105,0.03089,0.05354,0.0296,0.05058,0.00188,1e-05,0.16938,0.00043,0.0029,0.05372,0.02702,0.15759,0.20753,0.04198,0.05376,0.00517,0.05047,0.03002,0.08033,0.04558,0.00229
chr4,109306446,109349208,0.14723,0.0322,0.06116,0.19548,0.02269,0.01072,0.06137,0.01474,0.00425,0.06141,0.27976,0.00796,0.09689,0.00056,0.10268,0.03243,0.01237,0.13921,0.09617,0.34304,0.0776
chr4,119588010,119604245,0.01379,0.09893,0.032,0.01193,0.01174,0.00024,0.16417,0.00132,0.00074,0.04607,0.01541,0.21278,0.23035,0.05409,0.07607,0.00513,0.08127,0.0387,0.05173,0.01346,0.00819
chr4,120139439,120317056,0.02538,0.2971,0.00929,0.00599,0.04248,0.01321,0.20498,0.0056,0.0102,0.00272,0.00094,0.25529,0.27644,0.14033,0.17055,0.00027,0.01643,0.0011,0.01867,0.00174,0.00696
chr4,125715378,125735105,0.00576,0.02631,0.0821,1e-05,0.04979,0.00701,0.01622,0.12526,0.00816,0.09472,0.02089,0.20388,0.0358,0.16744,0.05294,0.07325,0.00523,0.04487,0.04632,0.00528,0.01974
chr4,126713633,126753735,0.00813,0.19276,0.00288,0.04424,0.0479,0.01446,0.26112,0.01822,0.10164,0.08831,0.03052,0.15067,0.06871,0.06799,0.09341,0.02333,0.02648,0.00495,1e-05,0.00548,0.00716
chr4,128802782,128881243,0.03056,0.15915,0.00334,0.02062,0.02918,0.01298,0.33337,0.05136,0.09824,0.1182,0.06304,0.12301,0.06905,0.0776,0.06726,0.00852,0.01289,0.00363,6e-05,0.00106,0.0021
chr4,131328536,131410435,0.00794,0.12916,0.02033,0.00323,0.0129,0.00123,0.20093,0.00123,0.00204,0.04067,0.00277,0.24522,0.24961,0.09166,0.1238,0.00773,0.07109,0.01092,0.03515,0.00033,0.02071
chr4,131915732,131944524,0.02443,0.16298,0.01094,0.00033,0.00058,0.00815,0.07931,0.07059,0.03506,0.01874,0.0432,0.24662,0.17513,0.15223,0.18651,0.00679,0.01711,0.0,0.00176,0.00421,0.01246
chr4,132658790,132673501,0.18847,0.2333,0.27041,0.20291,0.25413,0.24232,0.0161,0.0,0.0,0.0,0.00062,0.02347,0.01738,0.02199,0.00173,0.0,0.0,0.00109,0.0,0.00069,0.00098
chr4,134854911,134904912,0.00743,0.28245,0.00089,0.00205,0.00137,0.05668,0.19321,0.00365,0.0181,0.00252,0.01561,0.26205,0.3499,0.23669,0.0791,0.00551,8e-05,0.04714,0.00627,0.06237,0.03881
chr4,135509752,135524481,0.04088,0.01362,0.05973,0.24609,0.10315,0.02534,0.00984,0.00038,0.07419,0.00797,0.00143,0.01586,0.15872,0.0415,0.00255,0.067,0.00605,0.00462,0.03677,0.08163,0.01917
chr4,138148973,138203250,0.09146,0.07555,0.04417,0.0009,0.00458,0.00153,0.33831,0.00951,0.1178,0.12164,0.08047,0.1883,0.07651,0.03792,0.03193,0.04963,0.06901,0.05421,0.00136,0.0001,0.00052
