"chr","start","end","genes","WestEurasia.SouthAsia","WestEurasia.Africa","WestEurasia.CentralAsiaSiberia","WestEurasia.Oceania","WestEurasia.America","WestEurasia.EastAsia","SouthAsia.Africa","SouthAsia.CentralAsiaSiberia","SouthAsia.Oceania","SouthAsia.America","SouthAsia.EastAsia","Africa.CentralAsiaSiberia","Africa.Oceania","Africa.America","Africa.EastAsia","CentralAsiaSiberia.Oceania","CentralAsiaSiberia.America","CentralAsiaSiberia.EastAsia","Oceania.America","Oceania.EastAsia","America.EastAsia"
"3",149268194,149270379,"WWTR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25064,NA,0.21048,NA,NA
"3",156091117,156094471,"KCNAB1",NA,NA,NA,NA,NA,NA,0.22446,NA,NA,NA,NA,0.20412,NA,0.28037,0.3705,NA,NA,NA,NA,0.23541,NA
"3",15843411,15847007,"ANKRD28",NA,NA,NA,NA,NA,0.28069,NA,NA,NA,NA,NA,NA,NA,NA,0.34516,NA,NA,NA,NA,NA,NA
"3",16238950,16242302,"GALNT15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23279,NA,NA,0.28377,NA,NA,NA,NA,NA
"3",175077520,175087654,"MIR4789, NAALADL2",NA,NA,NA,NA,NA,NA,NA,NA,0.22196,NA,NA,NA,NA,NA,NA,0.22977,NA,NA,0.23891,NA,NA
"3",189363171,189371547,"TP63",NA,NA,NA,NA,NA,0.2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28542,0.30997
"3",191064302,191072651,"CCDC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21471,0.2025,NA,0.24542,0.27536,NA,0.32226
"3",195771149,195776591,"TFRC",NA,NA,0.21166,0.22031,0.21812,0.44325,NA,NA,NA,NA,0.2308,0.27191,0.28506,0.28403,0.45296,NA,NA,NA,NA,NA,NA
"3",196932119,196946108,"DLG1",NA,NA,NA,NA,NA,NA,0.30108,NA,0.22912,NA,NA,NA,NA,0.27168,NA,NA,NA,NA,0.21921,NA,NA
"3",22276973,22286595,"ZNF385D",NA,NA,NA,0.31416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26617,NA,NA,0.24453,0.22118,NA
"3",46794887,46850588,"PRSS50, PRSS45P",NA,0.23715,NA,NA,NA,NA,0.33267,NA,NA,NA,NA,0.27218,0.24897,0.23915,0.32435,NA,NA,NA,NA,NA,NA
"3",56607166,56624160,"CCDC66",NA,NA,NA,NA,NA,0.24165,NA,NA,NA,NA,NA,NA,NA,NA,0.21197,NA,NA,NA,NA,NA,NA
"3",67492290,67497596,"SUCLG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21504,NA,NA,NA,0.30627,NA
"3",67497596,67580138,"SUCLG2",NA,0.25288,NA,NA,NA,NA,0.28739,NA,NA,NA,NA,0.24894,0.23634,0.22702,0.30374,NA,NA,NA,NA,NA,NA
"3",8325414,8327977,"LMCD1-AS1",NA,NA,NA,NA,NA,NA,NA,NA,0.34209,NA,NA,NA,0.47095,NA,NA,0.32604,NA,NA,0.36231,0.21213,NA
"4",107055581,107063577,"TBCK",NA,NA,NA,NA,NA,NA,0.24025,NA,NA,NA,NA,NA,0.24404,NA,NA,NA,NA,NA,NA,NA,NA
"4",151874092,151887283,"LRBA",NA,0.20665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",172987856,172992597,"GALNTL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28664,NA,NA,NA,NA,NA,0.40998,NA,NA
"4",173424805,173436609,"GALNTL6",NA,NA,NA,NA,NA,NA,0.21896,NA,NA,NA,NA,NA,0.21393,0.20724,0.27547,NA,NA,NA,NA,NA,NA
"4",186441531,186444411,"PDLIM3",NA,0.51794,NA,NA,NA,NA,0.48672,NA,NA,NA,NA,0.58584,0.58262,0.39912,0.60952,NA,NA,NA,NA,NA,NA
"4",187093396,187098364,"FAM149A",NA,NA,NA,NA,0.23994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",189436546,189439141,"LINC01060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21934,NA,0.22906,NA,NA,NA,NA,NA,NA
"4",190985982,191016089,"DUX4L8, DUX4L4, DUX4L6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",21300,72378,"ZNF595, ZNF718",NA,NA,NA,NA,NA,NA,NA,NA,0.26919,NA,NA,0.2974,NA,NA,NA,0.37721,0.20504,NA,NA,0.20668,NA
"4",21368940,21377583,"KCNIP4",NA,0.21483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",26955732,26957923,"STIM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20195,NA,NA,0.24879,NA,NA,NA,NA,NA,NA
"4",69365480,69553855,"UGT2B17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21267,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",91926419,91936156,"CCSER1",NA,0.34578,NA,NA,NA,NA,0.24637,NA,NA,NA,NA,0.38172,0.23753,NA,0.32585,NA,NA,NA,NA,NA,NA
"4",93855061,93866171,"GRID2",NA,NA,NA,NA,0.20316,NA,0.23787,NA,NA,NA,NA,0.3207,0.55384,0.57885,0.29649,NA,NA,NA,NA,NA,NA
"5",127406779,127411637,"LINC01184",NA,0.21321,NA,NA,0.23714,NA,0.21195,0.23011,NA,0.29796,NA,NA,0.20445,NA,NA,0.24893,NA,NA,0.33883,NA,NA
"5",15719202,15721264,"FBXL7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32847,NA,NA,NA,NA
"5",170128654,170131933,"KCNIP1",0.23815,NA,0.47382,0.23532,0.44365,0.4123,0.28031,NA,NA,NA,NA,0.57349,0.29739,0.54981,0.45784,NA,NA,NA,NA,NA,NA
"5",175527755,175537393,"FAM153B",NA,NA,NA,NA,NA,NA,NA,NA,0.24924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",175537393,175556432,"NA, FAM153B",NA,NA,NA,NA,NA,NA,NA,NA,0.2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23483,NA,NA
"5",178384874,178391899,"ZNF454",NA,NA,NA,0.26744,NA,0.20976,NA,NA,0.24542,NA,NA,NA,0.25241,NA,NA,NA,NA,NA,0.2079,NA,NA
"5",180374981,180430956,"BTNL3, BTNL8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39848,NA,NA
"5",207984,217909,"CCDC127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22194,NA,NA,NA,NA,NA,NA
"5",42627456,42631479,"GHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38135,0.32553,0.30139,NA,NA,NA,NA,NA,NA,NA
"5",70395448,70660702,"GUSBP17, NAIP",NA,NA,NA,NA,NA,NA,NA,NA,0.22237,0.21446,0.21434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",126182601,126188650,"NCOA7",NA,NA,NA,NA,NA,NA,0.2338,NA,NA,NA,NA,0.22438,NA,0.28066,NA,NA,NA,NA,NA,NA,NA
"6",134589319,134593737,"SGK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27379,0.34171,0.29975,0.27493,NA,NA,NA,NA,NA,NA
"6",136851529,136853126,"MAP7",NA,0.29968,NA,NA,NA,NA,0.28849,NA,NA,NA,NA,NA,NA,0.21302,NA,NA,NA,NA,NA,NA,NA
"6",139602000,139607253,"TXLNB",NA,NA,NA,NA,NA,NA,NA,NA,0.27728,0.26729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",152389651,152392853,"ESR1",NA,0.26668,NA,0.25926,NA,NA,0.28624,NA,0.31303,NA,NA,0.20758,NA,0.38871,NA,0.24725,NA,NA,0.47323,NA,NA
"6",161023693,161076390,"LPA",NA,NA,NA,NA,NA,NA,NA,NA,0.24961,NA,NA,NA,0.33921,0.23415,0.22173,NA,NA,NA,NA,NA,NA
"6",24324781,24328341,"DCDC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30225,0.47237,NA,0.45359,NA,NA,NA,NA,NA,NA
"6",53928253,53935160,"MLIP",NA,0.43894,NA,NA,0.23959,NA,0.41295,NA,NA,0.24349,NA,0.21099,0.204,NA,0.25434,NA,NA,NA,NA,NA,NA
"6",57447621,57452661,"PRIM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25711,NA,0.22098,NA,NA,NA
"6",64659039,64673571,"EYS",NA,0.26868,NA,0.21553,NA,NA,NA,NA,NA,NA,NA,0.29481,NA,0.44362,0.21472,0.28496,NA,NA,0.42989,NA,NA
"6",65709074,65722101,"EYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27736,0.35529,0.28662,0.21288,NA,NA,NA,NA,NA,NA
"6",66073539,66081006,"EYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20368,NA,NA,NA,0.20911,NA,NA,NA,NA,NA,NA,0.21104
"6",66397287,66405069,"EYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21535,NA,NA,NA,NA,NA,NA
"7",100325679,100337066,"ZAN",NA,NA,NA,NA,NA,NA,NA,0.25835,NA,NA,NA,NA,NA,NA,NA,0.42551,NA,NA,0.24932,NA,NA
"7",110581769,110586066,"IMMP2L",NA,NA,NA,NA,0.25964,NA,NA,NA,NA,0.24237,NA,NA,NA,0.24879,NA,NA,NA,NA,0.21324,NA,0.25106
"7",112433579,112482530,"BMT2",NA,NA,NA,NA,NA,NA,NA,0.31094,NA,NA,NA,NA,NA,NA,NA,NA,0.24559,NA,NA,NA,NA
"7",142453704,142486666,"PRSS3P2, PRSS1",NA,NA,NA,0.22323,NA,NA,0.27633,NA,0.20915,NA,NA,0.25677,0.55733,NA,0.49153,0.25888,NA,NA,0.44317,NA,0.28101
"7",143454872,143572547,"LOC154761, TCAF1",NA,NA,NA,NA,0.21432,NA,NA,NA,NA,0.2203,NA,NA,NA,0.31253,NA,NA,0.22041,NA,0.24904,NA,NA
"7",153919163,153921790,"DPP6",NA,NA,NA,0.31451,NA,NA,NA,NA,0.29441,NA,NA,NA,NA,NA,NA,0.27009,NA,NA,0.33105,NA,NA
"7",158265783,158291398,"PTPRN2",NA,NA,NA,NA,NA,NA,NA,NA,0.21955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",200428,229295,"FAM20C",NA,NA,NA,NA,0.24408,NA,NA,NA,NA,0.24762,NA,NA,NA,0.20077,NA,NA,NA,NA,0.47033,NA,0.38839
"7",31590082,31592811,"ITPRID1",NA,NA,NA,NA,NA,NA,NA,NA,0.20693,NA,NA,NA,0.65955,NA,0.3099,0.37625,NA,NA,0.56352,NA,NA
"7",48651979,48655160,"ABCA13",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35182,NA,NA,NA,0.36032,NA,NA,0.26307,NA,0.31219,NA,0.36331
"7",65587597,65591734,"CRCP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",74438750,74439986,"NA",NA,0.25202,NA,NA,NA,NA,0.23342,NA,NA,0.20378,NA,0.26336,NA,0.47811,0.44413,NA,0.22196,NA,0.32673,NA,NA
"7",89810061,89813506,"STEAP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22749,NA
"7",93325683,93333643,"GNGT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2289
"7",99461089,99463771,"CYP3A43",NA,0.41422,NA,NA,NA,NA,0.40388,NA,NA,NA,NA,0.35644,0.34038,0.20165,0.42338,NA,NA,NA,NA,NA,NA
"8",11245462,11247411,"FAM167A-AS1",NA,NA,NA,0.27281,0.21536,0.30949,0.24481,NA,NA,NA,NA,0.28317,0.57989,0.4995,0.58433,NA,NA,NA,NA,NA,NA
"8",120780260,120788332,"TAF2",NA,NA,NA,NA,0.37514,NA,NA,NA,NA,0.33978,NA,NA,NA,0.40489,NA,NA,NA,NA,0.35323,NA,0.30351
"8",131850410,131853000,"ADCY8",NA,NA,NA,NA,NA,NA,0.38925,NA,NA,NA,NA,NA,NA,0.34693,0.30296,NA,NA,NA,NA,NA,NA
"8",143397187,143399826,"TSNARE1",NA,NA,NA,0.23056,0.21743,NA,NA,NA,0.21309,0.20312,NA,NA,0.21924,0.20854,NA,NA,NA,NA,NA,NA,NA
"8",144632219,144636475,"GSDMD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3731,NA,NA,NA,NA,NA,0.33347
"8",146279935,146301739,"C8orf33",NA,NA,NA,0.20277,NA,NA,NA,NA,0.2115,NA,NA,NA,0.34682,NA,NA,0.27416,NA,NA,0.21502,0.25628,NA
"8",22996194,23001045,"TNFRSF10D",NA,NA,NA,0.34822,NA,NA,NA,NA,0.36519,NA,NA,NA,NA,NA,NA,0.33333,NA,NA,0.31356,0.37775,NA
"8",23003088,23003688,"TNFRSF10D",NA,NA,NA,0.34141,NA,NA,NA,NA,0.35758,NA,NA,NA,NA,NA,NA,0.32614,NA,NA,0.30666,0.37001,NA
"8",23007163,23022425,"TNFRSF10D",NA,NA,NA,0.32243,NA,NA,NA,NA,0.34053,NA,NA,NA,NA,NA,NA,0.31007,NA,NA,0.29129,0.35261,NA
"8",25066490,25070878,"DOCK5",NA,0.20315,NA,0.26763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24255,NA,NA,NA,NA,NA
"8",39225975,39389130,"ADAM3A, ADAM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24563,NA,NA,NA,NA,0.28315,NA,0.23784
"8",4122402,4125338,"CSMD1",NA,0.42392,NA,0.40545,0.38075,NA,0.37165,NA,0.38829,0.36766,NA,0.28463,NA,NA,0.22176,0.31694,0.29909,NA,NA,0.22068,0.20114
"8",6825031,6826568,"DEFA10P",NA,NA,0.21203,NA,NA,NA,NA,NA,NA,NA,NA,0.38439,NA,0.31307,NA,0.41399,NA,NA,0.34862,NA,NA
"8",6826568,6828277,"DEFA10P",NA,NA,0.21203,NA,NA,NA,NA,NA,NA,NA,NA,0.38439,NA,0.30739,NA,0.41399,NA,NA,0.34758,NA,NA
"8",72213953,72218293,"EYA1",NA,NA,NA,NA,NA,NA,0.36,NA,NA,0.28197,NA,0.24439,0.43195,NA,0.22956,NA,NA,NA,0.36596,NA,NA
"8",9497470,9502145,"TNKS",NA,NA,NA,NA,0.25986,NA,NA,NA,NA,0.20038,NA,NA,NA,NA,NA,NA,0.2548,NA,NA,NA,NA
"9",113477018,113486754,"MUSK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22444,NA,NA,0.21018,NA,NA
"9",117078658,117098682,"ORM1, ORM2, AKNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31133,NA,NA,NA,NA,NA,0.30394,NA,NA
"9",131362536,131365905,"SPTAN1",NA,NA,NA,0.28123,NA,NA,NA,NA,0.24826,NA,NA,NA,0.24266,NA,NA,0.2246,NA,NA,0.21033,0.25783,NA
"9",131411165,131417407,"DYNC2I2",NA,0.37331,NA,0.30324,NA,0.38117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",140249394,140253775,"EXD3",NA,0.22927,NA,NA,NA,NA,0.32899,NA,NA,NA,NA,NA,0.27622,0.25545,0.4318,NA,NA,NA,NA,NA,NA
"9",44726804,44890106,"LOC286297, LINC01189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39769,NA,NA,0.31536,NA,0.49386,NA,0.46642
"9",45618984,45815168,"LOC286297, NA, LINC01189",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35654,NA,NA,NA,NA,NA,NA,NA,NA,0.38106,NA,0.22327
"9",45865708,46095771,"LOC286297, LINC01189",NA,NA,NA,0.27299,NA,NA,NA,NA,0.22703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",46561617,47059521,"LOC286297, FGF7P6, LINC01189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24991,NA,NA
"9",71737799,71744519,"TJP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20338,0.26556,NA,NA,NA,NA,NA,NA,NA
"9",85757768,85862137,"FRMD3",NA,NA,NA,NA,NA,NA,0.23272,NA,NA,0.21574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",134725241,134975246,"CT45A3, CT45A5, CT45A6, CT45A1, CT45A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25343,NA,NA,NA,0.27246,NA,0.3113,NA,NA,0.49438,NA,0.23345
"X",134800913,134900920,"CT45A3, CT45A1, CT45A2",NA,NA,NA,NA,NA,NA,NA,0.2202,NA,0.2247,NA,NA,NA,NA,NA,0.45869,NA,NA,0.56851,NA,NA
"X",134841737,134900920,"CT45A3, CT45A1, CT45A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23601,NA,NA,NA,0.20514,NA,0.48622,NA,NA,0.57023,NA,0.20363
"X",134841737,134975246,"CT45A3, CT45A5, CT45A6, CT45A1, CT45A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26678,NA,NA,0.35572,NA,NA
"X",146360192,146369374,"MIR514A1, MIR514A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34919,NA,NA
"X",154788811,154840186,"TMLHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30299,NA,NA,0.24022,0.25329,NA
"X",154789310,154826421,"TMLHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30299,NA,NA,0.24022,0.25329,NA
"X",31529162,31554252,"DMD",NA,NA,NA,0.33203,NA,NA,NA,NA,0.29443,NA,NA,NA,0.34625,NA,NA,0.30655,NA,NA,0.31123,0.31376,NA
"X",32986310,32990011,"DMD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32756,NA,NA,NA,NA,0.36857,NA,0.20537
"X",69729643,69748821,"TEX11",NA,NA,NA,NA,NA,NA,NA,NA,0.34671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",77120587,77126607,"MAGT1",NA,0.30858,NA,NA,NA,NA,0.38127,NA,NA,NA,NA,0.6104,0.32534,0.69494,0.28308,NA,NA,NA,NA,NA,NA
