"chr","start","end","genes","WestEurasia.SouthAsia","WestEurasia.Africa","WestEurasia.CentralAsiaSiberia","WestEurasia.Oceania","WestEurasia.America","WestEurasia.EastAsia","SouthAsia.Africa","SouthAsia.CentralAsiaSiberia","SouthAsia.Oceania","SouthAsia.America","SouthAsia.EastAsia","Africa.CentralAsiaSiberia","Africa.Oceania","Africa.America","Africa.EastAsia","CentralAsiaSiberia.Oceania","CentralAsiaSiberia.America","CentralAsiaSiberia.EastAsia","Oceania.America","Oceania.EastAsia","America.EastAsia"
"11",118234141,118235893,"UBE4A",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",118377556,118431479,"TTC36, KMT2A, IFT46, TMEM25",0,0,0.00342,0,0,0,NA,0.02343,NA,NA,NA,0.02452,NA,NA,NA,0.01883,0.018,0.02491,NA,NA,NA
"11",119088961,119098671,"CBL",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",119502442,119510687,"NECTIN1",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",120000235,120002879,"TRIM29",0.01233,0.01331,0.00959,0.0088,0.00824,0.01367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",120387422,120388600,"GRIK4",0,0,0,0,0,-0.00619,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",121023867,121026077,"TECTA",0.00302,0.00326,0.00234,0.00215,0.00201,0.00335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",12183825,12190294,"MICAL2",1e-05,1e-05,1e-05,1e-05,0,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",122996782,123023824,"CLMP",0,0,0,0,-0.00669,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"11",123814223,123816542,"OR6T1",0,0,0,0,0,-0.00846,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",123886788,123892479,"OR10G4",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",125075144,125086101,"PKNOX2",-0.00634,0,0,0,0,-0.00611,0,0,0,0,-0.01204,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",125285030,125290785,"PKNOX2",0,-0.00569,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",125325675,125328209,"FEZ1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",126161193,126162890,"TIRAP",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",126243266,126247816,"ST3GAL4",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",126264185,126272723,"ST3GAL4",0,0.00663,0,0,0,0,0.01119,NA,NA,NA,NA,0.0091,0.00845,0.00799,0.01215,NA,NA,NA,NA,NA,NA
"11",12827297,12831907,"TEAD1",0.00272,0.00293,-0.01163,0.00193,0.00181,0.00301,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"11",129012860,129015599,"ARHGAP32",0.01461,-0.00849,0.01136,0.01042,0.00976,0.01619,0.0112,NA,NA,NA,NA,0.0091,0.00846,0.00799,0.01216,NA,NA,NA,NA,NA,NA
"11",129950503,129957403,"APLP2",0,-0.00576,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",131423743,131437486,"NTM",0,0,0,0,0,-0.00526,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",131718784,131725972,"NTM",0,0,0,0,0,-0.00843,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",131923657,131930605,"NTM",0.00426,0.04267,0.00814,0.0159,0.0095,-0.00231,0.11293,-0.01483,0.06334,0.05043,0.02709,0.14563,-0.01488,-0.01482,0.02169,0.08849,0.07173,0.03692,-0.02251,0.00022,-0.00571
"11",132615198,132617306,"OPCML",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",133019918,133026440,"OPCML",0,-0.00527,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",133315883,133323297,"OPCML",0,0.05219,0,0,0,0,0.05785,NA,NA,NA,NA,0.04743,0.0442,0.04186,0.06255,NA,NA,NA,NA,NA,NA
"11",134000099,134008624,"JAM3",0,0,0,0,0,-0.00448,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",134209756,134211491,"GLB1L2",0,0.00237,0,0,0,-0.00506,0.00714,NA,NA,NA,0,0.0058,0.00539,0.00509,-0.01047,NA,NA,0,NA,0,0
"11",134211491,134212280,"GLB1L2",0,0.00237,0,0,0,-0.00506,0.00714,NA,NA,NA,0,0.0058,0.00539,0.00509,-0.01047,NA,NA,0,NA,0,0
"11",134212280,134213018,"GLB1L2",0,0.00237,0,0,0,-0.00506,0.00714,NA,NA,NA,0,0.0058,0.00539,0.00509,-0.01047,NA,NA,0,NA,0,0
"11",14735835,14749489,"PDE3B",0.01686,0.01819,0.01313,0.00057,0.01128,0.01869,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"11",16915908,16931028,"PLEKHA7",0,0.03809,-0.01009,0.06914,-0.0104,0,0.04638,0,0.08567,0,NA,0.00704,-0.01071,-0.00335,0.0502,0.02791,-0.02101,0,0.01118,0.09033,0
"11",17209369,17213922,"PIK3C2A",0.00122,0.10914,0.00374,0.00342,0.00321,0.00534,0.04649,0.02255,0.02105,0.01996,0.02952,0.10208,0.0955,0.09071,0.1322,NA,NA,NA,NA,NA,NA
"11",1721937,1751637,"MOB2",0,0,0,0,0,-0.00491,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",18324882,18341520,"HPS5",0,0,-0.00975,0,0,-0.00809,NA,0,NA,NA,0,0,NA,NA,0,0,0,-0.01407,NA,0,0
"11",185611,197267,"ODF3, SCGB1C1",0.02586,0.16021,0.04777,0.02137,0.06985,0.17757,0.07201,-0.00712,-0.01713,0.0114,0.08462,0.02909,0.04534,0.00527,-0.01069,-0.0165,-0.01475,0.03219,-0.00291,0.05257,0.00272
"11",19180624,19184208,"ZDHHC13",0,0.00928,0,0,0,0,0.02266,NA,NA,NA,NA,0.01846,0.01717,0.01623,0.02458,NA,NA,NA,NA,NA,NA
"11",19392414,19409218,"NAV2",0,0,-0.00871,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"11",19919212,19924399,"NAV2",0,0,0,0,0,0.00799,NA,NA,NA,NA,0.02113,NA,NA,NA,0.02246,NA,NA,0.01713,NA,0.01591,0.01503
"11",20003289,20005824,"NAV2",0.0354,NA,NA,NA,NA,NA,0.02894,0.02255,0.02105,0.01996,0.02952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",20844097,20850513,"NELL1",0.03532,0.06246,0.04565,0.04199,0.01411,0.06409,0,0,0,-0.01695,0,NA,NA,0,NA,NA,0,NA,0,NA,0
"11",20982977,20985373,"NELL1",0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",21186725,21216966,"NELL1",0,0.01351,0,0,0,0,0.02267,NA,NA,NA,NA,0.01847,0.01717,0.01624,0.02459,NA,NA,NA,NA,NA,NA
"11",21422844,21425876,"NELL1",0.00478,-0.00686,0.00371,0.0034,0.00318,0.0053,0.0108,NA,NA,NA,NA,0.00878,0.00816,0.00771,0.01173,NA,NA,NA,NA,NA,NA
"11",22722338,22728921,"GAS2",-0.00901,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",22790189,22792616,"GAS2",0,-0.00782,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",24658270,24665132,"LUZP2",0.00478,-0.00696,0.00371,0.0034,0.00319,0.00531,0.0112,NA,NA,NA,NA,0.0091,0.00846,0.00799,0.01216,NA,NA,NA,NA,NA,NA
"11",24682215,24683481,"LUZP2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",25074849,25079957,"LUZP2",0.00116,0.00125,-0.01082,0.00082,0.00077,-0.00883,NA,0,NA,NA,0,0,NA,NA,0,0,0,-0.01407,NA,0,0
"11",2611698,2613719,"KCNQ1",0.00479,0.00517,0.00372,0.00341,0.00319,-0.00918,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",26469413,26479421,"ANO3",0.00438,0.00472,0.0034,0.17644,0.00291,0.00485,NA,NA,0.21251,NA,NA,NA,0.21981,NA,NA,0.18809,NA,NA,0.17337,0.2224,NA
"11",26587042,26589024,"MUC15, ANO3",0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",26606778,26613968,"ANO3",0.03993,0.04298,0.00752,0.0287,0.019,0.04413,NA,0,NA,0.16627,NA,0,NA,0.17197,NA,0,0.08725,0,0.14062,NA,0.174
"11",27399175,27402214,"LGR4",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",27683275,27693538,"BDNF-AS, BDNF",0.00272,0.00293,0.00211,0.00193,0.00181,0.00301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",298400,303773,"IFITM5",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",31271182,31284105,"DCDC1",0.00477,0.00515,0.00371,0.0034,0.00318,-0.0082,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",31392176,31398539,"DNAJC24",-0.00572,0.25215,0.09587,0.11743,0.00656,0.27168,0.25305,0.08477,0.1156,-0.00812,0.27769,0.04244,0.01323,0.17677,-0.01092,-0.01564,0.03139,0.05803,0.06133,0.02413,0.20311
"11",31524018,31529830,"IMMP1L",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",31617140,31621562,"ELP4",-0.00678,0,-0.0075,0,0,0.00562,0,-0.01562,0,0,-0.00928,0,NA,NA,0.01111,0,0,-0.0136,NA,0.00784,0.00741
"11",31966034,31975331,"RCN1",NA,0.14069,NA,NA,NA,NA,0.10962,NA,NA,NA,NA,0.09078,0.08486,0.08056,0.11801,NA,NA,NA,NA,NA,NA
"11",3238549,3243788,"MRGPRG-AS1, MRGPRG",-0.0087,-0.00252,-0.00125,-0.01074,0.04218,0.04576,-0.00222,-0.00026,-0.01642,0.05261,0.0443,-0.01389,-0.00778,0.08124,0.08761,-0.00765,0.12083,0.11491,0.06832,0.04881,0
"11",3382210,3404064,"TSSC2, ZNF195",0,-0.00395,0,0,0,-0.00413,0,NA,NA,NA,0,0,0,0,-0.01134,NA,NA,0,NA,0,0
"11",3405522,3407193,"TSSC2",0,0,0,0,0,-0.00526,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",3412090,3424152,"OR7E12P, TSSC2",0,0.05374,0,0,0,-0.00526,0.04607,NA,NA,NA,0,0.03769,0.0351,0.03323,0.02416,NA,NA,0,NA,0,0
"11",34137799,34162595,"NAT10",0,0,0,0,0,-0.00639,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",34220495,34226928,"ABTB2",0,0,0.01785,0,0,0.01887,NA,0.02344,NA,NA,0.02114,0.02452,NA,NA,0.02248,0.01884,0.018,-0.01437,NA,0.01592,0.01504
"11",34517903,34521780,"ELF5",0,0,0,0,0,-0.00587,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",35243196,35259925,"CD44",0,0,0,0,0,-0.00585,NA,NA,NA,NA,0.01019,NA,NA,NA,0.01084,NA,NA,0.00825,NA,0.00765,0.00723
"11",36179589,36183640,"LDLRAD3",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",36290488,36295456,"COMMD9",0,0,0,0,0,-0.00599,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",3645740,3653263,"TRPC2",-0.00947,-0.00734,0.08956,-0.00842,0.00575,0.06035,-0.01092,0.0768,-0.01281,0.00071,0.04532,0.06121,-0.01527,-0.00671,0.03383,0.03045,0.01023,-0.00965,-0.01917,0.00944,-0.00398
"11",36557643,36585448,"RAG1",0,-0.00167,0,0,0,0,0.01118,NA,NA,NA,NA,0.00909,0.00844,0.00798,0.01214,NA,NA,NA,NA,NA,NA
"11",36645393,36655584,"IFTAP",0.00971,0.04797,0.00755,0.00692,0.00648,0.01077,0.08463,NA,NA,NA,NA,0.06975,0.0651,0.06173,0.0913,NA,NA,NA,NA,NA,NA
"11",3707611,3731815,"NUP98",0.00427,0.00461,0.00331,0.00304,0.00284,0.00474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",3914207,3915663,"STIM1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",3915663,3918397,"STIM1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",40334333,40339069,"LRRC4C",0.00721,-0.00805,0.0056,0.00513,0.00481,0.008,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",41019456,41022436,"LRRC4C",0.00476,0.00514,0.00369,0.00339,0.00317,0.00528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",421809,428700,"ANO9",-0.00895,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",43336022,43337259,"API5",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",44629464,44633377,"CD82",-0.00624,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",44639495,44642909,"CD82",0,0,-0.0069,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"11",4607325,4616937,"OR52I2, OR52I1",0,0.01217,0,0,0,0,0.00436,NA,NA,NA,NA,0.00354,0.00329,0.0031,0.00473,NA,NA,NA,NA,NA,NA
"11",46992860,46997870,"C11orf49",0,0,0,-0.00794,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"11",47054130,47064534,"C11orf49",-0.00823,0.34239,0.019,0.00642,-0.00493,0.01313,0.4527,0.0165,0.00072,-0.00523,0.01926,0.66898,0.54954,0.3655,0.27021,-0.02033,0.06646,0.09777,0.03488,0.06439,-0.01134
"11",47610790,47613518,"C1QTNF4",0.01297,-0.00817,0.01009,0.00925,0.00406,0.01438,0.01083,NA,NA,0.06303,NA,0.0088,0.00817,0.00711,0.01175,NA,0.05501,NA,0.05231,NA,0.06634
"11",49046149,49080358,"TRIM49B, TRIM64C",0,0.08665,0,-0.01025,0,0,0.07159,NA,0,NA,NA,0.05886,0.0423,0.05202,0.07732,0,NA,NA,0,0,NA
"11",4965673,4980552,"OR51A4, OR51A2",0.00631,0.1244,-0.00997,-0.01088,0.03311,-0.00821,0.04946,0.00298,-0.00405,0.10362,0.00747,0.13685,0.11188,0.31838,0.14842,-0.02013,0.04056,-0.01444,0.04572,-0.01538,0.04112
"11",5065761,5076982,"OR52J3",0,-0.00862,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",55313913,55357826,"OR4C16, OR4C15",0.0047,0.00507,0.00365,0.00334,0.00313,0.00521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",55357826,55431931,"OR4C11, OR4S2, OR4P4",-0.00832,0.03738,-0.00323,0.11039,0.03534,0.0101,0.02771,-0.00112,0.15485,0.05572,0.01559,0.0791,0.31056,0.18226,0.11514,0.0687,0.00091,-0.01347,0.00432,0.05365,-0.00312
"11",56315502,56343023,"OR8U8",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",5635741,5640157,"HBG2, TRIM6-TRIM34",-0.00724,0.04125,-0.00964,-0.00677,0.04124,0.00398,0.06584,-0.01547,-0.01574,0.07447,-0.00714,0.05541,0.07658,-0.0125,0.09977,-0.01879,0.07312,-0.00742,0.0994,-0.01246,0.09877
"11",56438907,56441205,"OR8U8",0.00481,0.00519,0.00374,0.00342,0.00321,0.00534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",56467541,56468740,"OR8U8, OR9G9",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",5731607,5739707,"TRIM22, TRIM5",0.00457,0.00493,0.00355,0.00325,0.00304,0.00507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",57427405,57433218,"CLP1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",5758757,5769343,"TRIM22, OR56B1, TRIM5",-0.00573,-0.00363,0.00189,-0.01097,0.00292,0.06759,-0.01235,0.01624,-0.01437,0.01842,0.09977,0.02099,-0.0127,0.0231,0.11092,-0.0014,-0.02103,0.00951,6e-04,0.06632,0.00315
"11",5783551,5809458,"TRIM22, OR52N5, OR52N1, TRIM5",-0.00843,0.00457,-0.00232,0.0882,0.0152,-0.00253,-0.00417,-0.01059,0.09922,0.00817,-0.00937,-0.01382,0.05135,-0.01028,-0.00989,0.07445,-0.01135,-0.01339,0.02108,0.06533,-0.0037
"11",5871098,5888707,"OR52E8, TRIM5",0.01467,0.1588,0.01141,0.01047,0.0098,-0.0064,0.19827,NA,NA,NA,0.01486,0.16705,0.15701,0.14965,0.16336,NA,NA,0.01203,NA,0.01117,0.01055
"11",60199,185611,"LINC01001",0.04997,0.0027,-0.00033,0.04468,0.07372,0.09555,0.00392,0.00978,-0.01659,-0.0028,0.00333,-0.01287,0.00654,0.028,0.03491,0.01317,0.04789,0.044,-0.01907,-0.01247,-0.01417
"11",60963439,61024402,"PGA5, PGA3, PGA4",-0.00391,-0.0056,0.00249,0.02733,-0.00481,0.08077,0.00501,-0.01232,0.01397,-0.01592,0.06458,0.01903,0.07068,0.002,0.14868,-0.00202,-0.01816,0.04367,0.01571,0.00563,0.06991
"11",61590196,61594121,"FADS2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",62264929,62281990,"AHNAK",0,0,0,0,0,-0.00801,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",62448349,62466579,"HNRNPUL2-BSCL2, LRRN4CL, BSCL2",0,-0.0079,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",63038673,63041901,"SLC22A10",0,-0.0085,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",64084417,64086591,"PRDX5, TRMT112",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",64543120,64545099,"SF1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",64884131,64884481,"ZNHIT2",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",65113700,65119174,"DPF2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",65189031,65190802,"NEAT1",0,-0.00862,0,0,-0.01063,0,0,NA,NA,0,NA,0,0,-0.01562,0,NA,0,NA,0,NA,0
"11",65192943,65199803,"NEAT1",0,-0.00862,0,0,-0.01063,0,0,NA,NA,0,NA,0,0,-0.01562,0,NA,0,NA,0,NA,0
"11",65265909,65269204,"MALAT1",-0.00778,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",65306109,65307923,"LTBP3, SCYL1",-0.00561,-0.00687,-0.0108,-0.00479,-0.01107,0.00914,-0.01199,-0.01522,0.00309,-0.01686,0,-0.01449,0.00054,-0.01547,0,-0.00969,-0.0211,0,-0.01156,0.02939,0
"11",65315085,65318526,"LTBP3",-0.00778,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",65341174,65345045,"FAM89B, EHBP1L1",-0.00778,-0.00861,0,0,0,0,-0.01089,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",65346801,65354201,"EHBP1L1",-0.00778,-0.00861,0,0,0,0,-0.01089,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",65366915,65368423,"MAP3K11",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",65413589,65416682,"MIR4489, SIPA1",0,-0.00862,-0.00784,-0.0071,0.02522,0,0,0,0,0.03148,NA,-0.01124,-0.01032,0.01675,0,-0.02005,-0.00957,0,-0.01644,0,0.03319
"11",65417971,65450591,"RELA, SIPA1",0,-0.00862,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",65637283,65639424,"EFEMP2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",66445109,66451034,"RBM4B",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",66706366,66717374,"PC",0.01817,-0.00639,0.0159,-0.00292,0.06558,-0.00783,0.00027,0.09912,0.05134,0.00724,0.02706,0.03237,0.00536,0.0441,-0.0053,-0.01468,0.20966,0.00901,0.14391,-0.00961,0.0921
"11",66975157,66980775,"KDM2A",0.00478,0.00516,0.00371,0.0034,0.00319,0.00531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",67134454,67136206,"LOC100130987, CLCF1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",67235751,67236122,"TMEM134",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",67289435,67289735,"CABP2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",67553627,67578407,"FAM86C2P",0,0,0,-0.00766,0,0.03353,NA,NA,0,NA,0.0321,NA,0,NA,0.03411,0,NA,0.02608,0,-0.0049,0.02291
"11",68098988,68100511,"LRP5",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",68583863,68600198,"CPT1A",-0.00962,-0.00904,0.00274,0.00252,-0.01263,0.00392,-0.01234,0,0,-0.01693,0,0,0,-0.01562,0,NA,0,NA,0,NA,0
"11",69982031,69986021,"ANO1",0.04566,0.0412,0.00012,0.01088,0.27286,-0.00163,0.17896,0.00039,0.10656,0.09889,0.01023,0.11421,-0.01461,0.56049,0.08021,0.05573,0.20998,-0.01325,0.45114,0.03528,0.20712
"11",70457776,70462103,"SHANK2",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",720493,722546,"EPS8L2",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",73419559,73427082,"RAB6A",0,0,0,0,0,-0.00679,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",73459778,73481342,"RAB6A",0,0,-0.00947,-0.00848,0,0,NA,0,0,NA,NA,0,0,NA,NA,-0.01292,0,0,0,0,NA
"11",73544349,73555955,"MRPL48",0,-0.0071,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",73692769,73701731,"UCP2",0,0,0,0,0,-0.00666,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",7371323,7372653,"SYT9",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",75502035,75503719,"DGAT2",0,-0.00855,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",7811317,7843399,"OR5P2",-0.00762,0.06258,-0.00952,-0.01195,0.03108,0.02341,0.04627,-0.01621,-0.01707,0.06728,0.01112,0.01239,0.04174,0.17609,-0.00524,-0.01629,0.04924,-0.00644,0.03939,0.01023,0.10407
"11",7846207,7847891,"OR5P3",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",8272541,8276188,"LMO1",0,-0.0056,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",83337757,83340890,"DLG2",0,-0.00857,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"11",83461710,83468974,"DLG2",NA,0.09296,NA,NA,NA,NA,0.07155,NA,NA,NA,NA,0.05882,0.05486,0.05199,0.07727,NA,NA,NA,NA,NA,NA
"11",83556719,83602553,"DLG2",0,0,0,0,0,-0.00701,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"11",83609524,83614158,"DLG2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",83643467,83646113,"DLG2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",83825621,83845915,"DLG2",0.00717,0.01741,0.01256,0.01152,0.01079,0.01788,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",84095011,84098904,"DLG2",0.00481,0.00519,0.00373,0.00342,0.0032,0.00533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",84265029,84351355,"DLG2",0.01959,0.02112,0.01525,0.014,0.01311,0.0217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",844504,869234,"CHID1, TSPAN4",0.00125,-0.00833,0.00374,-0.01222,-0.01241,0.00709,0.00078,0.02244,-0.01124,-0.01198,-0.01162,0.00256,-0.01608,-0.01666,0.00643,0,0,0.02601,-0.0227,-0.00704,-0.00781
"11",84752166,84784333,"DLG2",0.01966,0.02119,0.01531,-0.00611,0.01316,0.02177,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"11",85055824,85065425,"DLG2",0,0,0,0,0,-0.00612,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
