,chr,start,end,AFR-AMR,AFR-ARC,AFR-EA,AFR-OCN,AFR-SA,AFR-SIB,AFR-WEA,AMR-ARC,AMR-EA,AMR-OCN,AMR-SA,AMR-SIB,AMR-WEA,ARC-EA,ARC-OCN,ARC-SA,ARC-SIB,ARC-WEA,EA-OCN,EA-SA,EA-SIB,EA-WEA,OCN-SA,OCN-SIB,OCN-WEA,SA-SIB,SA-WEA,SIB-WEA
374,chr1,149144314,149151529,-0.01512,-0.03656,0.01085,-0.00739,-0.00917,0.1879,0.0391,-0.06524,-0.00799,-0.00361,-0.02135,0.12989,0.00972,-0.0398,-0.04762,-0.05897,-0.08003,-0.03151,0.02922,-0.00919,0.07842,-0.00268,0.00787,0.23656,0.05093,0.12467,0.00823,0.03281
375,chr1,149245199,149282497,-0.01081,-0.03171,-0.00118,-0.01667,-0.011,0.03278,-0.00779,-0.06326,-0.0155,-0.01714,-0.02155,-0.00292,0.00078,-0.03201,-0.05925,-0.05038,-0.0714,-0.02099,-0.0053,-0.01302,-0.00086,0.01376,-0.01653,0.03188,-0.01159,0.00566,-0.0001,0.05263
376,chr1,149282497,149297317,,0.0,,,,0.0,0.00721,0.0,,,,0.0,0.00464,0.0,-0.0,-0.0,-0.04545,-0.02259,,,0.0,0.00761,,0.0,0.00464,0.0,0.00554,-0.01385
377,chr1,149138701,149141704,0.00889,0.00578,0.04216,0.00125,-7e-05,0.1362,0.04214,-0.02546,-0.0025,-0.025,-0.01949,0.07939,0.00381,-0.04299,-0.0246,-0.01923,-0.09332,-0.04433,-0.00756,0.00125,0.02,-0.00746,-0.02174,0.05769,0.00045,0.08197,0.00761,0.00228
378,chr1,149297317,149344066,-0.01403,-0.03895,0.02113,-0.02109,-0.00068,0.19281,0.02778,-0.07105,-0.00111,-0.02119,-0.01796,0.13344,0.00613,-0.03325,-0.03774,-0.06132,-0.04883,-0.01973,0.00792,-0.00876,0.06535,-0.00769,-0.01004,0.14749,0.01408,0.10922,-0.00082,0.03405
379,chr1,149258795,149258995,-0.01648,-0.00394,0.00455,0.00534,-0.01421,-0.00881,-0.0104,-0.01035,-0.01513,-0.00822,-0.0222,-0.01097,-0.01954,-0.12957,-0.14552,-0.00794,-0.00022,-0.00742,-0.01577,0.00747,0.03591,0.00829,0.00958,0.0314,0.00798,-0.01182,-0.01284,0.00155
380,chr1,149344216,149459582,-0.01403,0.3,0.01314,-0.01866,-0.01037,0.18725,0.02778,0.34,-0.00548,-0.025,-0.02163,0.12767,0.00613,0.10506,0.22353,0.28205,0.04458,0.04596,-0.00944,-0.00547,0.06564,-0.00551,-0.02326,0.10541,0.00269,0.12987,0.00688,0.02475
381,chr1,149241031,149245199,0.04206,0.02408,-0.00159,-0.01809,-0.01139,0.05185,0.03257,0.13211,0.0764,0.02569,0.08131,0.16759,0.10305,0.00332,0.03525,0.02699,-0.02333,-0.00627,-0.00521,-0.00957,0.0118,0.0047,-0.01862,0.04707,0.02269,0.03582,0.01586,-0.01089
382,chr1,149138701,149144314,-0.00827,0.00825,-0.01146,-0.00289,-0.01179,-0.00332,-0.01049,0.02269,-0.00121,0.01778,-0.02045,-0.02466,-0.00888,0.01204,0.04776,0.01627,0.04089,0.00913,-0.00405,-0.00739,0.00857,-0.00705,0.00757,0.04289,0.00341,-0.01878,-0.01159,-0.00343
383,chr1,149005200,149036436,0.01957,0.3667,0.22931,0.10837,-0.01784,0.01233,-0.00953,0.43264,0.04374,-0.01158,0.00537,0.08797,0.02176,0.50655,0.67231,0.28221,0.4026,0.25592,0.018,0.14764,0.3144,0.21756,0.06005,0.23502,0.08999,0.00048,-0.01473,0.00568
384,chr1,149215452,149225203,-0.01667,-0.06607,0.01426,-0.00388,0.06639,0.02068,-0.0017,-0.1,0.0142,-0.00602,0.09205,0.02737,-0.00286,-0.03858,-0.06393,0.0,-0.03604,-0.03448,-0.0152,0.01779,-0.0119,-0.00586,0.02935,-0.015,-0.01082,0.0,0.01999,-0.00203
385,chr1,4933388,4938285,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,0.0,-0.0,,,
386,chr1,63846576,63858507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
387,chr1,149674224,149682845,-0.01666,0.00726,-0.0115,0.00813,-0.0116,-0.00711,-0.01007,0.01029,-0.01595,0.00606,-0.02005,-0.01712,-0.01249,0.0055,0.03317,0.00483,0.0007,0.00583,0.01515,-0.01271,-0.00948,-0.00874,0.02663,0.04101,0.00601,-0.01944,-0.00739,-0.00289
388,chr1,149783963,149793665,0.01661,0.55106,0.03613,0.01489,0.0161,0.19907,0.03951,0.07838,-0.01569,-0.025,-0.0218,-0.02264,-0.01354,0.03973,0.07528,0.08629,0.27806,0.03406,-0.01594,-0.01183,-0.00914,-0.00994,-0.02193,-0.02274,-0.01383,-0.01157,-0.00956,-0.00663
389,chr1,149783963,149797478,-0.01062,0.51565,0.04722,0.01943,0.02063,0.12974,0.04113,0.63333,0.02422,0.00362,0.00426,0.08709,0.01856,0.02313,0.07528,0.08629,0.04267,0.03543,-0.01149,-0.00644,-0.01074,-0.0084,-0.02193,-0.00781,-0.01413,0.00412,-0.01011,-0.00233
390,chr1,149673676,149682845,-0.01667,0.01382,-0.01159,0.00875,-0.01184,-0.00751,-0.0101,0.02288,-0.01595,0.00606,-0.02005,-0.01712,-0.01321,0.01193,0.04423,0.01591,0.01503,0.00951,0.01515,-0.01271,-0.00948,-0.00978,0.02663,0.04101,0.01383,-0.01944,-0.01008,-0.00678
391,chr1,149860386,149871922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
392,chr1,149673676,149681427,-0.01342,-0.28356,0.00153,0.10257,-0.00786,-0.0007,0.04619,-0.48535,0.00278,0.08363,-0.005,0.00188,0.03193,-0.02321,0.01585,-0.45332,-0.01996,0.00192,0.05785,-0.00248,-0.01625,0.02115,0.08419,0.02605,-0.00573,-0.00602,0.03237,0.00161
393,chr1,149786241,149797478,0.02128,0.3154,0.03602,-0.0013,0.02063,0.12974,0.02526,0.02522,-0.01589,-0.00243,-0.0218,-0.00745,-0.01548,0.01305,0.34227,0.03178,0.00183,0.02693,0.01043,-0.01243,-0.003,-0.00692,-0.00219,0.07379,0.00275,0.00412,-0.01348,0.01698
394,chr1,150338724,150347414,,,,0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,,0.0,0.0,-0.0,,,
395,chr1,149793665,149797478,0.0088,0.21587,0.00504,0.00185,-0.00912,0.06496,0.0042,0.00794,-0.00773,-0.02484,-0.00011,-0.02186,-0.01248,0.21403,0.00988,0.35194,0.15222,0.01942,-0.01333,-0.0088,0.02143,-0.00492,-0.00574,-0.0236,-0.01452,0.04945,-0.00102,-0.00531
396,chr1,149674224,149681427,-0.01664,0.00887,-0.0116,0.00872,-0.01184,-0.00686,-0.01003,0.01256,-0.0161,0.00731,-0.02053,-0.01723,-0.0124,0.00706,0.03862,0.00676,0.00109,0.00727,0.01515,-0.01271,-0.00896,-0.00874,0.02663,0.04266,0.006,-0.01907,-0.00739,-0.00227
397,chr1,149785055,149786241,0.01131,0.19365,0.01328,-0.00796,0.01096,0.15977,0.02379,0.00619,-0.01702,-0.00154,-0.0218,-0.02522,-0.01455,0.01515,0.34,0.01068,0.07326,0.00485,0.00101,-0.01508,-0.00265,-0.00673,-0.00119,0.12463,0.00888,-0.01623,-0.01175,-0.00592
398,chr1,149786241,149793665,0.01755,0.65,0.0229,0.01573,0.00974,0.1292,0.027,0.07838,-0.01764,-0.025,-0.021,-0.0251,-0.01635,0.08616,0.07528,0.09047,0.31383,0.06971,-0.01795,-0.01579,-0.00881,-0.00981,-0.02115,-0.02512,-0.0167,-0.01722,-0.01414,-0.00696
399,chr1,149783963,149786241,0.02748,0.41884,0.0455,0.04892,0.01581,0.15197,0.0205,0.04368,-0.01561,-0.01104,-0.02061,-0.02518,-0.01342,0.02132,0.53101,0.05418,0.231,0.04218,0.00598,-0.01005,-0.00848,-0.00286,-0.01308,0.02941,-0.00426,-0.01637,-0.01337,-0.00319
400,chr1,149623168,149623380,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,-0.04545,0.0,,,0.0,,,0.0,,0.0,,0.0
401,chr1,149800845,149806574,,,,,0.02389,,,,,,0.01756,,,,,0.00285,,,,0.02473,,,0.01756,,,0.018,0.02701,
402,chr1,149683599,149783561,-0.01403,0.3,0.01335,-0.00905,-0.01037,0.11328,0.03946,0.34,0.00291,-0.01283,-0.02163,0.0773,0.02174,0.01348,0.0104,0.28205,-0.00326,-0.00015,-0.01959,0.0031,0.01738,0.00763,-0.01446,0.00176,-0.00109,0.0837,0.02537,-0.00954
403,chr1,149624984,149626176,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.01355,0.0,0.0,,0.0,,,0.0,,,-0.0,0.0,
404,chr1,149624984,149644767,-0.01586,0.00082,-0.01168,-0.00326,-0.00836,0.00284,-0.01282,0.00196,-0.01627,-0.00174,-0.01113,-0.02478,-0.01936,0.00862,0.0,0.01282,0.06057,0.00495,0.00219,-0.0114,0.07759,-0.00722,-0.01004,0.14749,0.00744,0.10922,-0.00366,0.03263
405,chr1,149785055,149793665,0.02704,0.55106,0.04351,0.01489,0.01458,0.19907,0.03484,0.07368,-0.01248,-0.02475,-0.00081,-0.02432,-0.01418,0.02313,0.07528,0.59979,0.27806,0.03686,-0.01149,0.01807,-0.00843,-0.00789,-0.00834,-0.02274,-0.01438,0.10922,0.01053,-0.0061
406,chr1,149785055,149797478,0.02128,0.3154,0.04722,0.01943,0.02063,0.14642,0.02938,0.02522,-0.01124,-0.025,-0.0218,-0.00316,-0.01615,0.00513,0.02407,0.03178,-0.00016,0.02659,-0.01149,-0.00644,-0.00906,-0.00046,-0.02193,-0.00362,-0.0165,0.00964,-0.01382,0.02145
407,chr1,149674224,149783561,-0.01664,-0.01393,-0.01098,0.01157,-0.01256,-0.0071,-0.00237,-0.02635,-0.01598,0.00695,-0.02008,-0.01775,-0.00884,-0.00892,-0.05595,-0.01006,-0.0022,0.00389,0.02491,-0.0142,-0.01011,-0.00624,0.02767,0.04777,0.05417,-0.0187,-0.01178,-0.01028
408,chr1,149510081,149596911,0.01117,0.1,0.05267,0.04498,0.01438,0.13857,0.0741,0.15337,-0.00826,-0.01161,-0.02156,0.09792,-0.00215,0.08079,0.13077,0.12598,0.07528,0.08763,-0.01487,-0.00713,0.0401,-0.00982,-0.00936,0.03973,-0.01532,0.08668,-0.00067,0.04293
409,chr1,149626176,149644767,-0.01062,-0.001,0.03652,-0.01062,0.0169,0.20324,0.03486,0.0,0.00219,-0.025,0.00392,0.14749,0.00744,0.00862,0.0,0.00281,0.06057,0.00495,0.00219,-0.00939,0.07759,-0.00722,0.00392,0.14749,0.00744,-0.01654,-0.01328,0.03263
410,chr1,213002314,213009581,0.0,-0.01942,-0.00125,0.0,-0.01515,-0.00053,-0.00815,0.0,0.01515,,0.0,0.02439,-0.0,-0.03858,0.0,-0.02941,-0.06101,-0.01695,0.01515,-0.00852,-0.01521,-0.00563,0.0,0.02439,-0.0,-0.01035,-0.0095,-0.00507
411,chr1,64387780,64393798,0.06949,,,,,-0.0,,0.01,0.07143,0.05385,0.06,0.00385,0.07662,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
412,chr1,151286071,151288357,,,-0.0,,0.0,-0.0,-0.0,,-0.0,,0.0,-0.0,-0.0,-0.0,,0.0,-0.0,0.0,-0.0,0.01389,-0.01538,0.00962,0.0,-0.0,-0.0,0.02041,-0.0119,0.01235
413,chr1,150860147,150864189,,0.0,,,0.02389,-0.0,0.01458,0.0,,,0.01756,-0.0,0.0094,0.0,0.0,-0.04966,-0.03604,-0.02934,,0.02473,-0.0,0.01536,0.01756,-0.0,0.0094,-0.01672,-0.01153,-0.01209
414,chr1,213123817,213128764,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,
415,chr1,5302032,5304937,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
416,chr1,64446384,64448394,,,0.03409,,,,,,0.02309,,,,,0.00317,,,,,0.02309,0.02707,0.02381,0.04023,,,,,,
417,chr1,64838120,64848587,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,0.03041,,,,,,,,,,,,,,,,,,,,,
418,chr1,64841514,64848587,0.02311,0.00326,0.0351,0.02311,0.02694,0.0238,0.03933,,,,,,,,,,,,,,,,,,,,,
419,chr1,152648227,152660376,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,0.02237,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,0.0,-0.0
420,chr1,152535445,152555489,0.14386,,,,,-0.0,0.0,0.02222,0.14754,0.11351,0.12558,0.05405,0.16102,,,,0.0,0.0,,,0.0,0.0,,-0.0,-0.0,0.0,0.0,0.00744
421,chr1,152517350,152555489,0.11246,,,-0.0,,-0.0,-0.0,0.01685,0.11545,0.02186,0.09772,0.02448,0.07222,,-0.0,,0.0,-0.0,-0.0,,0.0,-0.0,-0.0,-0.02439,-0.01282,0.0,0.0,-0.01266
422,chr1,152590206,152708135,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00602,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
423,chr1,152403186,152535345,0.09226,-0.0,0.0,-0.01667,0.0,-0.01639,0.00602,0.02222,0.14754,0.05093,0.12558,0.05405,0.16102,,-0.0,,0.0,0.0,-0.0,,0.0,0.0,-0.0,-0.02439,0.00754,0.0,0.0,0.00744
424,chr1,152517350,152590206,-0.00699,-0.02731,-0.0059,-0.01797,-0.01363,0.01546,0.00834,-0.0299,-0.0188,-0.01719,-0.00848,-0.02474,-0.0191,-0.04145,-0.04031,-0.06496,-0.08003,-0.02326,-0.01936,-0.00695,-0.00209,-0.00407,-0.0232,-0.00621,-0.00784,0.02248,0.00829,-0.00988
425,chr1,152555489,152590206,0.02313,-0.07758,0.02882,-0.01667,0.00092,0.10641,0.02668,-0.08596,-0.01802,0.0244,-0.01173,-0.00799,-0.01493,-0.07713,-0.13459,-0.12748,-0.10178,-0.0543,0.0252,-0.00813,0.01772,-0.00965,-0.00169,0.11938,0.02114,0.05049,-0.00638,0.01568
426,chr1,65800521,65818949,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
427,chr1,152759388,152771208,0.10456,0.02297,0.08223,0.14529,0.02866,0.07565,0.03423,-0.0,-0.00126,-0.0,0.02442,-0.01667,0.14929,0.00433,,0.01282,0.00433,0.02578,0.0313,-0.00502,-0.01361,0.17353,0.07513,0.02439,0.17425,-0.00172,0.10162,0.13191
428,chr1,65846107,65856327,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
429,chr1,152922562,152924691,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
430,chr1,66039193,66044566,0.03684,0.00526,0.05556,0.03684,0.04286,0.03793,0.06211,,,,,,,,,,,,,,,,,,,,,
431,chr1,153043846,153045248,,,,,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,0.0,0.0,0.0,,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.00808,-0.00455,-0.01266
432,chr1,153043646,153067061,,,,,0.0,0.0,-0.0,,,,0.0,0.0,-0.0,,,0.0,0.0,0.0,,0.0,0.0,-0.0,0.0,0.0,-0.0,0.00795,0.0045,-0.01266
433,chr1,215110421,215113766,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
434,chr1,153671716,153698544,0.07174,0.01058,0.07924,-0.01446,0.01041,0.07378,-0.001,,-0.0,0.04449,0.0359,,0.02567,-0.0,0.0082,0.00592,,0.00329,0.03318,0.01612,-0.0,0.02563,-0.01476,0.04545,-0.01323,0.03679,-0.00709,0.02654
435,chr1,6437611,6447694,,,-0.0,,0.0,,-0.0,,-0.0,,0.0,,-0.0,-0.0,,0.0,,0.0,-0.0,-0.01429,-0.0,-0.0098,0.0,,-0.0,0.0,-0.0119,0.0
436,chr1,153729654,153732900,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
437,chr1,215491381,215495998,0.42975,,0.13851,0.10603,0.0,0.33154,,0.0925,0.17069,0.2086,0.28838,0.06541,0.45574,0.01429,0.01579,0.0,0.06122,,-0.0075,0.03452,0.01905,0.16033,0.00057,0.05714,0.11645,0.13969,0.0,0.35614
438,chr1,67451780,67454196,0.09087,-0.04403,0.13322,0.09087,-0.00043,0.0934,0.00836,0.0,,,0.05507,,0.0352,0.0,0.0,-0.05897,-0.0,-0.03006,,0.07636,,0.05657,0.05507,,0.0352,0.05641,-0.01205,0.03637
439,chr1,154157446,154163039,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
440,chr1,67467877,67469937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
441,chr1,6615850,6636630,,,,0.03417,,,,,,0.02625,,,,,0.00476,,,,0.03516,,,,0.02935,0.02683,0.03782,,,
442,chr1,67759876,67768117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
443,chr1,215858165,215866090,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
444,chr1,67863303,67873563,,,,0.0,,,,,,-0.0,,,,,0.0,,,,-0.0,,,,0.0,0.0,-0.0,,,
445,chr1,6761845,6764419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
446,chr1,68003764,68010924,0.05144,0.10502,0.0429,-0.01069,0.14779,0.01962,0.08663,0.36667,-0.01325,0.00258,0.01165,-0.01456,-0.00957,0.19243,0.17085,0.37889,0.32953,0.16799,-0.00446,0.03255,-0.01276,0.00015,0.0729,-0.01709,0.02071,0.0551,0.00087,0.00548
447,chr1,216207690,216212365,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
448,chr1,155187728,155202481,-0.01228,0.00122,-0.01185,-0.00614,-0.01366,0.00902,-0.00361,0.00476,-0.01026,-0.02426,-0.02094,0.02683,0.00823,0.00101,0.00773,0.00285,,-0.0,-0.00348,-0.01217,0.00769,-0.00435,-0.01802,0.04297,0.02173,0.018,0.00216,-0.0
449,chr1,155188731,155197337,-0.01667,0.00122,0.02706,-0.01606,-0.01366,0.00902,0.02056,-0.0,0.01787,-0.02367,-0.01766,-0.0,0.00754,0.00101,-0.00265,0.00285,,0.0,-0.00574,0.03959,0.00769,-0.00435,-0.01372,-0.01549,-0.01559,0.018,0.03284,0.0
450,chr1,155203999,155209551,-0.01228,0.0025,0.03574,0.01641,-0.00762,0.01833,0.03393,-0.0,0.01182,-0.00189,-0.02174,-0.0,0.00484,0.00101,-0.00435,0.0,,0.0,-0.01364,0.01097,0.00769,-0.00435,-0.00212,-0.02558,-0.02469,-0.0,0.0045,0.0
451,chr1,155195010,155199031,-0.01228,0.00122,0.02004,-0.01228,-0.01463,0.00902,0.01505,0.00476,0.04272,-0.025,-0.01516,0.02683,0.03782,-0.0,0.00476,0.00168,,,0.04272,0.02348,-0.0,-0.0,-0.01516,0.02683,0.03782,0.01071,0.01613,
452,chr1,155186628,155188528,-0.01644,0.00122,-0.00535,-0.01563,-0.01435,0.00902,-0.00361,-0.00172,-0.00508,-0.01664,-0.0223,-0.00998,-0.01738,0.00317,0.00275,0.00107,,0.0,-0.01636,-0.0046,0.02381,0.01635,-0.01712,0.01562,-0.00025,0.00683,-0.00875,0.0
453,chr1,155199031,155203999,-0.01667,0.00122,0.01771,-0.01644,-0.01366,0.00902,0.01505,-0.0,0.00588,-0.0245,-0.01766,-0.0,-0.0,0.0,-0.00172,0.00285,,,-0.00818,0.02967,0.0,-0.0,-0.01539,-0.00998,-0.01429,0.018,0.02701,
454,chr1,154931908,154932008,-0.00568,-0.00078,-0.00875,-0.00568,-0.0125,-0.0125,-0.00987,,,,0.0,-0.0,,,,0.0,-0.0,,,0.0,-0.0,,0.0,-0.0,,-0.02128,0.0,0.0
455,chr1,155188731,155209551,-0.01667,0.0025,0.03574,-0.01667,-0.0053,0.01833,0.03393,0.00476,0.04556,-0.025,-0.00596,0.02683,0.04189,0.00101,0.00476,-0.00104,,0.0,0.04556,-4e-05,0.00769,-0.00435,-0.00596,0.02683,0.04189,-0.00673,-0.00635,0.0
456,chr1,155179189,155185450,0.01501,0.00122,-0.01185,0.00709,-0.01435,0.00902,-0.00361,0.0,0.01335,-0.0168,0.0158,0.0,0.00484,0.00101,-0.00435,0.00107,,0.0,0.00581,-0.01381,0.00769,-0.00435,0.00411,-0.02558,-0.00276,0.00683,-0.00875,0.0
457,chr1,155188731,155199031,-0.01606,0.00122,0.02706,-0.01228,-0.01366,0.00902,0.02056,-0.00265,-0.00574,-0.01025,-0.01372,-0.01549,-0.01559,0.00101,0.00476,0.00285,,0.0,0.0502,0.03959,0.00769,-0.00435,-0.02094,0.02683,0.04355,0.018,0.03284,0.0
458,chr1,155560864,155658842,-0.00329,-0.00045,-0.0119,-0.00329,-0.00385,-0.00339,-0.01091,,0.0,,,,-0.0,0.0,,,,0.0,0.0,-0.0,-0.0,-0.0098,,,-0.0,,0.0,0.0
459,chr1,155203999,155205234,-0.01644,0.00071,0.01588,-0.01667,-0.01403,0.00527,0.01555,-0.0,0.01182,-0.0245,-0.02174,-0.0,0.00963,0.00101,-0.00172,0.0,,0.00058,-0.00301,0.01097,0.00769,-0.00942,-0.0226,-0.00998,-0.00571,-0.0,0.00905,0.0048
460,chr1,155187728,155188528,-0.01667,0.00122,-0.01185,-0.01605,-0.01359,0.00902,-0.00361,-0.0,-0.01611,-0.02363,-0.02174,-0.0,-0.01282,0.00101,0.0028,0.0,,-0.0,-0.01482,-0.01339,0.00769,-0.00435,-0.01842,0.01594,-0.00428,0.0,-0.0119,-0.0
461,chr1,155179189,155217559,0.03467,-0.00078,0.0134,0.03467,0.00132,-0.00585,-0.01101,0.01,-0.01156,-0.025,-0.01063,0.055,0.03849,0.00317,0.01,0.00285,,0.0,-0.01156,-0.01307,0.02381,0.01635,-0.01063,0.055,0.03849,0.018,0.00216,0.0
462,chr1,155179189,155188128,-0.01228,0.00122,-0.01096,-0.01563,-0.01247,0.00902,0.01868,0.00476,-0.00652,-0.02474,-0.00596,0.02683,0.04189,0.00023,0.00275,-0.00104,,0.0,-0.01087,-0.01351,0.00175,0.00587,-0.01122,0.01562,0.026,-0.00673,-0.00635,0.0
463,chr1,154927557,154929340,0.0,0.0,0.0,0.0,0.0,-0.01639,-0.0102,,,,,-0.0,-0.0,,,,-0.0,0.0,,,-0.0,0.0,,-0.0,-0.0,-0.0,0.0,-0.01266
464,chr1,155202481,155209551,0.02408,0.0025,0.03574,-0.01667,-0.01523,0.01833,0.03393,0.0,-0.01611,0.03518,0.02551,0.0,-0.01282,0.00101,0.00476,0.00285,,0.0,0.04556,0.03472,0.00769,-0.00435,-0.02094,0.02683,0.04189,0.018,0.031,0.0
465,chr1,7114300,7120829,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
466,chr1,216820577,216821876,,,,,0.0,-0.0,,,,,0.0,-0.0,,,,0.0,-0.0,,,0.0,-0.0,,0.0,-0.0,,-0.02128,0.0,0.0
467,chr1,69801091,69807577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
468,chr1,7411095,7412470,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
469,chr1,156682786,156690796,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,-0.0,,,,,,
470,chr1,69992713,70003981,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
471,chr1,217395053,217396789,,,,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
472,chr1,217400548,217425479,,,,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
473,chr1,7569921,7571783,0.03655,0.01325,0.00598,-0.01362,0.00772,-0.01127,-0.00867,0.00476,0.0967,0.02107,-0.00399,0.10852,0.04675,0.02439,0.01892,0.01282,0.05079,0.01261,0.01424,0.06095,-0.00647,-0.00089,-0.01202,-0.01028,-0.00574,0.03978,0.02042,-0.0103
474,chr1,156953771,156956151,,,,,,,0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
475,chr1,217520805,217522969,0.01119,0.00156,0.0171,0.01119,0.01307,0.01153,0.01921,,,,,,,,,,,,,,,,,,,,,
476,chr1,7644026,7648980,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
477,chr1,70647470,70650415,,,0.0,,,,,,-0.0,,,,,0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
478,chr1,8181508,8192006,0.02716,0.00385,0.04116,0.02716,0.03164,0.02797,0.04609,,,,,,,,,,,,,,,,,,,,,
479,chr1,157173514,157175242,0.13475,-0.05621,0.1707,-0.00872,-0.01466,0.40752,-0.00798,-0.17416,0.00234,0.01972,0.14582,0.11265,0.09626,-0.06901,-0.0736,-0.06482,-0.18805,-0.04988,0.05962,0.15266,0.01984,0.1615,-0.00694,0.21773,-0.01345,0.41024,-0.00773,0.36012
480,chr1,8203189,8212788,,,,,,,0.02976,,,,,,0.01931,,,,,0.00246,,,,0.03135,,,0.01931,,0.02299,0.01996
481,chr1,71243725,71251186,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
482,chr1,157324259,157329937,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
483,chr1,8238634,8244451,,,,0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,,-0.0,0.0,-0.0,,,
484,chr1,71304652,71315241,,,,,,,0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
485,chr1,157694902,157700036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
486,chr1,217998142,218006481,0.0178,-0.01386,0.02711,0.0178,0.02077,0.01833,0.03041,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
487,chr1,217998142,218005191,0.01119,-0.03681,0.0171,0.01119,0.01307,0.01153,0.01921,0.0,,,,,,-0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,
488,chr1,217998142,218000437,0.01395,-0.03668,0.02129,0.01395,0.01629,0.01437,0.02391,0.0,,,,,,-0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,
489,chr1,8246677,8251385,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
490,chr1,71486934,71491501,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
491,chr1,218036894,218043750,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00602,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
492,chr1,8359739,8364181,0.22956,,,,,0.24848,,0.03874,0.23483,0.18504,0.20297,-0.01511,0.24873,,,,0.04167,,,,0.25424,,,0.2,,0.21951,,0.26941
