,Chromosome,Start,End,AFR-AMR,AFR-EAS,AFR-EUR,AFR-SAS,AMR-EAS,AMR-EUR,AMR-SAS,EAS-EUR,EAS-SAS,EUR-SAS
2337,chr12,79733347,79751985,0.19543,0.04125,0.24904,0.04978,0.08861,0.00059,0.06204,0.09682,0.00135,0.0674
2346,chr12,81725001,81729605,0.17568,0.16389,0.28324,0.20445,0.00021,0.00146,0.00535,0.00282,0.00331,0.01638
2375,chr12,92894158,92897504,0.31576,0.63032,0.12032,0.32566,0.17403,0.05884,0.00069,0.3593,0.15689,0.07108
2395,chr12,98249389,98251553,0.00115,0.14054,0.00883,0.0291,0.16029,0.00364,0.0177,0.21944,0.2752,0.00496
2408,chr12,101110711,101116868,0.00278,0.24804,0.09787,0.02417,0.24191,0.14575,0.03382,0.0757,0.16948,0.05065
2413,chr12,101843361,101844569,0.0,0.23308,0.0,0.21875,0.20131,0.0,0.19322,0.16972,0.01138,0.16667
2436,chr12,109609165,109610617,0.02724,0.23995,0.14162,0.21666,0.12289,0.04869,0.10161,0.0302,0.00584,0.01506
2447,chr12,111719876,111854850,0.14423,0.00452,0.06275,0.06235,0.20095,0.01902,0.03214,0.10067,0.10226,0.00062
2448,chr12,112558483,112559545,0.0242,0.02522,0.01351,0.14503,0.0,0.00139,0.25951,0.00131,0.26542,0.2191
2460,chr12,117184190,117186761,0.12548,0.13519,0.17686,0.39856,3e-05,5e-05,0.08223,0.00017,0.09182,0.08876
2470,chr12,119905095,119907166,0.22611,0.01151,0.22166,0.1992,0.15162,0.0003,0.00039,0.15406,0.13111,0.00134
2500,chr12,123910411,123913698,0.06789,0.3487,0.19906,0.04365,0.1621,0.05937,0.00102,0.02511,0.15208,0.06211
2512,chr12,126345158,126353707,0.28759,0.28109,0.11044,0.18672,0.00218,0.05038,0.01383,0.03783,0.00656,0.01124
2514,chr12,127013884,127021068,0.18887,0.22674,0.04725,0.2014,0.00389,0.07664,0.00496,0.1087,9e-05,0.10684
2516,chr12,127105263,127111660,0.01313,0.18248,0.01047,0.01178,0.2064,0.0,0.0,0.17419,0.19059,0.0
2518,chr12,127134610,127135799,0.02407,0.41754,0.26559,0.06002,0.23884,0.12178,0.00622,0.0321,0.19789,0.08926
2519,chr12,127160522,127178400,0.00297,0.23017,0.00261,0.00788,0.2261,0.0,0.00156,0.26367,0.17312,0.00169
2526,chr12,127931511,127940409,0.20242,0.23794,0.1417,0.1828,0.01264,0.01158,0.00021,0.04274,0.01634,0.00864
2537,chr12,129119188,129120966,0.46925,0.46119,0.16488,0.16921,0.00119,0.15371,0.16107,0.1366,0.1444,0.0
2540,chr12,129334387,129335578,0.10073,0.11225,0.05612,0.20058,0.00033,0.00395,0.02228,0.00285,0.03556,0.04303
2550,chr12,130820253,130821628,0.23875,0.2493,0.16493,0.17482,0.0008,0.0295,0.01762,0.03229,0.02225,0.0009
2553,chr12,131424060,131425245,0.03091,0.00098,0.18578,0.18099,0.04253,0.09939,0.08889,0.21419,0.20625,0.00042
2554,chr12,131434355,131435655,0.08173,0.00124,0.03737,0.30693,0.06873,0.00954,0.08648,0.02957,0.28654,0.14295
2558,chr12,131622805,131628838,0.09667,0.27273,0.04485,0.06158,0.06924,0.00564,0.00117,0.09398,0.06819,0.00127
2563,chr12,132046681,132047769,0.27979,0.07809,0.30199,0.08946,0.06844,0.00329,0.04384,0.08812,0.00152,0.06253
2571,chr12,132451423,132466139,0.08616,0.24863,0.03961,0.10958,0.10853,0.0024,0.00425,0.08076,0.08967,0.00901
2576,chr12,132945889,132947593,0.0217,0.09837,0.15574,0.18291,0.12706,0.02568,0.03955,0.24922,0.27856,0.00412
2709,chr13,15531031,15546644,0.05363,0.00011,0.08869,0.0,0.05644,0.2745,0.05571,0.08579,0.00012,0.12626
2710,chr13,15549085,15555542,0.17678,0.05187,0.01218,0.05594,0.03656,0.23708,0.03543,0.09007,2e-05,0.11412
2734,chr13,17673003,17674883,0.29936,0.25501,0.236,0.261,0.01095,0.00773,0.0052,0.00013,0.00099,0.00036
2735,chr13,17710690,17714397,0.23187,0.07471,0.34097,0.14885,0.05941,0.04081,0.01186,0.15728,0.01883,0.09182
2763,chr13,22207329,22210173,0.10567,0.19009,0.26047,0.05533,0.01727,0.06134,0.01031,0.01226,0.05279,0.12894
2793,chr13,28864285,28870304,0.03842,0.07204,0.01669,0.05758,0.23527,0.00294,0.00376,0.16245,0.27289,0.01195
2798,chr13,30288493,30289655,0.29809,0.46071,0.26884,0.2649,0.02195,0.00267,0.00218,0.04545,0.04068,2e-05
2816,chr13,36715631,36765971,0.13646,0.09951,0.26211,0.2808,0.00282,0.03548,0.03088,0.0549,0.05118,0.00074
2824,chr13,38393005,38397105,0.15864,0.21971,0.17032,0.18792,0.02556,0.01965,0.02175,0.0,0.0,0.0
2843,chr13,44596835,44602835,0.00608,0.00516,0.10444,0.00013,0.03296,0.09636,0.00513,0.23079,0.00871,0.12622
2853,chr13,48810403,48812853,0.23735,0.0598,0.31219,0.05511,0.09358,0.01951,0.07677,0.17401,0.00012,0.15217
2855,chr13,49105530,49107194,0.03416,0.05113,0.15035,0.10693,0.15805,0.05188,0.01739,0.33265,0.32538,0.01833
2856,chr13,49120898,49126598,0.06808,0.38081,0.00437,0.09843,0.17869,0.09502,0.0011,0.38185,0.17409,0.15071
2870,chr13,58018925,58022939,0.0329,0.22592,0.00111,0.00321,0.09805,0.04388,0.01285,0.23153,0.15696,0.00783
2886,chr13,63059608,63064121,0.0889,0.24668,0.09913,0.12494,0.04545,0.00031,0.00315,0.04574,0.02884,0.00183
2898,chr13,65820620,65823259,0.03044,0.10317,0.04169,0.01977,0.20993,0.00071,0.00147,0.29412,0.22523,0.00476
2925,chr13,71455052,71459783,0.07641,0.20347,0.09042,0.17351,0.05912,0.00279,0.05057,0.06494,0.0,0.05714
2926,chr13,71490462,71494334,0.36416,0.086,0.26346,0.2792,0.12703,0.01285,0.00648,0.06174,0.07435,0.00088
2945,chr13,77648727,77649841,0.20773,0.34813,0.02009,0.02222,0.01384,0.11537,0.10448,0.23089,0.21104,0.00023
2981,chr13,85348046,85350500,0.2064,0.26754,0.21029,0.23087,0.02556,0.01965,0.02175,0.0,0.0,0.0
2991,chr13,88178734,88179940,0.12168,0.20771,0.16046,0.13641,0.05226,0.04044,0.00496,0.0,0.03307,0.02604
2992,chr13,88351647,88394707,0.0413,0.00551,0.1753,0.09129,0.06293,0.05156,0.00921,0.206,0.11997,0.01887
2993,chr13,88800460,88801614,0.17428,0.08745,0.12395,0.23528,0.01611,0.00243,0.01927,0.00588,0.05323,0.03245
3009,chr13,92692707,92695257,0.01395,0.28971,0.0,0.07368,0.22672,0.00969,0.03229,0.21529,0.13704,0.05376
3050,chr13,106004422,106010473,0.24148,0.18511,0.12058,0.14969,0.00763,0.02448,0.01843,0.00507,0.00219,0.00077
3055,chr13,107521702,107526464,0.13959,0.2198,0.00759,0.17811,0.02078,0.08347,0.01133,0.15627,0.00133,0.12917
3057,chr13,108993982,108995403,0.1656,0.1294,0.17861,0.26049,0.00624,0.00162,0.01983,0.01413,0.05027,0.01046
3060,chr13,109711379,109712636,0.13594,0.29707,0.15933,0.25235,0.07377,0.00667,0.05744,0.04384,0.00065,0.03279
3062,chr13,110569641,110572778,0.00577,0.08542,0.13716,0.01348,0.13397,0.12467,0.0026,0.34261,0.14243,0.07585
3064,chr13,110951770,110955237,0.32287,0.22756,0.35806,0.30559,0.02959,0.00535,0.00054,0.05769,0.02207,0.00949
3068,chr13,111786879,111788339,0.43793,0.20755,0.0461,0.16331,0.05634,0.22593,0.09045,0.06008,0.00394,0.0375
3074,chr13,112122031,112123223,0.17499,0.23247,0.15628,0.1993,0.02556,0.00107,0.02175,0.0211,0.0,0.01846
3077,chr13,112283876,112284920,0.06677,0.23299,0.05728,0.12247,0.08055,0.00018,0.01587,0.08835,0.02544,0.02055
3082,chr13,112625802,112627673,0.1445,0.22869,0.15826,0.19813,0.01623,0.00129,0.01063,0.0095,0.00059,0.00567
3084,chr13,112633342,112638277,0.20885,0.42198,0.0113,0.14228,0.08859,0.1267,0.00721,0.3274,0.13228,0.07713
3125,chr14,5408235,5410760,0.34027,0.44962,0.37326,0.40169,0.0358,0.0276,0.03051,0.0,0.0,0.0
3127,chr14,5470860,5500100,0.11768,0.03088,0.03384,0.00587,0.23003,0.28023,0.13873,8e-05,0.00629,0.00803
3129,chr14,5512347,5536330,0.06292,0.10618,0.00669,0.00903,0.25275,0.09328,0.07365,0.04863,0.0269,0.00056
3164,chr14,8604802,8605826,0.01696,0.18572,0.00756,0.04892,0.11015,0.04919,0.00915,0.33835,0.09387,0.11438
3171,chr14,8926195,8931136,0.12227,0.01979,0.23206,0.00282,0.05534,0.00532,0.08554,0.11904,0.00762,0.18539
3288,chr14,15755524,15765745,0.22537,0.00065,0.00281,0.00091,0.17909,0.14845,0.1654,0.00053,2e-05,0.00039
3294,chr14,16564606,16565717,0.22299,0.01037,0.17334,0.1253,0.15344,0.00144,0.01927,0.11538,0.07095,0.00916
3299,chr14,16833935,16839427,0.21608,0.51667,0.22367,0.4182,0.19037,0.00036,0.09189,0.16826,0.02571,0.08155
3300,chr14,17143012,17145576,0.69154,0.74722,0.5303,0.77143,0.05113,0.00706,0.0421,0.07017,0.00099,0.06241
3345,chr14,30391964,30395479,0.13954,0.10966,0.49341,0.17907,0.00416,0.20833,0.00435,0.2664,0.01723,0.1685
3357,chr14,33594505,33597497,0.17854,0.13239,0.30583,0.21289,8e-05,0.04643,0.00639,0.03236,0.00369,0.01793
3358,chr14,34329764,34369112,0.01778,0.03203,0.23346,0.03548,0.00079,0.10673,0.00122,0.10983,5e-05,0.11969
3366,chr14,35331065,35391330,0.26303,0.1131,0.1552,0.15385,0.06284,0.03832,0.06168,0.00221,1e-05,0.00229
3393,chr14,40543726,40550524,0.03419,0.22797,0.06137,0.01377,0.12366,0.16209,0.08398,0.4021,0.31428,0.01867
3402,chr14,43137818,43139514,0.14768,0.23391,0.15164,0.15609,0.0248,0.0035,0.00132,0.00962,0.01667,0.00069
3438,chr14,54797786,54799204,0.02556,0.38582,0.17841,0.20677,0.28,0.08607,0.10566,0.09517,0.08975,0.00074
3458,chr14,59570676,59573451,0.02496,0.36673,0.09298,0.00182,0.2235,0.02347,0.01162,0.114,0.30125,0.06655
3468,chr14,63237217,63241263,0.08384,0.42774,0.00252,0.00491,0.18703,0.06288,0.04526,0.44792,0.35976,0.00057
3477,chr14,67539263,67540535,0.00921,0.00383,0.1671,0.05892,0.02436,0.11817,0.02391,0.21059,0.09074,0.04771
3487,chr14,69203762,69204891,0.04136,0.13327,0.04441,0.0052,0.03239,0.17553,0.09922,0.32051,0.25052,0.03563
3505,chr14,73849989,73858748,0.48197,0.04603,0.3867,0.23874,0.33814,0.01297,0.10189,0.23793,0.10307,0.04185
3506,chr14,73969341,73974159,0.13263,0.03151,0.12882,1e-05,0.24177,5e-05,0.10288,0.24223,0.02458,0.10424
3509,chr14,74698449,74700340,0.21964,0.06739,0.0932,0.04663,0.05012,0.05233,0.1079,0.00221,0.00315,0.01524
3512,chr14,75532511,75535211,0.04749,0.0171,0.1484,0.18831,0.09274,0.03032,0.05037,0.19352,0.23202,0.00335
3513,chr14,75626688,75629077,0.05357,0.0343,0.13526,0.0426,0.1749,0.04199,0.00048,0.29743,0.15476,0.05238
3519,chr14,77332843,77334347,0.44864,0.37422,0.32771,0.43007,0.00509,0.02354,0.00128,0.00653,0.01022,0.03147
3528,chr14,79044443,79049494,0.16684,0.28209,0.23686,0.29933,0.02109,0.00074,0.03801,0.01581,0.00384,0.03342
3534,chr14,80129229,80134960,0.06953,0.00837,0.31159,0.08065,0.10595,0.10961,0.00025,0.35763,0.12181,0.10495
3537,chr14,80650256,80651262,0.40026,0.295,0.30656,0.27328,0.03275,0.01215,0.04446,0.00655,0.00012,0.0103
3562,chr14,88591261,88593283,0.37968,0.53381,0.1917,0.30069,0.06293,0.07184,0.01703,0.26367,0.16529,0.02423
3603,chr14,98446020,98447380,0.0006,0.10456,0.07127,0.21963,0.09782,0.07154,0.2049,0.0046,0.02312,0.05257
3607,chr14,99151090,99152886,0.25151,0.4272,0.22903,0.2286,0.03797,0.0003,0.00191,0.05742,0.07331,0.00077
3612,chr14,99724806,99727092,0.52033,0.66428,0.25549,0.41203,0.05043,0.10485,0.03343,0.2499,0.15286,0.02744
3613,chr14,99770299,99772811,0.41318,0.41727,0.25104,0.35293,0.00179,0.02936,0.00577,0.039,0.01254,0.01028
3617,chr15,64025,67386,0.1062,0.02421,0.28181,0.25123,0.03868,0.03498,0.02473,0.16161,0.13794,0.00122
3637,chr15,2076329,2140131,0.00858,0.29883,0.07381,0.15051,0.19293,0.0392,0.07571,0.01906,0.03972,4e-05
3735,chr15,17651049,17691979,0.04671,0.00626,0.08757,0.00295,0.06625,0.21852,0.05874,0.03415,0.0005,0.05016
3746,chr15,20413599,20456455,0.02601,0.00024,0.14924,0.13646,0.03824,0.06743,0.05292,0.21313,0.19164,0.00185
3747,chr15,20712605,20733862,0.03791,0.11751,0.04557,0.00226,0.19286,0.00035,0.04438,0.20516,0.07045,0.05409
3757,chr15,21837974,21839452,0.11827,0.20863,0.2659,0.23131,0.02935,0.05907,0.01418,0.00544,0.00513,0.02356
3765,chr15,22360809,22362369,0.08017,0.02598,0.17625,0.12609,0.20254,0.02357,0.01116,0.37817,0.25042,0.00097
3779,chr15,23495565,23499124,0.01711,0.0024,0.22983,0.17023,0.00623,0.13,0.07642,0.18088,0.12435,0.02046
3797,chr15,26468781,26470881,0.23549,0.27739,0.21866,0.23982,0.01264,0.00969,0.01073,0.0,0.0,0.0
3816,chr15,30212015,30231965,0.22539,0.2726,0.2432,0.18988,0.00379,0.00807,0.0017,0.00094,0.01051,0.0172
3822,chr15,32176538,32181794,0.26981,0.32696,0.26154,0.28533,0.02556,0.01965,0.02175,0.0,0.0,0.0
3825,chr15,32361723,32366971,0.22281,0.16374,0.01172,0.04665,0.01255,0.14722,0.08883,0.09204,0.0422,0.01321
3874,chr15,47060926,47063899,0.0108,0.05146,0.03644,0.0958,0.1111,0.00861,0.04641,0.18377,0.25528,0.01593
3902,chr15,54392997,54397587,0.21371,0.23071,0.17248,0.19337,0.00013,0.00092,0.00021,0.00171,0.00065,0.00026
3916,chr15,60217482,60219182,0.16166,0.5119,0.00014,0.19542,0.19232,0.12597,0.00336,0.43522,0.14528,0.15935
3920,chr15,61282542,61285070,0.06791,0.12677,0.12476,0.25112,0.01077,0.00377,0.06232,0.00253,0.02024,0.04498
3921,chr15,61711390,61712491,0.01395,0.22313,0.0,0.0,0.15978,0.00969,0.01073,0.1619,0.17739,0.0
3927,chr15,63333101,63336333,0.0668,0.21024,0.06691,0.06327,0.06009,0.00016,0.0,0.06405,0.05967,0.00013
3947,chr15,68552417,68558116,0.20602,0.13782,0.19897,0.14451,0.00893,0.00023,0.00514,0.01119,0.00054,0.00758
3950,chr15,69408302,69409703,0.11091,0.02862,0.20742,0.10073,0.03607,0.01322,0.00137,0.10009,0.02628,0.02602
3972,chr15,75578491,75582599,0.05746,0.30727,0.04615,0.1129,0.1605,0.00223,0.01217,0.16385,0.09542,0.02328
3984,chr15,81100648,81104709,0.23017,0.5743,0.39364,0.44909,0.15805,0.04843,0.07695,0.03308,0.01413,0.00359
4007,chr15,86610150,86611635,0.1622,0.16095,0.22904,0.14686,0.0004,0.03706,4e-05,0.04365,0.00063,0.02857
4023,chr15,88808251,88809424,0.07498,0.28289,0.03049,0.18717,0.08896,0.01152,0.03083,0.14176,0.01636,0.07642
4028,chr15,89893570,89896067,0.03963,0.07948,0.0296,0.01786,0.20195,0.00062,0.10074,0.21944,0.0502,0.10081
4040,chr15,93956405,93961187,0.14083,0.11906,0.27356,0.0956,0.00295,0.03582,0.00585,0.0616,0.00063,0.07274
4048,chr15,96795681,96796807,0.06082,0.06922,0.25048,0.17327,0.00018,0.09315,0.03225,0.08466,0.02711,0.02847
4090,chr16,1241377,1262172,0.00127,0.24864,0.00309,0.03537,0.22744,0.00054,0.02571,0.1971,0.12765,0.01808
4091,chr16,1275509,1319747,0.0044,0.13668,0.03243,0.01176,0.10443,0.07209,0.0019,0.29732,0.09433,0.12217
4096,chr16,1906576,1907841,0.22708,0.12648,0.2301,0.0181,0.0203,0.00317,0.15083,0.03252,0.0556,0.17445
4097,chr16,2143334,2153830,0.12244,0.32713,0.13739,0.21058,0.11737,0.00399,0.03313,0.08441,0.02955,0.01484
4100,chr16,2806884,2808033,0.46916,0.26209,0.65593,0.60676,0.03908,0.04726,0.01466,0.14219,0.09433,0.01331
4104,chr16,3238127,3240680,0.06136,0.11018,0.04447,0.05869,0.01001,0.00065,0.17794,0.01579,0.23272,0.14961
4125,chr16,8089885,8092431,0.12488,0.00367,0.06957,0.03226,0.08187,0.00743,0.26675,0.04013,0.05345,0.21024
4139,chr16,11625968,11627530,0.20033,0.04471,0.2189,0.22315,0.06818,0.00041,0.00137,0.08061,0.08585,0.00034
4149,chr16,13237824,13239853,0.03661,0.20653,0.07934,0.05495,0.09534,0.01424,0.00298,0.03843,0.06735,0.00451
4159,chr16,14766046,14784136,0.15217,0.04573,0.24787,0.116,0.03006,0.02398,0.00099,0.08985,0.01806,0.03109
4162,chr16,18652686,18657995,0.29478,0.16042,0.09827,0.16938,0.0185,0.06005,0.01787,0.00868,6e-05,0.0114
4172,chr16,21151267,21155580,0.244,0.01391,0.06233,0.02998,0.26227,0.12526,0.17336,0.03869,0.00732,0.01057
4232,chr16,54272252,54274729,0.05332,0.27498,0.02149,0.05587,0.10244,0.00763,5e-05,0.17576,0.13098,0.00838
4245,chr16,62376204,62378379,0.07341,0.05152,0.11538,0.00084,0.24475,0.01008,0.08748,0.32009,0.03667,0.14279
4248,chr16,63088471,63090218,0.0502,0.10494,0.08036,0.39267,0.0098,0.00131,0.19448,0.00514,0.12415,0.2274
4249,chr16,63486689,63489140,0.05274,0.0462,0.24696,0.07707,0.00089,0.10053,0.00053,0.12939,0.00354,0.14064
4255,chr16,64812956,64845053,0.00474,0.06874,0.00119,0.04867,0.11197,0.00162,0.04157,0.08718,0.20487,0.07004
4296,chr16,75860681,75862023,0.20783,0.00397,0.12773,0.07058,0.22013,0.01434,0.03607,0.14506,0.08854,0.00748
4297,chr16,75926984,75928166,0.14312,0.01406,0.02546,0.23771,0.07494,0.04956,0.04227,0.00263,0.16617,0.14059
4302,chr16,77102473,77107251,0.16774,0.24851,0.04615,0.09309,0.01007,0.07183,0.03706,0.12564,0.08426,0.01364
4307,chr16,78446310,78447900,0.23317,0.27018,0.21253,0.23326,0.01264,0.00969,0.01073,0.0,0.0,0.0
4309,chr16,78510941,78546713,0.19765,0.23649,0.02283,0.0,7e-05,0.12458,0.14875,0.14822,0.17599,0.00609
4322,chr16,81515306,81517610,0.21035,0.22332,0.15224,0.09368,0.00113,0.00961,0.03108,0.0055,0.02602,0.0077
4326,chr16,82561430,82566321,0.24594,0.64516,0.57797,0.52373,0.22627,0.1732,0.12813,0.00159,0.01223,0.00454
4331,chr16,83112921,83115143,0.15239,0.06547,0.28308,0.16466,0.02638,0.02144,0.00045,0.09608,0.02245,0.03137
4342,chr16,84392161,84407200,0.00029,0.20347,0.14311,0.00051,0.23048,0.13392,3e-05,0.53957,0.26459,0.13594
4359,chr16,87637779,87639707,0.06149,0.00048,0.21357,0.30925,0.04917,0.04921,0.11567,0.19254,0.28311,0.02018
4363,chr16,87827740,87829378,0.30224,0.13537,0.29227,0.1283,0.03916,0.00248,0.04643,0.04906,0.0001,0.059
4372,chr16,89702679,89708741,0.00187,0.00011,0.11331,0.01281,0.00115,0.1189,0.02564,0.1237,0.01586,0.20002
4386,chr16,91470261,91477454,0.10187,0.22416,0.11561,0.13644,0.05601,0.00695,0.00885,0.01509,0.02214,0.0
4388,chr16,91797971,91824039,0.14344,0.03727,0.38475,0.06403,0.03768,0.08625,0.01769,0.21501,0.00361,0.1722
4410,chr16,94736121,94737483,0.11706,0.20214,0.11478,0.12844,0.01274,0.0,3e-05,0.01354,0.01397,1e-05
4420,chr16,95081933,95088301,0.0609,0.10609,0.109,0.00044,0.26367,0.00899,0.04342,0.35792,0.11167,0.08723
4422,chr16,95245768,95246780,0.00074,0.23702,0.00598,0.15549,0.24129,0.01005,0.16561,0.14571,0.00695,0.09084
4444,chr17,126333,128161,0.03934,0.04293,0.11067,0.00684,0.13371,0.03043,0.0153,0.20367,0.07924,0.07723
4447,chr17,179085,185308,0.17181,0.14682,0.06142,0.21714,0.0001,0.02341,0.00688,0.01649,0.00683,0.05105
4449,chr17,259913,261165,1e-05,0.0782,0.06497,0.00032,0.07166,0.05942,0.00042,0.26391,0.06745,0.07926
4450,chr17,264326,267627,0.15953,0.05613,0.20026,0.07008,0.02639,0.00231,0.02602,0.04327,0.00016,0.04974
4452,chr17,302074,303625,0.05371,0.01823,0.17215,0.10978,0.12291,0.03515,0.00835,0.29609,0.21037,0.01394
4455,chr17,388733,390364,0.07592,0.23605,0.02097,0.17403,0.06346,0.02078,0.03068,0.15124,0.00751,0.10957
4456,chr17,477453,479043,0.0597,0.20312,0.05434,0.00246,0.0523,4e-05,0.0329,0.04452,0.14571,0.03206
4461,chr17,706822,707961,0.16963,0.06006,0.16789,0.20503,0.04234,0.00039,0.00304,0.04696,0.06701,0.00113
4468,chr17,922049,924371,0.04359,0.11648,0.04662,0.03606,0.25173,0.00024,0.0002,0.25852,0.23498,0.00088
4472,chr17,1051566,1053107,0.1906,0.27907,0.09094,0.14669,0.01118,0.01562,0.0041,0.05121,0.03048,0.00463
4475,chr17,1487942,1492382,0.06343,0.13392,0.01402,0.02062,0.0146,0.13975,0.01148,0.23956,0.05107,0.07134
4491,chr17,2919491,2920526,0.07903,0.07742,0.02117,0.00218,0.23812,0.04038,0.08071,0.13901,0.09247,0.01364
4494,chr17,3430176,3433957,0.27284,0.19937,0.42302,0.32475,0.01567,0.06372,0.0107,0.13128,0.04913,0.02162
4497,chr17,3720163,3721221,0.25346,0.5718,0.45535,0.45552,0.18991,0.06704,0.05469,0.03819,0.05875,0.00158
4506,chr17,5133415,5134931,0.14597,0.17961,0.10775,0.00452,0.3969,0.0019,0.09107,0.36398,0.20262,0.06643
4520,chr17,6986087,6987322,0.35823,0.30711,0.36921,0.34896,0.01109,0.00655,2e-05,0.03243,0.01085,0.00936
4528,chr17,8249530,8250887,0.25709,0.13607,0.17642,0.23589,0.03923,0.01139,0.0008,0.00856,0.02971,0.00672
4529,chr17,8714530,8718147,0.00154,0.08775,0.07562,0.06033,0.06484,0.10844,0.04414,0.23482,0.00175,0.21838
4538,chr17,11484624,11490079,0.09331,0.21705,0.12094,0.09108,0.0361,0.00611,0.00021,0.0101,0.02757,0.00375
4562,chr17,20656547,20660075,0.16779,0.29169,0.21717,0.24433,0.05525,0.02918,0.0382,0.00351,0.00133,0.00054
4567,chr17,21253388,21806306,0.04202,0.188,0.01328,0.09852,0.05233,0.07866,0.00882,0.22012,0.0241,0.15248
4569,chr17,21826056,21846504,0.2324,0.52444,0.10466,0.35863,0.23936,0.05023,0.06322,0.43065,0.07275,0.20992
4570,chr17,21869270,21958092,0.12189,0.25964,0.35602,0.14392,0.02706,0.05688,0.00106,0.00485,0.01697,0.04361
4679,chr17,29395223,29399494,0.00488,0.27679,0.0093,0.00772,0.22389,0.00125,0.0003,0.1619,0.22473,0.00044
4725,chr17,44205091,44214989,0.44189,0.52916,0.66914,0.32994,0.00757,0.07632,0.03497,0.04112,0.07843,0.22532
4746,chr17,48950974,48953306,0.0,0.09183,0.05934,0.03335,0.08903,0.05698,0.03292,0.28314,0.01795,0.17967
4763,chr17,52413830,52416886,0.11493,0.16734,0.19566,0.24643,0.00675,0.03222,0.0611,0.00984,0.02796,0.00699
4773,chr17,54650671,54658624,0.2387,0.10919,0.36646,0.14857,0.04653,0.03206,0.01873,0.14103,0.00562,0.09201
4796,chr17,60154656,60156448,0.11072,0.21045,0.01587,0.03968,0.01834,0.12001,0.03036,0.19843,0.09301,0.08333
4799,chr17,61203477,61205612,0.09657,0.24668,0.231,0.17593,0.07817,0.10593,0.03379,0.00741,0.01051,0.03437
4800,chr17,61371408,61372833,0.21491,0.26707,0.2099,0.23045,0.02556,0.01965,0.02175,0.0,0.0,0.0
4825,chr17,73760658,73768724,0.34154,0.24106,0.63245,0.36685,0.04226,0.08899,0.0015,0.25168,0.03128,0.12645
4864,chr17,81389824,81391366,0.05072,0.10604,0.21967,0.01827,0.01315,0.0946,0.00517,0.03422,0.02936,0.11401
4866,chr17,81562779,81924237,0.29373,0.14899,0.22115,0.39581,0.00838,0.01666,0.01134,9e-05,0.03047,0.06492
4872,chr17,82420527,82421564,0.00044,0.24931,0.07076,0.02736,0.22714,0.08112,0.0205,0.48499,0.14149,0.1855
4907,chr18,447293,458397,0.03773,0.00624,0.15623,0.13519,0.07221,0.04607,0.03092,0.22541,0.19916,0.00243
4915,chr18,3508501,3510482,0.13544,0.20032,0.12476,0.17072,0.02556,0.00107,0.02175,0.0211,0.0,0.01846
4951,chr18,13836128,13837912,0.15526,0.11227,0.15677,0.20622,0.01044,0.00266,0.02089,0.02205,0.054,0.01846
4967,chr18,15556426,15639602,0.06684,0.21937,0.31839,0.28526,0.04419,0.0945,0.07913,0.01082,0.0061,0.00072
5002,chr18,24517723,24518952,0.15123,0.46579,0.09515,0.16867,0.12891,0.00914,8e-05,0.22194,0.14262,0.01299
5003,chr18,24605089,24606394,0.04764,0.02912,0.12811,0.05473,0.12458,0.02649,0.00025,0.21944,0.14245,0.02198
5004,chr18,26362481,26365998,0.15957,0.24692,0.44018,0.40834,0.01037,0.16126,0.11127,0.1149,0.06536,0.0179
5051,chr18,40874828,40881685,0.04874,0.03901,0.00099,0.24208,0.00211,0.0332,0.09475,0.025,0.13432,0.20167
5069,chr18,46588110,46589523,0.00849,0.2168,0.10446,0.06112,0.25202,0.16116,0.11202,0.02698,0.06675,0.00933
5076,chr18,48863145,48867383,0.20907,0.28639,0.02401,0.2403,0.01588,0.13388,0.00862,0.22874,0.00133,0.19566
5080,chr18,49637477,49638898,0.16438,0.24184,0.05088,0.05921,0.01735,0.03714,0.04042,0.08752,0.09611,1e-05
5088,chr18,50545667,50551719,0.17661,0.09165,0.15845,0.20324,0.02726,0.00107,0.02175,0.03012,0.05789,0.01846
5106,chr18,56464467,56466439,0.00427,0.31597,0.00407,0.0291,0.34991,0.0,0.05859,0.34258,0.20451,0.06473
5125,chr18,62783369,62784722,0.13196,0.21905,0.00132,0.03916,0.04225,0.21209,0.04736,0.36563,0.14029,0.04703
5140,chr18,66297564,66299893,0.25231,0.24783,0.36072,0.36418,0.00173,0.02316,0.0292,0.04025,0.04774,0.0006
5145,chr18,66750489,66752039,0.17789,0.38636,0.21287,0.11035,0.13556,0.01461,0.00987,0.06494,0.1798,0.04219
5149,chr18,67489899,67498134,0.01224,0.15271,0.04379,0.00015,0.21516,0.02208,0.00844,0.25141,0.13354,0.03851
5166,chr18,71719182,72004255,0.00166,0.01481,0.00679,0.0892,0.0062,0.01739,0.07164,0.04947,0.03998,0.20679
5173,chr18,73546422,73551737,0.01395,0.33112,0.0,0.08333,0.26191,0.00969,0.04809,0.2498,0.11076,0.06098
5180,chr18,74844199,74846259,0.09341,0.28742,0.00498,0.05887,0.07365,0.05956,0.00361,0.26516,0.10762,0.03351
5189,chr18,78705265,78707592,0.13146,0.16897,0.18358,0.20222,0.00389,0.04044,0.04465,0.02338,0.02602,0.0
5192,chr18,78886848,78888635,0.0447,0.234,0.00046,0.00164,0.07289,0.0344,0.02795,0.2032,0.18843,0.0004
5193,chr18,79016300,79017362,0.14835,0.03398,0.0014,0.04537,0.26118,0.11623,0.26969,0.04877,0.00178,0.06775
