Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia
chr2,95334625,95335992,0.32767,0.18865,0.18053,0.04074,0.13728,0.24351,0.11593,0.02611,0.31781,0.14305,0.05852,0.00454,0.10879,0.01025,0.00329,0.07704,0.0207,0.00078,0.04283,0.11153,0.02442
chr2,95349875,95352194,0.12514,0.02047,0.03502,0.00254,0.00498,0.00595,0.07545,0.00909,0.21637,0.08274,0.04095,0.00575,0.04617,0.00471,0.00153,0.04397,0.01661,0.01205,0.01451,0.01144,0.00024
chr2,95364766,95367437,0.18428,0.00237,0.03242,0.03909,0.00845,0.00904,0.20238,0.04008,0.09371,0.22116,0.16248,0.0404,0.05518,0.00146,0.00189,0.00016,0.06017,0.062,0.07265,0.0546,0.00012
chr2,95371724,95372724,0.10964,0.01403,0.00634,0.03148,0.02732,0.02302,0.05564,0.02166,0.03672,0.20505,0.09006,5e-05,0.00374,0.07208,0.0417,0.00206,0.0379,0.03866,0.10377,0.05181,0.00149
chr2,95380519,95381752,0.17281,0.01381,0.07356,0.06254,0.00067,0.00175,0.12426,0.00648,0.04324,0.20576,0.10891,0.03053,0.02322,0.01145,0.01536,0.0038,0.07021,0.07736,0.06768,0.04693,0.0039
chr2,95385921,95386921,0.20891,0.00425,0.05443,0.05974,0.00833,0.00985,0.168,0.02606,0.1157,0.28712,0.1701,0.02737,0.03132,0.0232,0.01952,0.00156,0.09063,0.08777,0.11588,0.06962,0.00058
chr2,95393144,95395539,0.09307,0.00069,0.02981,0.00839,0.03144,0.0239,0.15463,0.00486,0.09769,0.23258,0.16809,0.03495,0.02077,0.02687,0.0164,0.01032,0.093,0.09229,0.08531,0.05546,0.00046
chr2,95395539,95396539,0.15326,0.00032,0.00967,0.01229,0.05357,0.02165,0.1654,0.03458,0.1178,0.30455,0.16204,0.00625,0.00956,0.05938,0.02212,0.00016,0.07077,0.04626,0.10594,0.04532,0.00345
chr2,95399603,95400729,0.03806,0.00105,0.04266,0.08119,0.0339,0.02172,0.05726,0.00268,0.01871,0.16043,0.07875,0.03461,0.10507,0.06224,0.02961,0.00113,0.11795,0.10283,0.21194,0.12768,0.00016
chr2,95400729,95402602,0.06245,0.00067,0.06557,0.16134,0.02524,0.00755,0.11042,0.00451,0.05873,0.18792,0.06024,0.06989,0.21204,0.02057,0.00388,0.0073,0.13404,0.09324,0.2917,0.14051,0.00137
chr2,95402602,95406092,0.11313,0.25314,0.03992,0.00227,0.02976,0.0185,0.53539,0.03707,0.12702,0.21129,0.16115,0.43167,0.36966,0.12622,0.13142,0.02621,0.13096,0.10634,0.0497,0.02872,0.00137
chr2,95407092,95408203,0.06276,0.15349,0.01255,0.00837,0.0023,0.0063,0.41232,0.02692,0.04143,0.10729,0.10786,0.25545,0.28045,0.15596,0.12223,0.00031,0.02936,0.04262,0.02384,0.02993,0.00104
chr2,95425768,95429904,0.22225,0.2979,0.15723,0.04277,0.24372,0.18244,0.00883,0.00142,0.16309,0.00052,0.00045,0.011,0.23186,0.01338,0.00784,0.05845,0.00064,0.00029,0.13648,0.06675,5e-05
chr2,95429904,95436430,0.04325,0.20569,0.01049,0.00038,0.15448,0.09388,0.10972,0.00414,0.06843,0.04795,0.01252,0.08481,0.2581,0.01882,0.02251,0.00717,0.05078,0.03117,0.18526,0.07778,0.00249
chr2,95438308,95439747,0.07213,0.02317,0.00307,0.01279,0.01255,0.00531,0.01991,0.02391,0.2286,0.03782,0.04663,0.00431,0.09544,0.00284,0.0085,0.01823,0.00096,0.0,0.06612,0.03663,0.00203
chr2,95447929,95454859,0.02401,0.05984,1e-05,9e-05,0.00412,0.03909,0.21271,0.02528,0.04019,0.06057,0.08335,0.06675,0.07156,0.04369,0.00011,0.00016,0.00497,0.04339,0.00331,0.0298,0.02289
chr2,95454859,95459942,0.2042,0.02065,0.06617,0.03118,7e-05,0.00741,0.15195,0.07143,0.14101,0.21823,0.1067,0.01205,0.00155,0.02342,0.00278,0.00482,0.07061,0.02652,0.03478,0.00696,0.0087
chr2,95459942,95461054,0.2661,0.02534,0.02569,0.15236,0.0,0.01462,0.18133,0.13433,0.02884,0.20064,0.09148,5e-05,0.07175,0.01849,8e-05,0.05479,0.02009,0.00026,0.1146,0.04069,0.01229
chr2,95478150,95480082,0.0091,0.13878,0.0135,0.01732,0.02464,0.01342,0.27193,7e-05,0.00112,0.07795,0.0342,0.26395,0.34812,0.09726,0.0517,0.00055,0.09128,0.05422,0.11417,0.04981,0.0004
chr2,96017897,96019618,0.12554,0.22062,0.03158,0.00095,0.13945,0.20949,0.06,0.04063,0.20152,0.00212,0.01424,0.1049,0.37071,0.05921,0.00097,0.02425,0.03959,0.10127,0.17787,0.19503,0.0302
chr2,96019618,96021701,0.03836,0.37967,0.01691,0.0154,0.08525,0.06829,0.26902,0.00596,0.00892,0.00878,0.00437,0.29963,0.35691,0.17476,0.13938,3e-05,0.03149,0.02357,0.03352,0.01995,0.00019
chr2,96021701,96022701,0.04053,0.17866,0.0767,0.12066,0.13936,0.20325,0.09956,0.00502,0.04087,0.0361,0.06623,0.02815,7e-05,0.01592,0.00244,0.01542,0.00759,0.04059,0.00516,0.00193,0.0198
chr2,96024701,96025701,0.00257,0.14711,0.00748,0.00352,0.06042,0.06877,0.20801,0.00167,8e-05,0.0465,0.04069,0.04301,0.19485,0.03792,0.01467,0.00136,0.01141,0.01747,0.04452,0.04088,0.00085
chr2,96032731,96033901,0.00597,0.17343,0.0056,0.00028,0.07705,0.04726,0.10578,0.02135,0.00864,0.03004,0.01236,0.24691,0.18925,0.02822,0.03672,0.00275,0.1293,0.08711,0.07888,0.04268,0.00266
chr2,96035268,96036268,0.00837,0.17254,0.02692,0.01456,0.01156,0.04058,0.21337,0.00374,0.03381,0.03363,0.05569,0.25297,0.05813,0.10409,0.03815,0.05707,0.06492,0.11056,0.00111,0.00288,0.01071
chr2,96049723,96053574,0.25454,0.20818,0.30011,0.07444,0.17773,0.10723,0.01594,0.01866,0.03469,0.06726,0.03236,0.05021,0.01291,0.01616,0.01237,0.07134,0.10564,0.09763,0.00165,7e-05,0.00113
chr2,96053574,96057778,0.3175,0.37259,0.38265,0.12222,0.30118,0.18065,0.00991,0.0212,0.04941,0.02272,0.01188,0.00627,0.07939,0.0561,0.0307,0.09307,0.07332,0.06023,0.01899,0.00488,0.00135
chr2,96081209,96082309,0.00039,0.15861,0.01824,0.01118,0.00219,0.0,0.11104,0.01588,0.01297,0.00378,0.00025,0.18439,0.24512,0.22442,0.09117,0.00221,0.01151,0.01297,0.00582,0.00471,0.00097
chr2,96176755,96178958,0.01088,0.09255,3e-05,0.02651,7e-05,0.0031,0.18167,0.00951,0.00352,0.00953,0.01863,0.09259,0.22867,0.09942,0.04545,0.02415,1e-05,0.00379,0.02446,0.03609,0.00394
chr2,96187540,96189197,0.05628,0.01936,0.00057,0.05411,0.00616,0.0102,0.14766,0.06649,0.23036,0.10054,0.09921,0.01333,0.01544,0.00446,0.00153,0.04372,0.00297,0.00607,0.03027,0.01696,0.00053
chr2,96190197,96192669,0.02419,0.13582,0.00296,0.03377,0.00108,0.00024,0.26401,0.01124,0.00079,0.01664,0.01526,0.1737,0.29321,0.16125,0.07863,0.0178,0.00046,0.00373,0.02467,0.02122,0.00176
chr2,96206540,96208218,0.0501,0.05644,0.00405,0.00348,0.0,0.02337,0.22514,0.02577,0.087,0.05179,0.11888,0.08308,0.03774,0.05731,0.00757,0.01367,0.0042,0.04693,0.00341,0.00693,0.02262
chr2,96232678,96234596,0.0228,0.01835,0.02053,0.1122,0.01864,0.04913,0.08745,0.00024,0.03918,0.00051,0.00349,0.07181,0.22917,0.07132,0.10391,0.0396,5e-05,0.0073,0.04458,0.01157,0.00817
chr2,96691939,96693182,0.02285,0.09255,0.00029,2e-05,0.00033,0.00271,0.22228,0.02699,0.02718,0.02897,0.00787,0.08098,0.10123,0.0849,0.09905,0.00014,0.0,0.00477,0.00018,0.00251,0.00472
chr2,97519196,97522467,0.1522,0.06892,0.00049,0.01468,0.03374,0.00462,0.43394,0.07323,0.09566,0.3127,0.03379,0.04673,0.15571,0.00832,0.04979,0.0051,0.02716,0.00199,0.09124,0.00033,0.03602
chr2,97531216,97532776,0.11914,0.10608,0.07843,0.00638,0.0705,0.21755,0.00262,0.00012,0.20647,0.01244,0.01125,0.00043,0.17824,0.00496,0.02529,0.09939,0.00535,0.01042,0.11587,0.25868,0.05187
chr2,97532776,97533776,0.02922,2e-05,0.00503,0.04554,0.10573,0.08531,0.07104,0.05508,0.00718,0.29916,0.22229,0.0053,0.0787,0.14233,0.09882,0.07415,0.063,0.0461,0.28961,0.23825,0.00427
chr2,97533776,97535258,0.11039,0.00937,0.00226,0.08321,0.03899,0.03334,0.07925,0.04193,0.00112,0.25313,0.18354,0.00083,0.04899,0.08569,0.06568,0.03328,0.04157,0.0414,0.20524,0.16144,6e-05
chr2,97647259,97653683,0.32589,0.15729,0.25123,0.0622,0.00118,0.07456,0.0696,0.016,0.13762,0.36177,0.03987,0.01739,0.0198,0.16509,0.00122,0.06397,0.25636,0.0207,0.0602,0.0041,0.06562
chr2,97653683,97654852,0.3369,0.10152,0.24938,0.05791,0.00144,0.06981,0.14903,0.02193,0.18352,0.32515,0.06405,0.05291,0.00537,0.08479,5e-05,0.07831,0.22703,0.03398,0.0449,0.00321,0.05517
chr2,97654852,97655852,0.33177,0.0732,0.26757,0.07427,0.02073,0.10558,0.16177,0.03284,0.18368,0.27608,0.0436,0.07261,1e-05,0.02373,0.00909,0.07779,0.18576,0.01375,0.02428,0.009,0.0511
chr2,97655852,97657049,0.34456,0.1044,0.27485,0.10741,0.00756,0.10883,0.12402,0.01701,0.12008,0.3602,0.04132,0.05166,0.00014,0.07935,0.00261,0.04487,0.25114,0.0199,0.08473,0.0016,0.07833
chr2,97658146,97660225,0.20768,0.05653,0.18167,0.01178,0.00778,0.08816,0.0629,0.00461,0.16735,0.17503,0.02165,0.03465,0.01977,0.02882,0.00401,0.10631,0.13624,0.01258,0.00077,0.03304,0.0522
chr2,97660225,97661225,0.30444,0.064,0.26156,0.07493,0.01998,0.10324,0.14124,0.01858,0.14071,0.2529,0.03446,0.07617,0.00047,0.0195,0.01011,0.06661,0.18484,0.01509,0.02713,0.00662,0.0501
chr2,97661225,97662414,0.35798,0.11564,0.29321,0.10661,0.04708,0.13968,0.1166,0.02836,0.13129,0.25015,0.03186,0.04383,0.00018,0.0281,0.00644,0.04928,0.15819,0.00759,0.02365,0.00761,0.051
chr2,97662414,97664399,0.21606,0.07749,0.20193,0.03096,0.00482,0.09143,0.06248,0.00254,0.14456,0.18906,0.04198,0.03648,0.01454,0.05065,0.00018,0.09109,0.16371,0.03407,0.0133,0.01489,0.05856
chr2,97664399,97666193,0.23889,0.02426,0.17668,0.01813,0.005,0.02524,0.16568,0.02485,0.1788,0.27771,0.11649,0.07859,0.00034,0.01243,0.0,0.08463,0.17206,0.07445,0.00796,0.00033,0.01119
chr2,97666193,97667652,0.36455,0.15037,0.18895,0.06945,0.04021,0.04606,0.10073,0.11443,0.22427,0.38317,0.12482,1e-05,0.02367,0.08766,0.02033,0.02934,0.11142,0.02905,0.01705,0.00042,0.00545
chr2,97667652,97669218,0.30023,0.17896,0.21226,0.05223,0.03959,0.0473,0.04683,0.03754,0.13426,0.19936,0.07324,0.00048,0.03693,0.07629,0.02068,0.04566,0.09525,0.03276,0.00375,0.0001,0.00415
chr2,99944327,99947311,0.36026,0.01203,1e-05,0.01746,0.00087,0.0,0.33246,0.34404,0.50844,0.38962,0.31061,0.01224,0.05995,0.01941,0.01122,0.01581,0.00066,0.0,0.01114,0.01509,0.00078
chr2,100779251,100780251,0.08721,0.0278,0.00191,0.12199,0.00399,0.00343,0.22228,0.06238,0.0029,0.129,0.04003,0.04138,0.26784,0.01194,0.0363,0.0923,0.01124,0.00034,0.16978,0.06262,0.01295
chr2,101277576,101279413,0.02433,0.09768,1e-05,0.00076,0.01335,0.10028,0.22827,0.02437,0.01934,0.0704,0.17482,0.09333,0.12404,0.04288,1e-05,0.00092,0.01253,0.09969,0.01957,0.10007,0.04194
chr2,108963178,108965570,0.00415,0.19203,0.02156,0.00817,0.00705,0.00161,0.21271,0.01991,0.02516,0.01934,0.00017,0.00628,0.1233,0.13444,0.17247,0.00868,0.01211,0.03115,7e-05,0.01107,0.01206
chr2,109201091,109204513,1e-05,0.26734,0.0205,0.00055,0.0337,0.00358,0.38554,0.01415,0.00062,0.04174,0.00242,0.00929,0.27448,0.18477,0.07466,0.01308,0.00445,0.02641,0.02492,0.00351,0.01888
chr2,109212528,109214054,6e-05,0.18255,0.00792,0.00115,0.00252,0.04476,0.16932,0.00495,0.00189,0.00157,0.03016,0.00643,0.2021,0.13487,0.16104,0.0074,0.00475,0.04525,0.00627,0.02686,0.05304
chr2,110129655,110132519,0.35655,0.01936,0.21423,0.17858,0.00541,0.01098,0.21977,0.01651,0.0701,0.2937,0.19896,0.10417,0.07246,0.03023,0.00071,0.0096,0.2055,0.13595,0.15533,0.07227,0.02389
chr2,111101401,111103085,0.0651,0.04225,0.00488,0.05011,0.0048,0.00913,0.00479,0.09653,0.24567,0.03889,0.02143,0.07181,0.19044,0.01991,0.01022,0.02435,0.01914,0.02705,0.0851,0.08116,0.00079
chr2,112124970,112128173,0.03417,0.23164,0.01072,0.0283,0.04259,0.01589,0.11716,0.00551,0.00024,0.00295,0.00024,0.18968,0.13043,0.10439,0.15739,0.00354,0.01741,0.00286,0.00482,1e-05,0.00588
chr2,112300315,112302968,0.01467,0.19194,0.00016,0.00346,0.00318,0.01102,0.09753,0.01766,0.03346,0.00426,0.04902,0.20281,0.20757,0.15055,0.28247,0.00217,0.00479,0.00853,0.01192,0.0014,0.02595
chr2,113721377,113724618,0.02285,0.04927,0.03221,0.09945,7e-05,0.02852,0.14764,0.08391,0.24149,0.02105,0.07683,0.00044,0.01418,0.05384,0.00195,0.01156,0.03455,0.00049,0.10706,0.01734,0.03063
chr2,113752352,113755172,0.01159,0.20693,0.00068,0.0066,0.00642,0.01012,0.30101,0.01633,0.00104,0.03239,0.02161,0.18259,0.28068,0.14648,0.05812,0.0107,0.00291,0.0069,0.02443,0.01866,0.00162
chr2,113774144,113775144,0.10706,0.04562,0.00433,0.00865,0.00148,7e-05,0.30101,0.0705,0.072,0.1337,0.07687,0.07451,0.09839,0.03184,0.04063,0.00088,0.0108,0.00307,0.01717,0.00571,0.00204
chr2,115120889,115122048,0.14703,0.00232,0.03729,0.03422,0.0093,0.00915,0.14376,0.27021,0.08136,0.19812,0.06541,0.05455,0.02174,0.01974,0.00206,0.12817,0.00842,0.07817,0.0722,0.00587,0.03366
chr2,115122048,115123998,0.17639,0.02656,0.00749,0.05617,0.0031,0.01873,0.09705,0.2298,0.05749,0.2217,0.03849,0.05854,0.00719,0.04667,4e-05,0.09605,0.00093,0.04517,0.08313,0.00457,0.0328
chr2,115892789,115894167,0.00116,0.09562,0.04854,0.00296,0.0237,0.0024,0.07319,0.06634,0.0087,0.0361,0.00022,0.26531,0.12803,0.20712,0.04757,0.02788,0.00479,0.05095,0.00971,0.00714,0.02946
chr2,116168350,116169804,0.57956,0.10761,0.0,0.0283,0.0,0.02139,0.32404,0.58675,0.52302,0.57332,0.52183,0.11111,0.10315,0.10468,0.04903,0.0292,0.0,0.02264,0.02754,0.03529,0.02039
chr2,116169804,116171156,0.55521,0.04602,0.0,0.0283,0.0,0.01589,0.37315,0.5625,0.48301,0.54889,0.43707,0.04762,0.05759,0.04468,0.00417,0.0292,0.0,0.01683,0.02754,0.03226,0.01515
chr2,116362208,116364978,0.41767,0.04817,0.0028,0.0063,0.02119,0.12065,0.20188,0.40538,0.46686,0.32209,0.08746,0.06178,0.07285,0.00948,0.01617,0.00057,0.0347,0.14316,0.04469,0.12297,0.05589
chr2,116364978,116366101,0.41767,0.04817,0.0028,0.0063,0.02119,0.12065,0.20188,0.40538,0.46686,0.32209,0.08746,0.06178,0.07285,0.00948,0.01617,0.00057,0.0347,0.14316,0.04469,0.12297,0.05589
chr2,116366101,116367101,0.41767,0.04817,0.0028,0.0063,0.02119,0.11316,0.20188,0.40538,0.46686,0.32209,0.0901,0.06178,0.07285,0.00948,0.01394,0.00057,0.0347,0.13533,0.04469,0.11602,0.0509
chr2,116367101,116368470,0.41767,0.04817,0.00113,0.0063,0.02119,0.11316,0.20188,0.39371,0.46686,0.32209,0.0901,0.05451,0.07285,0.00948,0.01394,0.00172,0.02823,0.12579,0.04469,0.11602,0.0509
chr2,116368470,116369706,0.30654,0.00949,0.00035,0.00577,0.00022,0.04909,0.22827,0.32111,0.33374,0.25496,0.08474,0.01333,0.02606,0.00554,0.01557,0.00361,0.00101,0.05804,0.00658,0.05749,0.03861
chr2,116910823,116924312,0.07122,0.0521,0.01188,0.02863,0.00257,1e-05,0.24889,0.02469,0.01086,0.04796,0.05803,0.09491,0.16255,0.07447,0.03949,0.00364,0.00345,0.01118,0.01439,0.0234,0.00215
chr2,117028146,117037743,0.00152,0.11805,0.01735,0.00189,0.04617,0.00738,0.15268,0.00715,0.00748,0.05895,0.0115,0.21333,0.09689,0.01991,0.05533,0.02891,0.11669,0.04468,0.02749,0.00144,0.01454
chr2,117211281,117218295,0.03962,0.12905,0.01107,0.00855,0.0,0.00106,0.33831,0.00951,0.01322,0.04025,0.04278,0.1883,0.22901,0.13373,0.08272,8e-05,0.01085,0.01862,0.00859,0.01284,0.00108
chr2,117451779,117452927,0.22373,0.22528,0.06618,0.0012,0.0409,0.02419,0.40905,0.13015,0.20562,0.29234,0.27784,0.40045,0.33425,0.07658,0.09022,0.05479,0.17489,0.14724,0.05732,0.03062,0.00218
chr2,117452927,117453927,0.12641,0.26964,0.05721,0.00524,0.03838,0.01861,0.55107,0.03021,0.12199,0.22361,0.15667,0.46348,0.39962,0.10662,0.11989,0.03097,0.16262,0.11965,0.06723,0.03346,0.003
chr2,117453927,117455077,0.11833,0.26944,0.05262,0.00238,0.04316,0.02082,0.5482,0.02972,0.12912,0.23036,0.15565,0.46339,0.3759,0.10755,0.12049,0.0362,0.16942,0.12057,0.06425,0.02969,0.00335
chr2,117455077,117456221,0.12793,0.27571,0.02714,0.0016,0.02006,0.02454,0.52364,0.0616,0.12941,0.15608,0.17192,0.41413,0.36079,0.09977,0.11589,0.01578,0.07506,0.09266,0.02729,0.03055,0.0
chr2,117456221,117457221,0.0238,0.19126,0.07305,0.00047,0.06226,0.02363,0.23912,0.00899,0.02115,0.11492,0.06451,0.2917,0.24685,0.04547,0.07562,0.0572,0.19031,0.14984,0.07531,0.02584,0.00847
chr2,117457221,117472065,0.14483,0.20432,0.07548,0.00505,0.01784,0.01196,0.52651,0.03507,0.14752,0.21544,0.17692,0.45193,0.34707,0.10345,0.10421,0.04884,0.15184,0.13467,0.04169,0.02716,0.00063
chr2,120646026,120647521,0.27558,0.11716,0.18024,0.09762,0.00352,0.01103,0.54779,0.06398,0.11725,0.19913,0.15889,0.46969,0.40555,0.12836,0.14404,0.01279,0.11161,0.08751,0.05122,0.03081,0.00173
chr2,120647521,120648521,0.08084,0.20702,0.01705,0.01943,0.01205,0.00221,0.43509,0.03378,0.03318,0.11267,0.04999,0.31338,0.33864,0.09866,0.08295,0.00028,0.05067,0.0209,0.04919,0.01729,0.00185
chr2,120648521,120649521,0.10501,0.27906,0.05873,0.00377,0.06123,0.02452,0.54359,0.01633,0.094,0.24495,0.14803,0.47238,0.36964,0.0934,0.11767,0.03301,0.20658,0.13437,0.08828,0.03631,0.00674
chr2,120649521,120650895,0.10422,0.27073,0.03948,0.00165,0.03957,0.02532,0.51493,0.03582,0.10766,0.2106,0.15301,0.45508,0.35041,0.12047,0.11824,0.02631,0.14835,0.1144,0.05551,0.03185,0.00117
chr2,120650895,120651895,0.01159,0.23591,0.01766,0.0002,0.01335,0.00447,0.36491,0.00026,0.01682,0.04737,0.02163,0.3404,0.25111,0.15994,0.13659,0.01991,0.06061,0.03646,0.00959,0.00221,0.00163
chr2,121727134,121735262,0.14086,0.13791,0.12072,0.20291,0.06267,0.06344,0.00237,0.00949,0.02738,0.03422,0.02334,0.00366,0.03549,0.02469,0.0183,0.04056,0.01072,0.00939,0.07846,0.05199,0.0
chr2,123041854,123043238,0.16478,0.37539,0.42223,0.2351,0.19208,0.3287,0.06459,0.10169,0.00913,0.00468,0.06445,0.00779,0.02685,0.03442,0.00207,0.05818,0.07575,0.00152,0.00052,0.03435,0.05122
chr2,123155714,123160653,0.03293,0.07521,0.21078,0.17745,0.09306,0.01306,0.01401,0.09391,0.06936,0.0197,0.00156,0.04848,0.01491,0.00048,0.02314,0.0142,0.04681,0.14993,0.01036,0.07529,0.03517
chr2,124631073,124632725,0.0077,0.00173,0.03773,0.15146,0.0026,0.01307,0.01798,0.00915,0.09529,0.00154,0.03224,0.04975,0.18911,0.00832,0.00477,0.03913,0.02079,0.09053,0.11751,0.20828,0.02603
chr2,125110641,125117438,0.30943,0.02266,0.01072,0.0283,0.01383,0.0052,0.20801,0.25485,0.19108,0.24065,0.28656,0.0019,0.00027,0.00094,0.00526,0.00354,0.00018,0.00093,0.00218,0.00767,0.00189
chr2,125246731,125252908,0.03571,0.03735,0.00057,0.01943,0.08428,0.0066,0.15504,0.04412,0.0029,0.24065,0.06234,0.02871,0.11634,0.01258,0.01134,0.02609,0.07066,0.00338,0.19304,0.04264,0.03834
chr2,125406754,125407754,0.00152,0.09417,0.03339,0.0312,2e-05,0.001,0.12373,0.01801,0.02174,0.00192,0.00374,0.22588,0.23536,0.09292,0.06312,3e-05,0.0351,0.04217,0.03352,0.03328,0.00072
chr2,126248144,126249504,0.05131,0.23342,0.09663,0.11928,0.1713,0.1855,0.56736,0.01026,0.18467,0.13972,0.09352,0.29318,0.30969,0.07761,0.10631,0.04192,0.07866,0.05658,0.0128,0.00211,0.00364
chr2,128298541,128299541,0.15907,0.00618,0.03411,0.0918,0.1168,0.07879,0.25397,0.07143,0.04242,0.02871,0.03092,0.06779,0.15746,0.18275,0.11965,0.02109,0.02941,0.00972,0.0002,0.00283,0.0053
chr2,128512928,128519571,0.02013,0.01974,0.01514,0.05803,0.00026,0.09802,0.07579,0.0535,0.02738,0.02478,0.03944,0.00027,0.13867,0.01559,0.20228,0.09864,0.01142,0.16529,0.06603,0.0,0.10884
chr2,130352367,130353367,0.07253,0.03106,0.03823,0.00514,0.01425,0.01262,0.00962,0.21205,0.04052,0.02292,0.018,0.13333,0.01054,0.00325,0.00264,0.0756,0.09104,0.07136,0.00199,0.0016,0.0
chr2,130410584,130411584,0.24472,0.08107,0.24693,0.26789,0.21723,0.07,0.0363,0.00312,0.01505,0.0,0.01774,0.05055,0.07303,0.03228,0.00021,0.00379,0.00333,0.0412,0.0134,0.04922,0.02262
chr2,130411584,130412584,0.21205,0.08327,0.25697,0.33471,0.26885,0.06899,0.02325,0.0115,0.04827,0.00272,0.01133,0.05723,0.10846,0.04244,0.00014,0.00905,0.00543,0.04887,0.0331,0.07282,0.02833
chr2,130480401,130481401,0.06881,0.00361,0.15697,0.00572,0.00309,0.00239,0.08704,0.02362,0.04772,0.06585,0.10391,0.15737,0.00081,2e-05,0.01382,0.10796,0.15122,0.22746,0.00091,0.01621,0.0132
chr2,130481401,130494838,0.21385,0.01472,0.14328,0.15446,0.03181,0.00103,0.23348,0.01996,0.01482,0.16606,0.13676,0.09172,0.13575,0.00408,0.00536,0.00163,0.06602,0.10672,0.09146,0.09899,0.01624
chr2,130494838,130495838,0.20366,0.01958,0.12392,0.16132,0.03241,2e-05,0.21245,0.02376,0.00847,0.14756,0.12791,0.06579,0.13775,0.00217,0.0117,0.00649,0.04796,0.09663,0.09467,0.10465,0.02211
chr2,130511873,130513835,0.05791,0.00023,0.0048,0.00748,0.08258,0.04795,0.06905,0.03526,0.01781,0.25663,0.09906,0.0029,0.00969,0.06908,0.03464,0.01244,0.01248,0.01346,0.11075,0.05596,0.00036
chr2,130513835,130514835,0.05875,0.01483,0.00337,0.03711,0.05721,0.03508,0.02186,0.04184,0.00045,0.25984,0.09881,0.0188,0.00888,0.14038,0.06597,0.03436,0.01218,0.01144,0.16851,0.08658,9e-05
chr2,130516310,130517680,0.08509,0.00552,0.00362,0.01158,0.04073,0.02798,0.14293,0.01561,0.02472,0.21241,0.09084,0.0103,0.02952,0.01629,0.011,0.00044,0.03648,0.03638,0.07499,0.04241,0.0008
chr2,130517680,130518680,0.09928,0.00938,0.00056,0.007,0.08238,0.04234,0.1642,0.0434,0.104,0.2749,0.11239,0.00172,2e-05,0.03486,0.01539,0.00162,0.03193,0.02465,0.0224,0.01153,0.0
chr2,130518680,130521516,0.14595,0.00053,9e-05,0.00462,0.05189,0.00625,0.16307,0.05378,0.10761,0.30363,0.10481,3e-05,0.00253,0.06467,0.00787,0.00124,0.0267,0.00535,0.07655,0.01333,0.00993
chr2,130521516,130529715,0.08484,0.00186,4e-05,3e-05,0.04257,0.0289,0.08394,0.02282,0.08701,0.23257,0.1266,0.00033,0.00131,0.06605,0.03699,0.0,0.01636,0.01628,0.04069,0.02303,2e-05
chr2,130529715,130532620,0.10044,0.00021,0.00218,0.00863,0.06706,0.01733,0.10942,0.04444,0.05573,0.29894,0.09458,0.00264,0.00672,0.07379,0.01672,0.00905,0.0134,0.00347,0.11022,0.03083,0.00432
chr2,130534306,130535450,0.06341,0.00291,0.00727,0.0422,0.05513,0.02305,0.05643,0.06319,0.00036,0.27221,0.08531,0.01476,0.02911,0.09074,0.03189,0.05265,0.00901,0.00357,0.18235,0.07599,0.00069
chr2,130538837,130540774,0.06738,0.00499,0.0077,0.01002,0.09946,0.01909,0.11663,0.06449,0.10664,0.25722,0.06073,0.00083,0.00146,0.05961,0.00663,1e-05,0.03013,0.00369,0.03322,0.00257,0.00706
chr2,130540774,130542941,0.09163,0.00364,0.00336,0.00386,0.03898,0.01353,0.07189,0.061,0.05292,0.23248,0.07157,0.00908,6e-05,0.06525,0.02011,0.00878,0.00717,0.003,0.05669,0.01857,0.00031
chr2,130542941,130544450,0.12244,0.00158,0.00029,0.0357,0.06006,0.00237,0.12614,0.03619,0.01116,0.23326,0.03608,0.00163,0.0411,0.03455,0.00051,0.01268,0.03372,0.00311,0.1221,0.01885,0.00827
chr2,130544450,130545892,0.11877,0.00049,0.00195,0.03126,0.02578,0.00018,0.10251,0.08612,0.02533,0.22235,0.04758,0.00333,0.02251,0.02923,0.00071,0.03129,0.00764,0.00055,0.0961,0.01634,0.01005
chr2,130548715,130550724,0.08511,0.00085,0.00072,0.01049,0.0568,0.01786,0.08331,0.04776,0.02924,0.24376,0.08513,0.00209,0.00614,0.06918,0.01984,0.00961,0.02367,0.00879,0.09297,0.03327,0.0025
chr2,130550724,130552226,0.08453,0.00157,0.00073,0.00652,0.0528,0.02963,0.09067,0.04841,0.02982,0.2277,0.09469,0.00284,0.00268,0.07448,0.03297,0.00694,0.02218,0.01738,0.07095,0.03756,2e-05
chr2,130586323,130587423,0.05628,0.06355,0.01606,0.09539,0.00616,0.00688,0.24889,0.01245,0.00512,0.10054,0.01846,0.11905,0.30332,0.03691,0.07675,0.03319,0.04042,0.00156,0.14949,0.04142,0.02317
