,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia
1174,4,98171426,98187805,0.00922,0.00995,0.05481,-0.01448,0.00615,0.11065,,0.09628,0.0,,0.12936,0.10041,-0.0,,0.1366,0.01962,0.07526,-0.0071,0.0,0.0503,0.09509
1175,4,98351912,98360406,-0.00835,0.02977,-0.00854,0.01178,0.03281,-0.00379,0.04174,-0.01527,0.02141,0.05051,-0.0113,0.05033,-0.0154,-0.00999,0.06163,0.02919,0.06816,-0.0143,-0.01355,0.03501,0.06707
1176,4,98686511,98698475,-0.0,0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,
1177,4,100590218,100600210,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1178,4,101959997,101961894,0.00751,-0.00831,0.00583,-0.01173,0.00501,-0.00683,0.01119,,0.0,,0.0,0.00909,-0.01432,0.00799,-0.00683,0.0,,0.0,0.0,-0.0147,-0.0
1179,4,103778521,103785647,0.01309,0.01412,-0.00972,0.00933,0.00874,-0.00294,,0.02343,,,-0.0,0.02452,,,-0.0,0.01883,0.018,-0.00162,,0.0,-0.0
1180,4,105051977,105059219,0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,,,,,,,,,,,,,,,
1181,4,107055625,107063577,0.00423,0.10105,-0.00999,0.00372,-0.00219,0.01033,0.22097,0.00198,-0.01667,0.03238,0.05945,0.10755,0.21681,0.04868,0.04387,0.0031,-0.01232,0.00063,0.03662,0.05758,-0.01515
1182,4,107373874,107375682,0.0,-0.0,-0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
1183,4,111154668,111164592,,,,,,0.04253,,,,,0.0321,,,,0.03411,,,0.02608,,0.02424,0.02291
1184,4,112236493,112243282,-0.00397,0.09195,0.03834,0.05328,0.01269,0.09648,0.07217,0.02012,0.04115,-0.00438,0.07647,-0.00351,-0.01513,0.02293,-0.01135,-0.01453,-0.0136,-0.00181,0.00354,-0.01471,0.02624
1185,4,112297183,112309888,0.00472,0.03959,0.00366,0.00336,0.00314,0.00524,0.05888,,,,,0.04829,0.045,0.04263,0.06367,,,,,,
1186,4,112675353,112681978,0.0,0.01119,-0.0,-0.0,-0.0,0.0,0.02267,,,,,0.01847,0.01717,0.01624,0.02459,,,,,,
1187,4,114139917,114141907,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1188,4,115172502,115185798,-0.00797,-0.00802,-0.00935,-0.00174,0.10013,-0.00783,-0.0077,-0.0149,0.00397,0.09295,-0.00731,-0.01086,-0.00935,0.13922,-0.01136,-0.00043,0.13226,-0.0103,0.21898,-0.00916,0.13484
1189,4,115507185,115517755,0.00087,0.00838,0.01858,0.01469,-0.00745,-0.00493,0.04213,0.06515,-0.00848,0.01146,0.01509,-0.01177,0.06858,-0.01108,-0.00591,0.10318,-0.00561,0.00135,0.04406,0.03816,-0.01505
1190,4,115926106,115932382,0.01321,-0.00513,0.01514,-0.00677,0.01189,-0.00641,-0.00343,0.08748,0.0324,0.0818,0.02906,0.03806,0.00129,0.03377,0.00022,-0.01024,-0.02128,0.00339,-0.01255,-0.01458,0.00094
1191,4,116166896,116180464,-0.00834,-0.00763,0.0212,-0.00469,0.04743,0.05426,-0.0124,0.01371,-0.01304,0.05179,0.04606,0.01463,-0.01214,0.05202,0.04793,-0.00375,0.0,-0.01349,0.04448,0.02345,-0.0
1192,4,117366767,117369910,0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,,,,,,,,,,,,,,,
1193,4,119115861,119130413,-0.00103,-0.00482,0.0125,0.01825,-0.00301,0.017,-0.01141,0.04777,0.05795,0.01714,0.05362,0.03583,0.04525,0.00872,0.04133,-0.01921,-0.01758,-0.01405,-0.01358,-0.01289,-0.01377
1194,4,119243081,119248666,0.00971,0.01048,-0.00979,0.00692,0.00648,0.01077,,0.0,,,,0.0,,,,-0.0,0.0,-0.0,,,
1195,4,120578487,120581100,0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1196,4,122282248,122289325,-0.00316,0.01552,-0.00545,0.00676,0.02731,-0.00841,-0.00697,-0.01551,0.02963,0.06333,-0.00621,-0.00893,0.05826,0.093,0.01209,0.03193,0.07692,-0.00917,-0.0,0.00882,0.03941
1197,4,124187217,124195374,0.00794,0.00857,0.00617,0.00566,0.0053,0.00881,,,,,,,,,,,,,,,
1198,4,124208120,124220970,0.00461,0.00498,0.00358,0.00328,0.00307,0.00511,,,,,,,,,,,,,,,
1199,4,128156198,128157614,-0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
1200,4,128208977,128210781,0.00479,0.00517,0.00372,0.00341,0.00319,0.00531,,,,,,,,,,,,,,,
1201,4,128904126,128906313,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1202,4,130065289,130069885,0.04516,-0.00367,-0.00534,0.02294,0.0073,0.0486,0.08459,0.0142,0.16627,-0.01196,-0.01208,0.00682,0.00356,0.03108,0.08698,0.06455,-0.01365,0.01494,0.10602,0.16281,-0.01072
1203,4,130280436,130283409,0.00823,0.19541,0.00639,0.00586,0.00549,0.00912,0.20124,,,,,0.16966,0.15949,0.15203,0.21494,,,,,,
1204,4,132488985,132494329,0.00474,0.12615,0.00368,0.00337,0.00316,0.00526,0.13918,,,,,0.11592,0.10855,0.10318,0.14944,,,,,,
1205,4,132640140,132687427,0.01892,-0.00688,-0.00732,0.03915,0.08799,0.03992,0.023,-0.00121,-0.00945,0.02161,-0.01302,-0.01452,0.08092,0.19523,0.06898,0.02493,0.09964,0.01266,0.02311,-0.01101,0.06226
1206,4,132970712,132973403,-0.0,-0.0,-0.0,0.0,0.0,-0.00847,,,,,-0.0,,,,-0.0,,,0.0,,-0.0,-0.0
1207,4,133174094,133184365,-0.00171,0.03778,0.00176,0.15837,0.04337,-0.00803,0.00578,-0.01456,0.13249,0.01552,-0.00021,-0.00431,0.05168,-0.0132,0.04726,0.11875,0.0032,0.00491,0.02464,0.20999,0.06187
1208,4,134131764,134134614,0.00766,0.00827,0.00595,0.00545,0.00511,0.0085,,,,,,,,,,,,,,,
1209,4,135431194,135437146,-0.00019,0.07112,0.04962,0.1251,0.01737,0.12757,0.01915,0.09921,0.19658,0.05314,0.18988,0.21665,0.31543,0.1539,0.33187,0.05339,-0.00894,0.00552,0.13064,0.00367,0.04768
1210,4,138091208,138101107,-0.0018,-0.00439,0.01808,-0.00944,-0.00789,0.0032,0.01219,-0.00567,-0.01255,-0.01786,0.02807,0.04839,-0.00658,0.00046,-0.00905,0.00646,-0.01005,0.06991,-0.02073,0.00407,0.0133
1211,4,138926714,138933368,-0.0,-0.0,0.0,0.06227,0.0,-0.0,,,0.05652,,,,0.05886,,,0.04891,,,0.04449,0.0597,
1212,4,138957709,138967473,-0.00895,0.0,-0.0,0.0,-0.01056,0.0,-0.0,-0.0,-0.0,-0.01695,0.0,,,0.0,,,-0.0,,-0.0,,0.0
1213,4,140097519,140100955,0.00958,-0.00838,0.00745,-0.00812,-0.00723,-0.00405,0.01118,,0.02756,0.03148,0.0,0.00908,-0.01132,-0.01018,-0.00755,0.02375,0.02736,-0.0,-0.02258,0.00026,0.00271
1214,4,140231202,140243698,0.00352,-0.00931,0.00273,0.00251,0.00235,0.01453,0.0,,,,0.03208,0.0,0.0,0.0,0.00841,,,0.02607,,0.02423,0.0229
1215,4,140649474,140652277,0.0,-0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
1216,4,142230540,142233562,-0.00882,0.02363,0.0026,0.01439,0.19794,-0.00613,0.02269,0.00143,0.01733,0.27927,-0.00914,0.07775,0.10363,0.41345,0.04433,-0.01665,0.19733,-0.0083,0.13389,0.00194,0.21683
1217,4,145424067,145426281,-0.0,-0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1218,4,145957546,145962561,0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1219,4,146438227,146441879,-0.00801,0.1102,0.01426,0.07803,0.04565,0.1185,0.1314,0.01172,0.10938,0.06042,0.14111,0.02905,-0.01525,-0.00952,-0.01123,0.02213,-0.00565,0.03446,-0.01571,-0.01479,-0.0072
1220,4,146652176,146655020,0.0,0.0,0.0,-0.00707,0.0,-0.0,,,0.0,,,,0.0,,,0.0,,,0.0,-0.0,
1221,4,147306371,147312866,0.0,-0.0,0.0,0.0,0.0,-0.00481,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1222,4,151504794,151506142,0.00262,0.00283,0.00204,0.00187,0.00175,0.00291,,,,,,,,,,,,,,,
1223,4,151851857,151857259,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
1224,4,151874192,151887283,-0.0,0.18825,-0.0,0.0,0.0,0.0,0.15288,,,,,0.12767,0.11966,0.11381,0.16396,,,,,,
1225,4,152789215,152795214,0.01064,-0.00314,-0.01029,-0.00852,0.02231,0.00913,0.0332,0.00543,0.01561,-0.01388,0.0617,-0.00994,-0.01421,0.0562,-0.0078,-0.01856,0.02181,0.00245,0.03807,-0.00762,0.095
1226,4,152989738,152994317,0.08654,0.01524,-0.00782,-0.00856,-0.00967,0.00696,0.17679,0.04248,0.0844,0.0754,0.02445,0.03603,-0.00169,0.0001,0.06394,-0.00924,-0.01237,-0.01002,-0.02263,0.00978,0.00569
1227,4,154232352,154235273,0.0,-0.00582,0.0,0.0,0.0,0.0,0.0,,,,,-0.0,-0.0,0.0,-0.0,,,,,,
1228,4,156170970,156172969,0.0,-0.0,-0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
1229,4,156370711,156374772,0.0048,0.00518,0.00372,0.00341,0.0032,0.00532,,,,,,,,,,,,,,,
1230,4,156958825,156974294,-0.00901,0.0,0.00593,-0.0,0.01067,0.00841,0.0,-0.00492,-0.0,-0.00165,-0.0022,0.02453,,0.03274,0.02247,0.01884,-0.02085,-0.01431,0.02597,0.01591,-0.0149
1231,4,161012785,161020809,0.01462,0.01578,-0.008,0.01044,0.00977,-0.00823,,-0.0,,,0.02113,0.0,,,0.02247,0.0,0.0,-0.00889,,0.01592,0.01504
1232,4,161861160,161878774,0.00969,0.01045,0.00512,-0.01011,0.00646,-0.00373,,0.0032,0.0,,0.07918,0.00335,-0.0,,0.08388,-0.00493,0.00245,0.05447,-0.0,-0.01365,0.05733
1233,4,161878774,161885249,0.04686,-0.00163,0.04097,-0.00721,0.11294,0.12926,0.09209,-0.01556,0.06914,0.00813,0.00366,0.09038,-0.01444,0.20153,0.20021,0.07515,0.00483,-0.00052,0.20284,0.16695,-0.01374
1234,4,161885249,161932745,0.01942,-0.0021,0.01229,0.01388,0.013,-0.00678,0.0,0.0032,,,0.07921,-0.00285,0.0,0.0,0.00124,0.00256,0.00245,0.05446,,0.06054,0.05735
1235,4,162052732,162055134,-0.00235,0.01044,0.00752,0.00689,0.00645,0.01073,0.02803,0.02184,0.02038,0.01933,0.02859,,,,,,,,,,
1236,4,162273456,162278919,-0.0,-0.0,0.0,-0.0,-0.0,0.00962,,,,,0.02114,,,,0.02247,,,0.01714,,0.01592,0.01504
1237,4,162447550,162451928,-0.00747,0.02287,-0.00239,-0.00356,0.01595,0.00064,0.03871,-0.01245,0.00187,0.00384,-0.00878,0.06138,-0.00949,0.10994,0.0635,0.01735,-0.01306,-0.01398,0.05713,0.01784,-0.00767
1238,4,163131304,163134519,0.0,0.0,0.0,0.0,0.0,-0.00454,,,,,-0.0,,,,-0.0,,,0.0,,-0.0,-0.0
1239,4,165202891,165207215,0.00305,0.0004,0.0865,0.00613,0.20225,0.05381,-0.01212,0.02579,-0.01583,0.1157,0.0073,0.03281,-0.01361,0.12608,0.01239,0.00786,0.00848,-0.01056,0.08552,-0.00428,0.03363
1240,4,166001530,166006888,-6e-05,0.09155,-0.01319,-0.00228,-0.00643,0.00483,0.02906,-0.00612,-0.0158,0.00378,0.02752,0.06036,0.02272,0.07459,0.13501,-0.00911,-0.01803,-0.01039,0.00289,0.03258,-0.0074
1241,4,166494170,166499614,0.00387,0.00418,0.003,-0.0126,0.00258,-0.00861,,,0.0,,0.0,,0.0,,0.0,-0.0,,0.0,-0.0,-0.01455,-0.0
1242,4,169618770,169621382,,,,-0.0,,0.0,,,-0.0,,-0.0,,0.0,,-0.0,-0.0,,0.0,0.0,-0.0147,-0.0
1243,4,170947126,170949288,,,,-0.0,,-0.0,,,0.0,,0.0,,-0.0,,-0.0,0.0,,-0.0,-0.0,-0.0147,-0.0
1244,4,171267700,171274644,0.0028,0.07885,0.01102,0.01011,0.00947,0.0157,0.02265,0.04114,0.03845,0.03649,0.05354,0.10357,0.0969,0.09205,0.13407,,,,,,
1245,4,171467569,171480017,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1246,4,172374295,172379672,-0.0055,0.28725,0.08764,0.07701,0.03289,0.01661,0.22735,0.151,0.13682,0.07073,0.0382,0.44048,0.41893,0.35986,0.37797,-0.01873,0.09032,0.0419,0.06994,0.03452,-0.00345
1247,4,172638392,172652919,0.07572,0.01895,0.00192,0.00176,0.00164,-0.00905,0.00386,0.07226,0.06767,0.06433,0.05929,0.02811,0.02616,0.02475,0.01135,,,0.0,,-0.0,0.0
1248,4,172867289,172869014,-0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
1249,4,172987856,172994747,-0.00284,-0.00275,0.01432,0.16821,0.00803,0.04599,0.01319,-0.00813,0.13205,0.03536,0.01045,0.04583,0.26563,-0.00846,0.08448,0.08811,0.08922,-0.00987,0.38329,0.04552,0.11305
1250,4,173424805,173436609,0.02601,0.09915,-0.0034,0.04304,0.04195,0.06511,0.2007,0.00131,0.04059,0.04468,0.04866,0.11698,0.19564,0.1888,0.25863,0.04694,0.04821,0.05909,-0.01588,-0.00922,-0.00761
1251,4,176428410,176433249,0.00971,-0.00508,0.00755,0.00692,0.00648,0.01077,0.0,,,,,-0.0,0.0,0.0,-0.0,,,,,,
1252,4,176649740,176654793,0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1253,4,178054502,178066611,0.0,0.03939,0.0,-0.0,0.0,0.0,0.03444,,,,,0.02811,0.02616,0.02475,0.03731,,,,,,
1254,4,178451080,178452452,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1255,4,178498196,178500362,0.00303,0.00328,0.00235,0.00216,0.00202,0.00337,,,,,,,,,,,,,,,
1256,4,179159025,179177175,0.01455,0.0157,0.01132,0.01038,0.00973,0.01613,,,,,,,,,,,,,,,
1257,4,179237516,179238592,0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,,,,,,,,,,,,,,,
1258,4,179244022,179247551,0.01467,0.13609,0.01142,0.01047,0.00981,0.01626,0.18272,,,,,0.15349,0.14412,0.13727,0.19547,,,,,,
1259,4,179771149,179774058,0.00481,-0.00878,0.00373,0.00342,0.0032,0.00534,-0.0,,,,,-0.0,-0.0,0.0,-0.0,,,,,,
1260,4,179819074,179821876,0.00259,0.0028,0.00201,-0.0121,0.00172,0.00287,,,-0.0,,,,-0.0,,,-0.0,,,0.0,-0.0,
1261,4,180678554,180685952,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1262,4,181134768,181138762,,0.0609,,,,,0.0465,,,,,0.03804,0.03543,0.03354,0.05033,,,,,,
1263,4,182899087,182901166,-0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1264,4,183326137,183328620,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1265,4,184674040,184677023,-0.00814,0.01342,-0.00983,0.00353,-0.00781,-0.00793,0.02214,-0.01531,-0.0039,-0.00961,-0.00961,0.01067,0.06308,-0.00956,0.00653,-0.00187,-0.01648,-0.01332,0.01696,0.00852,-0.0138
1266,4,185028093,185030925,0.0,0.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
1267,4,185355852,185360298,-0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1268,4,186048561,186055954,0.0,0.0,-0.0,0.0,-0.0,-0.00522,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,-0.0
1269,4,187093396,187098364,0.09302,0.15814,0.00244,0.00041,0.22065,0.10644,-0.00396,0.02227,0.02287,0.03699,-0.01155,0.06311,0.0634,0.00648,-0.00656,-0.02035,0.14874,0.0289,0.15329,0.02914,0.02677
1270,4,187213139,187215512,0.0,0.0,-0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1271,4,187565017,187567354,0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1272,4,187877596,187897635,0.02249,-0.00766,-0.00531,-0.01142,0.09014,0.07425,0.00038,0.04967,0.02727,0.0415,0.16566,-4e-05,-0.00845,0.05188,0.07659,-0.01868,0.15827,0.01921,0.13388,0.03164,0.23932
1273,4,188041661,188043732,0.02813,0.03031,0.02195,0.02015,0.01889,0.03113,,,,,,,,,,,,,,,
1274,4,188098464,188100849,-0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
1275,4,188858384,188860219,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1276,4,188915876,188921086,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1277,4,189224283,189238005,-0.0,-0.0,-0.00698,0.0,0.0,0.0,,-0.0,,,,0.0,,,,0.0,0.0,-0.0,,,
1278,4,189437041,189439041,-0.00495,0.02883,0.01784,0.0504,0.01795,0.11242,0.02358,0.04256,0.08684,0.01623,0.13142,0.13008,0.1854,,0.21193,-0.01273,0.09832,0.01422,0.14488,-0.0077,0.15154
1279,4,189750584,189754176,-0.00834,0.0104,-0.0,-0.0,-0.0,0.0,0.00218,0.0,0.0,-0.0,-0.0,0.0091,0.00846,0.00799,0.01216,,,,,,
1280,4,189937217,190008403,0.00211,0.00798,0.02201,-0.00861,-0.00532,-0.00872,-0.01139,0.00628,0.01135,-0.01845,0.00079,-0.0,0.02055,-0.01562,0.00731,0.04889,0.0,0.02596,-0.00132,-0.01223,-0.00749
1281,4,190050445,190052926,-0.0027,0.0052,0.00374,0.00342,0.00321,0.00534,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,
1282,4,190091628,190102702,0.0,-0.00746,0.0,-0.0,0.0,-0.0,-0.0,,,,,0.0,-0.0,0.0,0.0,,,,,,
1283,4,190189037,190206003,0.00105,0.06289,0.00456,0.22434,0.21304,0.02867,0.01991,-0.01456,0.23406,0.22448,-0.00291,0.00734,0.12065,0.11476,-0.00422,0.25743,0.2487,-0.00995,,0.15888,0.15134
1284,4,190469720,190658708,0.05037,0.01857,0.27544,0.0675,0.21258,0.22534,-0.00068,0.13124,-0.0122,0.08811,0.0617,0.23044,0.01469,0.16545,0.14211,0.09929,-0.02187,0.00676,0.06044,0.0284,-0.00707
1285,4,190985982,191017128,0.01489,0.04255,0.0427,-0.00564,-0.00647,0.0013,0.10923,-0.00814,0.02799,0.01406,-0.00542,0.15342,0.02286,0.05877,0.10878,0.06508,0.0468,0.01614,-0.01584,0.01405,0.00046
1286,5,499208,501983,-0.00244,0.0,0.0,0.0,0.0,-0.0,0.01428,0.01109,0.01034,0.0098,0.01457,,,,,,,,,,
1287,5,677774,851369,0.00385,0.07504,-0.01004,0.00723,-0.00669,0.05793,0.02384,-0.00944,0.05462,0.00917,0.00957,0.04595,0.13551,0.07858,-0.00759,0.01327,-0.01512,0.03223,0.00252,0.13915,0.07142
1288,5,959091,961049,-0.00841,-0.00781,0.00605,0.00555,-0.01293,0.00864,-0.00754,0.0,0.0,-0.01694,-0.0,0.0091,0.00846,-0.01444,0.01216,,0.0,,0.0,,0.0
1289,5,1020733,1027023,-0.00721,0.222,0.0074,0.03052,0.00973,0.01236,0.17223,0.02208,0.06204,0.02624,0.03121,0.19999,0.21101,0.1843,0.25179,0.0693,-0.0175,-0.01421,0.04426,0.06061,-0.01312
1290,5,1178192,1181049,0.00855,0.07607,-0.00623,0.13124,0.11823,0.00073,0.0196,-0.01086,0.09933,0.08717,-0.01031,0.04474,0.02184,0.01522,0.03504,0.15295,0.13807,-0.01329,-0.02255,0.1106,0.09819
1291,5,1421228,1428560,-0.009,-0.0,-0.01009,0.0,0.0,-0.00847,-0.0,-0.01562,-0.0,0.0,-0.01204,0.0,,,0.0,-0.0,0.0,-0.01408,,0.0,-0.0
1292,5,1645217,1651536,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1293,5,1888695,1890676,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1294,5,1924464,1925364,0.0,0.0,0.0,-0.00983,-0.0,-0.0,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
1295,5,2429666,2430862,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
1296,5,2711465,2716041,,0.01419,,,,,0.01071,,,,,0.0087,0.00809,0.00765,0.01163,,,,,,
1297,5,2819185,2822003,0.0,0.04909,-0.0,0.0,-0.0,0.0,0.05886,,,,,0.04827,0.04498,0.04261,0.06364,,,,,,
1298,5,2863567,2867907,-0.0,0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,
1299,5,3220681,3222619,0.01271,-0.0,0.0,-0.0,-0.0,0.0,0.01429,0.0111,0.01035,0.00981,0.01458,,,,,,,,,,
1300,5,3656969,3661027,-0.0,0.0,0.11845,,,0.05626,-0.01234,0.05462,-0.0,-0.0,0.01633,0.06136,-0.0,-0.0,0.02038,0.08017,0.07683,-0.00637,,0.03227,0.03052
1301,5,5270804,5272232,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
1302,5,5325915,5327751,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
1303,5,6044083,6046209,-0.0,-0.0,0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
1304,5,7280728,7282138,-0.0,-0.0,-0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,
1305,5,7477295,7478802,0.00676,0.0073,0.00525,0.00481,0.00451,0.0075,,,,,,,,,,,,,,,
1306,5,8254792,8261526,0.0351,0.0378,0.00627,0.0252,0.02362,0.01904,,0.0,,,-0.0,-0.0,,,0.0,0.0,0.0,-0.01408,,0.0,0.0
1307,5,8327912,8337279,0.0,0.0,-0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1308,5,8465583,8527941,0.00475,-0.00576,0.00369,0.00338,0.00317,-0.00906,0.01119,,,,0.0,0.0091,0.00845,0.00799,-0.0073,,,0.0,,0.0,0.0
1309,5,8527941,8618858,0.01442,0.01556,0.01122,0.01029,0.00964,-0.00299,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1310,5,8619933,8620340,-0.0,0.0,-0.0,-0.0,0.0,-0.00546,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1311,5,8619933,8621342,-0.0,0.0,-0.0,-0.0,0.0,-0.00546,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1312,5,8620340,8621342,-0.0,0.0,-0.0,-0.0,0.0,-0.00546,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1313,5,8620340,8622759,-0.0,0.0,-0.0,-0.0,0.0,-0.00546,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1314,5,8621342,8622659,-0.0,0.0,-0.0,-0.0,0.0,-0.00546,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1315,5,8622659,8622759,-0.0,0.0,-0.0,-0.0,0.0,-0.00546,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1316,5,8622759,8689801,0.00967,0.01044,0.00752,0.00689,0.00645,-0.00623,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
1317,5,8710465,8712161,0.00837,0.00903,0.0065,0.00596,0.00558,0.00928,,,,,,,,,,,,,,,
1318,5,8712211,8749201,0.00904,0.00976,-0.00926,0.00644,0.00603,0.01003,,0.0,,,,0.0,,,,-0.0,0.0,0.0,,,
1319,5,9452107,9454423,-0.0,0.0,-0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
1320,5,10563347,10565660,-0.0,-0.00779,-0.0,-0.0,0.0,0.0,0.0,,,,,-0.0,-0.0,-0.0,-0.0,,,,,,
1321,5,10989283,10991086,0.0,-0.00826,-0.0,0.0,0.0,0.0,-0.0,,,,,0.0,-0.0,-0.0,-0.0,,,,,,
1322,5,12810853,12820821,0.00381,0.27141,-0.00918,-0.0102,-0.01072,0.19311,0.17828,-0.00655,0.00756,0.00485,0.1054,0.26831,0.28467,0.28418,-0.00105,-0.01436,-0.01674,0.1715,-0.02251,0.19451,0.19039
1323,5,13213363,13216594,-0.0,0.0,-0.0,-0.0,-0.0,-0.00846,,,,,0.0,,,,-0.0,,,0.0,,-0.0,-0.0
1324,5,13220576,13226976,0.0,-0.00697,0.0,-0.0,0.0,-0.0,0.0,,,,,0.0,0.0,-0.0,0.0,,,,,,
1325,5,15719202,15721264,0.00398,-0.00084,0.06983,0.01822,0.02829,0.02679,0.02967,0.15766,0.06927,-0.00659,0.08416,0.04696,-0.00321,0.07474,-0.00121,0.02396,0.29649,0.02608,0.15452,-0.01472,0.15969
1326,5,16820602,16824646,0.0,0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,
1327,5,17197721,17203139,0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1328,5,17516495,17530640,-0.00875,0.00361,0.0637,-0.00985,0.10116,0.06208,0.00578,0.06055,-0.01439,0.11737,0.04981,0.11317,-0.00351,0.15998,0.1113,0.08896,-0.01207,-0.01248,0.19242,0.06743,0.00588
1329,5,17581306,17601399,0.0019,-0.0033,0.12186,0.00463,0.20827,0.19874,0.01871,0.10239,-0.01443,0.24661,0.16747,0.14749,0.02186,0.23809,0.21697,0.09107,-0.00674,-0.01424,0.26961,0.14409,-0.00777
1330,5,17602556,17613140,-0.0,0.00983,-0.0,-0.0,-0.0,-0.0,0.02267,,,,,0.01847,0.01717,0.01624,0.02459,,,,,,
1331,5,17604967,17624908,0.00971,-0.00589,-0.00989,0.00692,-0.01138,0.01722,0.02267,-0.0,,-0.0,0.05484,-0.00831,0.01717,-0.01152,-0.00073,-0.0,-0.02127,0.01265,-0.0,0.04165,0.00635
1332,5,17620326,17636676,0.00971,-0.00591,0.00755,0.00692,-0.01138,0.01077,0.02267,,,-0.0,,0.01847,0.01717,-0.01155,0.02459,,-0.0,,-0.0,,0.0
1333,5,17638053,17642435,0.01754,0.02993,-0.0,,,0.07212,-0.01097,-0.01351,0.01035,0.00981,0.00688,-0.0083,0.01717,0.01624,-0.00031,0.0,-0.0,0.01307,,0.04166,0.03942
1334,5,17648157,17650329,0.0,0.02446,-0.00528,-0.0,0.0,0.06656,0.02267,-0.0,,,0.05485,-0.0083,0.01717,0.01624,-0.00031,0.0,-0.0,0.01307,,0.04166,0.03942
1335,5,17712369,17718337,0.00054,0.00959,-0.0071,-0.01323,0.05316,-0.00617,0.03538,-0.01709,-0.0095,0.02202,-0.01122,0.02017,0.00211,0.07665,0.01212,-0.01371,0.01523,-0.01311,0.03469,-0.0091,0.02096
