,Chromosome,Start,End,AFR-AMR,AFR-EAS,AFR-EUR,AFR-SAS,AMR-EAS,AMR-EUR,AMR-SAS,EAS-EUR,EAS-SAS,EUR-SAS
2291,chr12,90578061,90580839,0.00667,0.11552,0.00532,0.1949,0.11855,0.0,0.20509,0.09835,0.00444,0.1769
2311,chr12,95946567,95949176,0.00288,0.06273,0.04305,0.10945,0.08321,0.02209,0.07067,0.20642,0.31434,0.01449
2318,chr12,98276149,98278312,3e-05,0.14431,0.00805,0.02418,0.1446,0.00686,0.02107,0.21944,0.26408,0.00356
2322,chr12,99400169,99408992,0.03359,0.17099,0.00409,0.10258,0.10944,0.0176,0.0396,0.21127,0.0318,0.109
2337,chr12,101882170,101883376,0.0,0.23181,0.0,0.20946,0.20131,0.0,0.18527,0.16972,0.01321,0.15927
2366,chr12,111742955,111877938,0.13422,0.00632,0.05665,0.05899,0.20095,0.01902,0.02959,0.10067,0.10652,0.00033
2367,chr12,112581581,112582643,0.02564,0.02671,0.01455,0.15523,0.0,0.00139,0.27022,0.00131,0.27686,0.22853
2380,chr12,117203137,117205718,0.12439,0.13396,0.17563,0.37994,3e-05,5e-05,0.07427,0.00017,0.08319,0.0794
2390,chr12,119917784,119920003,0.30742,0.0369,0.25137,0.18951,0.15389,0.00478,0.01242,0.11006,0.07237,0.00239
2402,chr12,121998427,122000161,0.00023,0.11201,0.16374,0.03392,0.12891,0.229,0.04871,0.0022,0.02739,0.05986
2427,chr12,126336389,126344938,0.2696,0.26237,0.0984,0.17811,0.00218,0.05038,0.01186,0.03783,0.00516,0.01301
2428,chr12,126503796,126531241,0.01003,0.0019,0.25748,0.01413,0.02088,0.18711,0.0004,0.30186,0.02699,0.17412
2430,chr12,127003363,127010540,0.20646,0.24579,0.06797,0.22295,0.00389,0.05968,0.00544,0.08852,0.00016,0.08952
2432,chr12,127094860,127101257,0.01347,0.18097,0.01075,0.0123,0.2064,0.0,0.0,0.17419,0.19304,0.0
2439,chr12,128041168,128042498,0.21822,0.20051,0.23134,0.1416,0.00159,0.00895,0.00755,0.01502,0.00254,0.02466
2448,chr12,129087867,129089572,0.52021,0.53076,0.26017,0.26823,0.00036,0.13212,0.1325,0.12793,0.12891,7e-05
2451,chr12,129388076,129389137,0.0076,0.01598,0.10529,0.08283,0.00191,0.17235,0.05447,0.18491,0.03215,0.31375
2452,chr12,129573768,129577729,0.05068,0.1939,1e-05,0.0604,0.07841,0.05571,0.00098,0.24868,0.06677,0.07119
2458,chr12,130293326,130299274,0.03822,0.0314,0.08033,0.00303,0.14163,0.2487,0.08238,0.01564,0.01662,0.06795
2459,chr12,130386406,130387647,0.00221,0.098,0.26062,0.20002,0.06316,0.20658,0.14912,0.06366,0.02566,0.01033
2463,chr12,131382230,131383415,0.05933,2e-05,0.20656,0.24462,0.05272,0.07254,0.09537,0.19289,0.22744,0.00149
2470,chr12,132134623,132136328,0.09725,0.16391,0.02247,0.00114,0.00716,0.18342,0.06478,0.26482,0.11523,0.02919
2498,chr13,18332747,18336082,0.01899,0.22307,0.03717,0.16557,0.13247,0.00293,0.09083,0.09216,0.003,0.06111
2499,chr13,18494072,18497779,0.24471,0.08177,0.35785,0.14618,0.05941,0.04081,0.01699,0.15728,0.01361,0.10216
2509,chr13,20251342,20254653,0.04241,0.10835,0.26014,0.09752,0.02688,0.13846,0.02638,0.05189,0.00012,0.0418
2534,chr13,26475904,26478049,0.15646,0.11704,0.21431,0.18792,0.00345,0.01043,0.00384,0.02424,0.01389,0.00162
2541,chr13,29641686,29647707,0.03619,0.06723,0.01954,0.0691,0.21555,0.00141,0.00803,0.16245,0.28262,0.01463
2563,chr13,37497803,37511440,0.00665,0.09973,0.29504,0.23753,0.05076,0.21695,0.15853,0.08061,0.03507,0.01363
2568,chr13,38483178,38486064,0.16186,0.09864,0.26165,0.08395,0.00632,0.01812,0.01911,0.04101,0.00254,0.07697
2571,chr13,39173387,39177487,0.16386,0.22581,0.17563,0.19625,0.02556,0.01965,0.02206,0.0,0.0,0.0
2572,chr13,39360045,39361343,0.20456,0.14212,0.23817,0.11339,0.01531,0.00211,0.02089,0.03152,0.00074,0.04114
2579,chr13,42965658,42967311,0.03207,0.24287,0.1109,0.09793,0.1385,0.03685,0.0259,0.05196,0.04732,0.00045
2586,chr13,44681899,44683623,0.18335,0.00741,0.0227,0.00869,0.28848,0.16583,0.16738,0.06271,0.03462,0.00466
2591,chr13,45376563,45383701,0.13169,0.21117,0.12962,0.23833,0.01769,0.00041,0.05073,0.0144,0.01092,0.05342
2594,chr13,47740180,47741559,0.14035,0.04919,0.02053,0.02067,0.02253,0.20876,0.048,0.09881,0.00511,0.0697
2598,chr13,49377265,49379726,0.08566,0.38034,0.1171,0.01098,0.18491,0.00748,0.04375,0.11426,0.34301,0.08065
2601,chr13,49900276,49905974,0.07437,0.38928,0.00293,0.09822,0.17869,0.09502,0.00036,0.38185,0.18303,0.13886
2618,chr13,60741054,60742087,0.23178,0.38908,0.1285,0.11889,0.10944,0.02827,0.04612,0.2381,0.25916,0.00218
2626,chr13,62204195,62208210,0.03704,0.00026,0.09845,0.0,0.03317,0.24922,0.04258,0.11492,0.00035,0.11377
2632,chr13,63838011,63842443,0.20396,0.22568,0.08355,0.07313,0.00039,0.03798,0.03558,0.04601,0.04285,0.00032
2635,chr13,64768295,64770291,0.01207,0.0557,0.06882,0.03223,0.10324,0.02069,0.00458,0.24868,0.15082,0.00545
2643,chr13,66600647,66603289,0.02913,0.1059,0.04022,0.03048,0.20993,0.00071,3e-05,0.29412,0.22146,0.00043
2665,chr13,71734129,71735447,0.00238,0.16357,0.06699,0.01982,0.16223,0.038,0.02931,0.31446,0.07189,0.13601
2667,chr13,71903126,71906438,0.06432,0.17383,0.20958,0.06696,0.30644,0.04073,2e-05,0.53651,0.34563,0.04784
2670,chr13,72233489,72238220,0.07979,0.20908,0.09413,0.1812,0.05912,0.00279,0.05129,0.06494,0.0,0.05781
2671,chr13,72268899,72272771,0.36037,0.08312,0.26011,0.28597,0.12703,0.01285,0.00453,0.06174,0.081,0.00182
2690,chr13,78423474,78424584,0.20486,0.34468,0.01896,0.01843,0.01384,0.11537,0.10984,0.23089,0.21856,2e-05
2693,chr13,80106925,80112211,0.01306,0.03339,0.21715,0.01973,0.00561,0.17549,0.00086,0.10653,0.00228,0.1699
2698,chr13,81231668,81240797,0.16354,0.25895,0.20334,0.20341,0.05226,0.04044,0.01848,0.0,0.01571,0.01229
2722,chr13,86099657,86102111,0.21564,0.28046,0.22161,0.24603,0.02556,0.01965,0.02206,0.0,0.0,0.0
2728,chr13,89596280,89597396,0.16255,0.24192,0.07104,0.2267,0.02088,0.02827,0.0231,0.08881,0.0,0.10061
2732,chr13,90210597,90212552,0.00022,0.16841,0.02898,0.21421,0.16542,0.02913,0.23003,0.05833,0.00215,0.09642
2745,chr13,93488931,93491481,0.01386,0.28825,0.0,0.08913,0.22672,0.00969,0.04485,0.21529,0.12136,0.06539
2785,chr13,108294697,108299459,0.14518,0.2267,0.00881,0.18795,0.02078,0.08347,0.01206,0.15627,0.0011,0.13153
2787,chr13,109765446,109766764,0.24677,0.20838,0.26279,0.36869,0.00658,0.00168,0.02344,0.0149,0.05808,0.01295
2789,chr13,111340143,111341490,0.07513,0.21055,0.04791,0.05724,0.06447,0.00229,0.0012,0.09511,0.08379,0.00018
2793,chr13,112147583,112149376,0.00408,0.03192,0.17406,0.09509,0.05149,0.21342,0.12096,0.06153,0.02055,0.00889
2803,chr13,113314118,113315290,0.03604,0.02752,0.13466,0.00711,0.09447,0.20373,0.0546,0.04623,0.00419,0.06795
2811,chr13,113802582,113803662,0.00307,0.0902,0.07934,0.05514,0.09465,0.13074,0.05091,0.38462,0.01571,0.3043
2815,chr13,113954823,113956052,0.00256,0.02746,0.17353,0.00629,0.04483,0.21082,0.01755,0.07771,0.00703,0.1242
2821,chr13,114083537,114087274,0.04457,0.00059,0.07312,0.1072,0.05136,0.19296,0.01433,0.06022,0.11613,0.3002
2839,chr14,18481558,18498476,0.04276,0.01187,0.07077,0.02224,0.0064,0.20257,0.11267,0.1134,0.05443,0.01373
2864,chr14,22366857,22367959,0.22694,0.01168,0.17716,0.11586,0.15344,0.00144,0.02481,0.11538,0.06068,0.01296
2869,chr14,22636208,22641248,0.38766,0.08527,0.11215,0.11803,0.0911,0.1162,0.07622,5e-05,0.00153,0.00131
2871,chr14,23949054,24031307,0.25131,0.01093,0.22966,0.07712,0.17939,0.00102,0.04021,0.16396,0.0369,0.03137
2911,chr14,35136408,35145862,0.20051,0.25348,0.27962,0.0746,0.00979,0.01157,0.03264,9e-05,0.06903,0.07677
2929,chr14,39629187,39631010,0.10799,0.26941,0.16434,0.09963,0.04825,0.00964,0.0004,0.01538,0.06067,0.01549
2930,chr14,40140622,40148457,0.01924,0.03413,0.23771,0.04037,0.00079,0.10673,0.00158,0.10983,0.00016,0.11781
2962,chr14,46057551,46214266,0.07636,0.1793,0.04423,0.09361,0.28296,0.00293,0.22924,0.22695,0.02318,0.1797
2966,chr14,47760609,47808196,0.11206,0.04148,0.00487,0.06748,0.02959,0.23596,0.01006,0.09468,0.00632,0.16101
2971,chr14,49020572,49023042,0.18039,0.05275,0.12055,0.00626,0.33689,0.00332,0.20759,0.26677,0.01851,0.15316
2975,chr14,50073401,50074940,0.01258,0.07823,0.024,0.03176,0.03184,0.07798,0.09918,0.18544,0.22636,7e-05
2978,chr14,51800632,52201038,0.01337,0.09881,0.12369,0.00963,0.17513,0.0771,7e-05,0.35774,0.14502,0.06682
2983,chr14,54243628,54246967,0.20051,0.00782,0.30444,0.21802,0.13045,0.00782,0.00059,0.20938,0.13444,0.0144
3003,chr14,59874679,59876523,0.11873,0.44539,0.30063,0.04923,0.19689,0.0544,0.0127,0.06622,0.25424,0.11135
3005,chr14,60591336,60592751,0.05258,0.41303,0.22159,0.26121,0.28,0.08607,0.11352,0.09517,0.08581,0.00147
3020,chr14,64893668,64896822,0.18444,0.00721,0.54759,0.07905,0.14174,0.22008,0.02148,0.53464,0.04837,0.31599
3025,chr14,65365907,65368683,0.02343,0.36277,0.09045,0.00082,0.2235,0.02347,0.01365,0.114,0.30937,0.07101
3027,chr14,65602339,65611279,0.10276,0.07351,0.32736,0.04792,0.0061,0.07886,0.01179,0.14832,0.00145,0.16762
3034,chr14,69550275,69555769,0.00374,0.1179,0.00214,0.00205,0.20195,0.01304,0.01302,0.14493,0.14315,1e-05
3058,chr14,75924044,75926170,0.06039,0.0051,0.0319,0.00387,0.03779,0.20329,0.03925,0.07488,4e-05,0.07399
3067,chr14,79639945,79648706,0.48018,0.04551,0.38529,0.2278,0.33814,0.01297,0.10795,0.23793,0.0966,0.04575
3073,chr14,81411879,81414268,0.05764,0.03152,0.1416,0.05024,0.1749,0.04199,0.00014,0.29743,0.16169,0.04767
3088,chr14,84830764,84835811,0.16484,0.27956,0.23467,0.30363,0.02109,0.00074,0.03996,0.01581,0.00439,0.03523
3133,chr14,98317643,98318750,0.00768,0.04877,0.08336,0.05071,0.09484,0.14978,0.02242,0.00805,0.19929,0.29311
3162,chr14,104905195,104906991,0.35069,0.5232,0.31977,0.31992,0.04809,8e-05,0.0021,0.05742,0.07979,0.00138
3163,chr14,104942038,104946661,0.07464,0.01639,0.20515,0.1952,0.15494,0.03781,0.02478,0.34178,0.3397,0.00324
3164,chr14,104946850,104953402,0.00063,0.01536,0.11272,0.02767,0.02528,0.112,0.02208,0.26586,0.10903,0.04607
3208,chr15,24103896,24105374,0.11687,0.20681,0.26427,0.23765,0.02935,0.05907,0.0229,0.00544,0.00137,0.01373
3236,chr15,28413418,28424806,0.04136,0.02893,0.51596,0.13314,0.00729,0.22146,0.00853,0.36714,0.04431,0.18757
3238,chr15,28463200,28585347,0.15039,0.02177,0.14102,0.01015,0.30616,0.00068,0.09168,0.29484,0.064,0.09426
3241,chr15,28692067,28694169,0.24833,0.29284,0.23223,0.25743,0.01264,0.00969,0.01089,0.0,0.0,0.0
3278,chr15,41382480,41383485,0.08594,0.33229,0.00327,0.01551,0.1716,0.07404,0.03003,0.43538,0.26693,0.00603
3311,chr15,49252680,49255653,0.01461,0.04549,0.04326,0.09835,0.1111,0.00861,0.04123,0.18377,0.24359,0.01289
3318,chr15,52010377,52015309,6e-05,0.02905,0.08495,0.00871,0.02681,0.0884,0.00746,0.22723,0.00583,0.14956
3351,chr15,62413893,62415593,0.15897,0.50891,6e-05,0.20627,0.19232,0.12597,0.00653,0.43522,0.12928,0.16964
3355,chr15,63904240,63905341,0.01386,0.22189,0.0,0.0,0.15978,0.00969,0.01089,0.1619,0.17971,0.0
3360,chr15,65523706,65526937,0.06404,0.20577,0.06438,0.06447,0.06009,0.00016,8e-05,0.06405,0.056,1e-05
3361,chr15,65805567,65811308,0.04114,0.07276,0.17824,0.00021,0.00402,0.39346,0.05231,0.47944,0.09024,0.20783
3378,chr15,70729500,70735169,0.15977,0.22568,0.16436,0.17632,0.00791,0.00132,0.00111,0.00282,0.00337,2e-05
3381,chr15,71589230,71590626,0.10904,0.02753,0.20521,0.09244,0.03607,0.01322,0.00223,0.10009,0.02282,0.02944
3383,chr15,72093624,72095817,0.50283,0.26807,0.61822,0.72653,0.08026,0.0292,0.09528,0.17455,0.2885,0.0188
3390,chr15,76592255,76604597,0.04197,0.10904,0.28478,0.1188,0.01435,0.10512,0.01499,0.04458,0.0,0.04868
3396,chr15,77716143,77720241,0.0571,0.30575,0.04593,0.10811,0.1605,0.00223,0.01086,0.16385,0.0992,0.02145
3400,chr15,79256022,79262332,0.10014,0.00664,0.08924,0.00183,0.16099,0.3957,0.1401,0.05714,0.00146,0.0857
3403,chr15,80004637,80007686,0.03271,0.3509,0.02199,0.00045,0.18893,0.0673,0.03455,0.34354,0.31746,0.02495
3410,chr15,82360477,82371388,0.16103,0.01825,0.00874,0.0012,0.14688,0.35244,0.19926,0.07096,0.01198,0.02209
3415,chr15,82882868,82888918,0.01935,0.09147,0.00239,0.067,0.19956,0.00809,0.01783,0.13861,0.29829,0.04805
3416,chr15,83226922,83236285,0.04628,0.00632,0.04279,0.09467,0.0179,0.19188,0.01246,0.07991,0.05355,0.30159
3421,chr15,83872682,83875091,0.04187,0.08385,0.00059,0.05431,0.19956,0.06061,0.00224,0.06261,0.21169,0.08119
3456,chr15,91749893,91750980,0.0226,0.07241,0.07352,0.08616,0.14615,0.02276,0.02678,0.20938,0.23663,1e-05
3458,chr15,92131343,92133840,0.03191,0.0902,0.02292,0.02486,0.20195,0.00062,0.10338,0.21944,0.04826,0.10335
3471,chr15,96718127,96725866,0.22062,0.05414,0.01538,0.05085,0.092,0.14524,0.08692,0.01235,0.0,0.01301
3478,chr15,99031253,99032379,0.04702,0.05434,0.22647,0.15972,0.00018,0.09315,0.03749,0.08466,0.03201,0.02332
3482,chr15,99876456,99883030,0.17112,0.22705,0.30175,0.30301,0.01023,0.03309,0.02633,0.00675,0.00333,0.00083
3486,chr15,100554368,100558404,0.06542,0.09885,0.00698,0.05232,0.00491,0.14898,0.0,0.20085,0.00353,0.11267
3507,chr16,952855,954043,0.04781,0.30139,0.04216,0.02197,0.13571,9e-05,0.00362,0.10714,0.16277,0.00412
3511,chr16,1356771,1364915,0.01697,0.06877,0.24591,0.04164,0.12962,0.34978,0.09939,0.06096,0.00339,0.10654
3520,chr16,3211027,3213572,0.0496,0.0951,0.03513,0.06361,0.01001,0.00065,0.16817,0.01579,0.22187,0.14047
3538,chr16,8057665,8060272,0.10254,0.00182,0.06154,0.04241,0.07224,0.00472,0.25376,0.04013,0.05657,0.21569
3549,chr16,11589877,11591438,0.21823,0.0481,0.23044,0.21326,0.07486,3e-05,0.0,0.08061,0.0729,3e-05
3559,chr16,13200608,13202637,0.04538,0.22668,0.09189,0.07047,0.09534,0.01424,0.00416,0.03843,0.06211,0.00324
3571,chr16,18821202,18827054,0.06991,0.0756,0.03115,0.00054,0.24811,0.00727,0.08469,0.18557,0.06772,0.045
3577,chr16,20501163,20533757,0.00182,0.2754,0.02844,0.10461,0.22217,0.01562,0.0744,0.12218,0.06153,0.01934
3585,chr16,22533873,22535836,0.00134,0.04959,0.20716,0.00216,0.03336,0.17316,6e-05,0.05277,0.03144,0.17288
3586,chr16,23036459,23038210,0.34328,0.06171,0.18495,0.03404,0.15297,0.04015,0.181,0.03912,0.00333,0.06277
3588,chr16,23748999,23750944,0.24838,0.20061,0.2448,0.13077,0.00281,0.00273,0.03154,0.0087,0.01198,0.04734
3598,chr16,25328788,25331806,0.07054,0.21135,0.1192,0.07706,0.05231,0.00559,7e-05,0.02687,0.06001,0.0086
3617,chr16,29381727,29384041,0.0,0.00633,0.09696,0.01667,0.01155,0.14794,0.02327,0.24443,0.06252,0.0421
3639,chr16,48475005,48477465,0.05768,0.26983,0.01916,0.05123,0.09623,0.01091,0.00081,0.17576,0.13563,0.00766
3654,chr16,56581272,56583447,0.08647,0.04334,0.13167,0.00011,0.24475,0.01008,0.08951,0.32009,0.03662,0.14529
3656,chr16,57292499,57294246,0.04827,0.10218,0.07794,0.38835,0.0098,0.00131,0.1922,0.00514,0.12191,0.22371
3657,chr16,57691483,57693934,0.05409,0.05352,0.25815,0.09186,0.00017,0.1139,0.0031,0.12939,0.00527,0.12474
3660,chr16,58613286,58616360,0.0009,0.1609,0.02095,0.01101,0.1646,0.01217,0.01641,0.27524,0.10157,0.06108
3708,chr16,72629816,72631406,0.24176,0.2802,0.22139,0.24579,0.01264,0.00969,0.01089,0.0,0.0,0.0
3726,chr16,76505236,76510127,0.25474,0.65261,0.58713,0.5401,0.22627,0.1732,0.13524,0.00159,0.00975,0.00315
3731,chr16,77056740,77058962,0.15088,0.06442,0.28135,0.15517,0.02638,0.02144,0.00096,0.09608,0.01956,0.03478
3742,chr16,78335958,78351001,0.03087,0.14099,0.21664,0.00905,0.04682,0.34209,0.07124,0.53957,0.23312,0.15506
3755,chr16,81137485,81143703,0.0267,0.01099,0.30128,0.13258,0.00398,0.18267,0.04668,0.23362,0.07725,0.04796
3781,chr16,85732464,85758518,0.14138,0.03613,0.38244,0.0582,0.03768,0.08625,0.02011,0.21501,0.00262,0.17829
3791,chr16,87557036,87565261,0.01422,0.07557,0.15748,0.3869,0.02127,0.08498,0.28375,0.03131,0.20144,0.06849
3794,chr16,87998543,88001333,0.03395,0.14991,0.21954,0.15694,0.05586,0.13023,0.06726,0.01561,0.0005,0.01134
3826,chr17,220051,222127,0.14406,0.00546,0.33351,0.02454,0.06468,0.06448,0.05649,0.18131,0.00343,0.24104
3829,chr17,286935,288865,0.25475,0.00057,0.23112,0.02636,0.25893,2e-05,0.13347,0.24307,0.02213,0.12579
3832,chr17,343924,347257,0.23979,0.28008,0.39288,0.22983,0.00546,0.04116,0.00055,0.01226,0.00941,0.05902
3835,chr17,505441,507072,0.02539,0.21094,0.01255,0.12578,0.12511,0.00299,0.05675,0.16873,0.01625,0.09377
3837,chr17,618151,619269,0.19996,0.02015,0.38989,0.32347,0.10393,0.06957,0.03561,0.28018,0.21778,0.00543
3842,chr17,914143,915532,0.26036,0.4078,0.19845,0.10535,0.03248,0.00301,0.05235,0.05376,0.16233,0.02874
3873,chr17,3831490,3832548,0.25171,0.58282,0.47263,0.45211,0.19976,0.07457,0.05309,0.03819,0.06663,0.00331
3887,chr17,6225743,6229450,0.05478,0.07529,0.30227,0.06547,0.0014,0.12278,8e-05,0.10395,0.00237,0.14201
3894,chr17,7085415,7086650,0.3727,0.32076,0.38476,0.37012,0.01109,0.00655,0.0,0.03243,0.01208,0.00822
3901,chr17,8343293,8344650,0.25798,0.13712,0.17763,0.23238,0.03923,0.01139,0.00155,0.00856,0.02649,0.00504
3902,chr17,8808327,8811944,0.0012,0.08529,0.07819,0.0634,0.06484,0.10844,0.0483,0.23482,0.00114,0.22588
3912,chr17,12442345,12443906,0.01071,0.00134,0.11923,0.18329,0.02013,0.08617,0.14522,0.1459,0.21045,0.01157
3933,chr17,15886243,15890478,0.16707,0.24192,0.05002,0.19428,0.00637,0.03798,0.00125,0.07955,0.00208,0.0573
3956,chr17,20707724,20711252,0.188,0.31323,0.23628,0.26866,0.05525,0.02918,0.0396,0.00351,0.0011,0.0007
3970,chr17,28453367,28456477,0.00676,0.14963,0.0003,0.00078,0.21647,0.00332,0.00328,0.14103,0.18872,6e-05
3986,chr17,31503182,31504280,0.15191,0.20908,0.16184,0.1812,0.02556,0.01965,0.02206,0.0,0.0,0.0
3997,chr17,36781317,36789512,0.0581,0.3049,0.17765,0.15817,0.13543,0.05017,0.0315,0.02377,0.04959,0.00399
4017,chr17,41109619,41132879,0.02055,0.02518,0.13366,0.23562,0.00016,0.06938,0.16288,0.06235,0.15092,0.02973
4019,chr17,41265460,41275765,0.00117,0.04201,0.24757,0.06064,0.04873,0.25636,0.06878,0.09142,0.00202,0.0706
4064,chr17,51546635,51549691,0.12094,0.1744,0.2035,0.2593,0.00675,0.03222,0.06282,0.00984,0.02905,0.00756
4073,chr17,53775426,53783379,0.12891,0.09048,0.38572,0.14392,0.00658,0.12075,0.00038,0.17674,0.0101,0.10816
4084,chr17,57012352,57015452,0.10509,0.038,0.20548,0.02311,0.21808,0.02653,0.02881,0.33491,0.10781,0.10056
4090,chr17,58130151,58136248,0.00066,0.00727,0.18279,0.0014,0.01264,0.15682,0.00015,0.21127,0.01571,0.14511
4096,chr17,59286554,59288345,0.10959,0.20875,0.01631,0.03666,0.01834,0.12001,0.03225,0.19843,0.09645,0.07975
4099,chr17,60334536,60336671,0.08787,0.2329,0.21863,0.16919,0.07817,0.10593,0.03618,0.00741,0.00921,0.03192
4100,chr17,60502487,60503912,0.20041,0.25223,0.19768,0.22021,0.02556,0.01965,0.02206,0.0,0.0,0.0
4115,chr17,68628242,68648251,0.00058,0.0791,0.20521,0.00053,0.06354,0.18865,0.0,0.02191,0.06082,0.18697
4118,chr17,71608175,71610388,0.55526,0.55091,0.44074,0.45737,0.00189,0.02343,0.02258,0.01176,0.01197,1e-05
4155,chr17,79369383,79397606,0.06758,0.0082,0.04357,1e-05,0.04644,0.24528,0.08673,0.11048,0.00919,0.05758
4165,chr17,81503409,81504445,6e-05,0.24429,0.07914,0.02212,0.22714,0.08112,0.01889,0.48499,0.14804,0.18219
4178,chr17,82856192,82861154,0.00724,0.04243,0.12303,0.01475,0.08663,0.22449,0.05361,0.02415,0.00957,0.08165
4189,chr18,119298,146869,0.04461,0.1015,0.35898,0.11296,0.01379,0.16835,0.01659,0.08531,9e-05,0.08344
4214,chr18,5323010,5328256,0.05594,0.03126,0.11158,0.03128,0.16996,0.01224,0.00424,0.27648,0.13381,0.03356
4226,chr18,10220366,10225919,0.16002,0.62301,0.05075,0.27985,0.24873,0.02285,0.01686,0.35524,0.17068,0.07716
4233,chr18,11825628,11829907,0.3286,0.10616,0.23569,0.10252,0.0897,0.00969,0.08927,0.04167,2e-05,0.04233
4247,chr18,14740966,14756360,0.05495,0.00297,0.10733,0.00038,0.08568,0.31801,0.07049,0.08909,0.00126,0.12694
4256,chr18,15395375,15410895,0.10607,5e-05,0.01307,0.00593,0.13878,0.31844,0.10837,0.02207,0.00688,0.07079
4268,chr18,24323398,24324629,0.14706,0.46201,0.09174,0.14714,0.12891,0.00914,0.00019,0.22194,0.15531,0.00782
4269,chr18,24410778,24412083,0.04673,0.02987,0.12682,0.05057,0.12458,0.02649,7e-05,0.21944,0.13685,0.02402
4270,chr18,26167841,26171358,0.16692,0.25463,0.44541,0.42124,0.01037,0.16126,0.11572,0.1149,0.06909,0.01604
4280,chr18,28693035,28698475,0.3021,0.22096,0.15567,0.11313,0.01338,0.02334,0.07309,0.00187,0.02334,0.00994
4316,chr18,40679928,40686785,0.04042,0.03066,0.0001,0.2409,0.00211,0.0332,0.10428,0.025,0.14549,0.21131
4334,chr18,46397539,46398952,0.0572,0.09193,0.10283,0.01313,0.20131,0.26159,0.12913,0.00013,0.03785,0.04757
4343,chr18,49440048,49441156,0.10959,0.28476,0.02502,0.08582,0.06471,0.02858,0.00579,0.14537,0.10578,0.01304
4350,chr18,50343933,50349994,0.17194,0.08769,0.15454,0.20161,0.02726,0.00107,0.02206,0.03012,0.05876,0.01869
4367,chr18,56261795,56263767,0.00295,0.19989,0.00445,0.08616,0.27303,0.02607,0.17969,0.15952,0.04734,0.0705
4369,chr18,57279506,57281486,0.26551,0.2054,0.39881,0.21907,0.00872,0.03442,0.00371,0.07439,0.00102,0.06209
4382,chr18,62005492,62006951,0.04642,0.20538,0.01645,0.14447,0.0753,0.00976,0.03902,0.17485,0.00801,0.11191
4385,chr18,62580517,62581848,0.16844,0.24861,0.00183,0.02414,0.01986,0.27751,0.08529,0.3926,0.16076,0.04913
4400,chr18,66056595,66065125,0.11032,0.02274,0.21322,0.34209,0.03208,0.01526,0.1009,0.09105,0.21352,0.04683
4401,chr18,66099633,66101966,0.23883,0.23341,0.34784,0.35025,0.00173,0.02316,0.02742,0.04025,0.04554,0.00032
4406,chr18,66552466,66554016,0.18862,0.39992,0.22432,0.12573,0.13556,0.01461,0.0075,0.06494,0.17007,0.03721
4408,chr18,67174808,67177131,0.0063,0.00575,0.14101,0.00477,0.02383,0.08549,0.00028,0.21074,0.02575,0.11172
4409,chr18,67188383,67190102,0.23338,0.08529,0.13209,0.03314,0.04972,0.01628,0.1157,0.00809,0.01506,0.0466
4410,chr18,67291776,67300024,0.0529,0.11199,0.01461,0.00098,0.25914,0.01092,0.04403,0.16394,0.12034,0.0094
4432,chr18,73324966,73330281,0.0,0.23181,0.0,0.07979,0.20131,0.0,0.06927,0.16972,0.05742,0.05838
4445,chr18,78437113,78438350,0.10473,0.21594,0.06066,0.05155,0.04018,0.00294,0.01277,0.0516,0.09402,0.00222
4447,chr18,78473273,78475600,0.1268,0.16377,0.17945,0.20042,0.00389,0.04044,0.04529,0.02338,0.02643,0.0
4456,chr18,79014310,79017220,0.00278,0.00034,0.10546,0.01366,0.00378,0.24387,0.06854,0.21586,0.04468,0.08949
4463,chr18,79504758,79505886,0.10304,0.12787,0.22146,0.12984,0.00137,0.0634,0.00363,0.0461,0.00055,0.04386
4465,chr18,79549941,79552106,0.10141,0.2801,0.19097,0.2204,0.07026,0.02983,0.03713,0.00652,0.00587,8e-05
4466,chr18,79618432,79620751,0.05714,0.01518,0.05133,0.00159,0.02819,0.26269,0.07713,0.14866,0.01025,0.09483
4467,chr18,79745246,79746369,0.11517,0.19264,0.08547,0.23835,0.0102,0.00022,0.03402,0.01123,0.00858,0.03341
4468,chr18,79764404,79765589,0.40539,0.40067,0.23877,0.37962,0.00923,0.05569,0.02119,0.03027,0.00261,0.0224
4470,chr18,79885946,79887209,0.19404,0.09252,0.49482,0.31567,0.016,0.20634,0.03635,0.23889,0.08128,0.0899
4472,chr18,79919484,79921892,0.13007,0.27489,0.13872,0.22303,0.06103,0.00144,0.03706,0.05185,0.00277,0.03029
4478,chr19,198343,200323,0.05819,0.39714,0.06752,0.06761,0.1366,0.00084,0.00078,0.18272,0.18818,0.0
4481,chr19,292176,315521,0.02134,0.24456,0.0252,0.03624,0.16703,0.00178,0.00431,0.09369,0.09853,0.00027
4484,chr19,360056,361848,0.1404,0.22012,0.2489,0.1478,0.01367,0.03649,0.0002,0.00685,0.01884,0.0481
4485,chr19,363143,370232,0.11597,0.00663,0.13093,0.01473,0.19491,0.01965,0.08113,0.21577,0.04494,0.12582
4487,chr19,393854,394910,0.14981,0.04401,0.31552,0.20569,0.04047,0.07955,0.00456,0.1892,0.07621,0.07206
4488,chr19,399663,400949,0.12356,0.04558,0.23081,0.08104,0.02402,0.04506,0.00884,0.11127,0.00533,0.09625
4489,chr19,404009,405088,0.00323,0.04499,0.20566,0.08114,0.02127,0.15471,0.04752,0.07002,0.00475,0.04768
