,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia
2458,15,31093087,31200497,0.03198,0.00848,0.02789,0.01087,0.01188,0.01391,0.05521,,0.09332,0.04545,0.03188,0.04924,0.01558,0.01779,0.0198,0.08635,0.04545,0.02995,0.02913,0.03068,0.01574
2459,15,31203206,31260258,0.01797,0.01833,0.01697,0.01668,0.01648,0.01846,,,,,,,,,,,,,,,
2460,15,31283494,31338585,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2461,15,31631839,31656844,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2462,15,31754251,31756969,0.01826,0.01864,0.0172,0.01689,0.01668,0.01878,,,,,,,,,,,,,,,
2463,15,31778106,31779944,0.01826,0.01864,0.0172,0.01689,0.01668,0.01878,,,,,,,,,,,,,,,
2464,15,31794942,31820940,0.01826,0.01864,0.0172,0.01689,0.01668,0.01878,,,,,,,,,,,,,,,
2465,15,31852319,31853707,0.01826,0.01864,0.0172,0.01689,0.01667,0.01878,,,,,,,,,,,,,,,
2466,15,32827672,32829811,0.02604,0.03754,0.02332,0.03735,0.01067,0.0097,0.06109,0.0152,0.02564,0.04093,0.02175,0.05412,0.06182,0.0306,0.04314,0.03704,0.04335,0.02182,0.07023,0.03713,0.01726
2467,15,32829811,32899293,0.03703,0.01332,0.02287,0.01128,0.0107,0.01086,0.02006,0.01661,0.03351,0.05319,0.02552,0.0163,0.01575,0.02167,0.01155,0.02698,0.04009,0.01862,0.02492,0.01446,0.01887
2468,15,34158996,34180259,0.01351,0.01351,0.01351,0.01351,0.01351,0.00921,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2469,15,34202699,34202799,,,,,,0.02174,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2470,15,34378447,34430508,0.01351,0.01351,0.01351,0.01351,0.01351,0.00848,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2471,15,34929371,34984540,0.03288,0.0344,0.0286,0.02736,0.02648,0.03497,,,,,,,,,,,,,,,
2472,15,36044364,36045715,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2473,15,36160026,36162460,0.05338,0.21488,0.01384,0.13326,0.38304,0.04457,0.08232,0.03561,0.04556,0.24851,0.01219,0.15466,0.02249,0.06584,0.0908,0.11572,0.393,0.02758,0.13136,0.04876,0.2458
2474,15,36826548,36841584,0.01351,0.01452,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2475,15,37098356,37099878,0.01823,0.0186,0.01717,0.01687,0.01665,0.01874,,,,,,,,,,,,,,,
2476,15,37576178,37579969,0.01351,0.01351,0.01351,0.01351,0.01351,0.00907,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2477,15,37986259,37988104,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2478,15,38824558,38826538,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2479,15,39371902,39374304,0.03395,0.0085,0.01226,0.04158,0.06972,0.0451,0.0373,0.05948,0.1367,0.02964,0.01273,0.01749,0.0566,0.08484,0.04703,0.04482,0.12934,0.06899,0.25069,0.14689,0.02161
2480,15,39743776,39745568,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2481,15,40388001,40426293,0.0181,0.01295,0.01708,0.01248,0.01184,0.00851,0.03367,,0.04167,0.04545,0.02174,0.03162,0.01494,0.01578,0.01714,0.04167,0.04545,0.02174,0.02186,0.01838,0.01775
2482,15,40426293,40426888,0.01807,0.01843,0.01705,0.01676,0.01655,0.01857,,,,,,,,,,,,,,,
2483,15,40426888,40440032,0.01807,0.01843,0.01705,0.01415,0.01655,0.01857,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2484,15,40717137,40720985,0.01351,0.04375,0.01351,0.01351,0.01351,0.01351,0.04427,,,,,0.04027,0.03904,0.03815,0.04609,,,,,,
2485,15,40739255,40744510,0.01351,0.01489,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2486,15,41055700,41057895,0.01824,0.01862,0.01719,0.01688,0.01666,0.01876,,,,,,,,,,,,,,,
2487,15,41081926,41086193,0.01648,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
2488,15,41867485,41871361,0.03385,0.02082,0.03104,0.05015,0.04788,0.06958,0.01584,0.01519,0.03266,0.03229,0.03554,0.01802,0.03922,0.03833,0.04635,0.03704,0.03704,0.03704,,,
2489,15,42081664,42086586,0.01676,0.01701,0.01603,0.01582,0.01567,0.01711,,,,,,,,,,,,,,,
2490,15,42388270,42392857,0.01351,0.01566,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2491,15,42815456,42818786,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2492,15,43408672,43421947,0.01351,0.01351,0.01351,0.01351,0.01351,0.00894,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2493,15,43864795,43866318,0.02252,0.01047,0.02051,0.01993,0.01952,0.00959,0.03194,,,,0.03,0.03021,0.02968,0.0293,0.01119,,,0.02842,,0.02794,0.0276
2494,15,43961933,43964398,0.02556,0.00848,0.02288,0.02211,0.02156,0.00912,0.03059,,,,0.03784,0.02911,0.02866,0.02833,0.01172,,,0.03478,,0.03385,0.03318
2495,15,43968506,43969706,0.02152,0.01333,0.01973,0.01921,0.01885,0.01051,0.02273,,,,0.03784,0.02273,0.02273,0.02273,0.02543,,,0.03478,,0.03385,0.03318
2496,15,43988355,43990817,0.01512,0.04249,0.01064,0.01926,0.02102,0.08573,0.02554,0.01667,0.01656,0.0659,0.0561,0.0307,0.02248,0.07887,0.02124,0.02312,0.03704,0.05667,0.10684,0.04503,0.10963
2497,15,43990817,43992213,0.00901,0.05063,0.01172,0.03873,0.01841,0.08589,0.05628,0.0187,0.05528,0.03519,0.08705,0.03219,0.01555,0.06999,0.01668,0.03249,0.03704,0.05214,0.08531,0.02374,0.09415
2498,15,44136247,44138898,0.08871,0.09423,0.07283,0.06815,0.06483,0.09629,,,,,,,,,,,,,,,
2499,15,44138898,44144317,0.02801,0.02916,0.02479,0.02386,0.02321,0.02959,,,,,,,,,,,,,,,
2500,15,44568017,44576849,0.01351,0.01351,0.01351,0.01351,0.03152,0.01351,,,,0.04545,,,,0.04545,,,0.04545,,0.04545,,0.04545
2501,15,44731266,44750509,0.01351,0.01449,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2502,15,44784991,44791866,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2503,15,44863205,44874641,0.01351,0.01351,0.02567,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
2504,15,45223579,45238340,0.05954,0.06303,0.04958,0.04666,0.04461,0.06434,,,,,,,,,,,,,,,
2505,15,45517501,45521472,0.01351,0.01025,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2506,15,46086228,46176760,0.01735,0.01766,0.01649,0.01624,0.01607,0.01777,,,,,,,,,,,,,,,
2507,15,46428674,46443630,0.01809,0.00849,0.01706,0.01677,0.01656,0.01859,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2508,15,47057263,47068546,0.01812,0.03169,0.01709,0.01679,0.01658,0.01863,0.05637,,,,,0.05019,0.04829,0.04691,0.05918,,,,,,
2509,15,47514864,47522379,0.02796,0.0291,0.02475,0.02382,0.02317,0.02952,,,,,,,,,,,,,,,
2510,15,47949552,47953168,0.01351,0.01351,0.01351,0.0315,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2511,15,48206278,48213193,0.01771,0.01804,0.01231,0.01321,0.01501,0.07325,,0.03704,0.04167,0.04545,0.08566,0.03704,0.04167,0.04545,0.08951,0.01964,0.0208,0.04599,0.02194,0.04364,0.03971
2512,15,48259539,48266740,0.01351,0.05595,0.01351,0.01351,0.01351,0.01351,0.06817,,,,,0.05991,0.05735,0.05551,0.07191,,,,,,
2513,15,49543162,49548194,0.01399,0.09487,0.12829,0.16936,0.16088,0.21412,0.07388,0.13407,0.20184,0.19415,0.22205,0.0297,0.07548,0.07272,0.06956,0.05518,0.05437,0.03047,,0.02174,0.02174
2514,15,50666857,50690042,,,,,,0.02174,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2515,15,50979643,50989734,0.01351,0.01351,0.01351,0.01351,0.01351,0.0135,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2516,15,51171713,51176449,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2517,15,51570700,51578499,0.01351,0.01351,0.01351,0.02992,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2518,15,52264104,52274328,0.02765,0.01449,0.01058,0.0236,0.02296,0.02918,0.02273,0.05959,,,,0.02829,0.02273,0.02273,0.02273,0.05517,0.05436,0.06102,,,
2519,15,52375489,52383728,0.01351,0.01351,0.01351,0.01351,0.01351,0.0152,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2520,15,52395754,52401404,0.01666,0.01691,0.01595,0.01575,0.01561,0.017,,,,,,,,,,,,,,,
2521,15,53413507,53415277,0.01815,0.01852,0.01712,0.01682,0.0166,0.01866,,,,,,,,,,,,,,,
2522,15,53545497,53548293,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2523,15,53730702,53739863,0.01826,0.01864,0.0172,0.0205,0.01668,0.01878,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2524,15,53880366,53882250,0.01826,0.01864,0.0172,0.01689,0.01668,0.01878,,,,,,,,,,,,,,,
2525,15,54890069,54893567,0.01089,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
2526,15,55497786,55505459,0.01944,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
2527,15,55505459,55507204,0.01944,0.01351,0.01351,0.01351,0.03663,0.01351,0.02564,0.02564,0.02564,0.01921,0.02564,,,0.04545,,,0.04545,,0.04545,,0.04545
2528,15,55654590,55658590,0.0176,0.06371,0.01705,0.01054,0.05909,0.00918,0.04093,0.01516,0.02198,0.05462,0.0165,0.04812,0.08253,0.02273,0.06291,0.0257,0.07244,0.01781,0.10707,0.01435,0.06818
2529,15,55694160,55699659,0.01818,0.01855,0.01714,0.01684,0.01662,0.01869,,,,,,,,,,,,,,,
2530,15,55948046,55952683,0.01351,0.01351,0.01351,0.01351,0.01351,0.01622,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2531,15,56081605,56090398,,0.08224,,,0.04545,,0.06817,,,0.04545,,0.0599,0.05735,0.02747,0.07191,,0.04545,,0.04545,,0.04545
2532,15,56440716,56451604,0.01807,0.00848,0.01705,0.0102,0.01043,0.01029,0.03367,,0.04167,0.04545,0.02174,0.03162,0.01471,0.01516,0.01477,0.04167,0.04545,0.02174,0.02176,0.01748,0.01849
2533,15,56529080,56532909,0.0193,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
2534,15,56789765,56817388,0.00931,0.01941,0.06784,0.04015,0.06048,0.01043,0.02985,0.10919,0.06572,0.10014,0.01663,0.05917,0.02759,0.05486,0.01518,0.04167,,0.07508,0.04167,0.04038,0.06877
2535,15,58444373,58445586,0.01822,0.0186,0.01717,0.01687,0.01665,0.01874,,,,,,,,,,,,,,,
2536,15,58445586,58446407,0.01822,0.0186,0.01717,0.01687,0.01665,0.01874,,,,,,,,,,,,,,,
2537,15,59152963,59159426,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2538,15,59609839,59682059,0.01351,0.01351,0.01351,0.02947,0.01351,0.01442,,,0.04167,,0.02174,,0.04167,,0.02174,0.04167,,0.02174,0.04167,0.01708,0.02174
2539,15,60072288,60104096,0.01351,0.01351,0.01351,0.01351,0.0544,0.01351,,,,0.0755,,,,0.0767,,,0.07157,,0.07025,,0.07713
2540,15,60619877,60631228,0.01351,0.01351,0.01351,0.01351,0.01351,0.0085,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2541,15,61002883,61008563,0.01351,0.01351,0.02891,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
2542,15,61686658,61699584,0.01089,0.02332,0.02057,0.01998,0.01957,0.02359,0.03957,0.03646,0.03573,0.0352,0.03985,,,,,,,,,,
2543,15,62292909,62312660,0.02257,0.02329,0.02055,0.01061,0.01956,0.02356,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2544,15,62649861,62653537,0.01351,0.01351,0.01351,0.01351,0.01351,0.00864,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2545,15,62654451,62671367,0.01351,0.01351,0.01351,0.01351,0.01351,0.00864,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2546,15,62705932,62707974,0.16446,0.00863,0.29981,0.01523,0.20742,0.38431,0.18877,0.06338,0.11528,0.03174,0.09183,0.3619,0.02301,0.25625,0.42143,0.2822,0.02727,0.01709,0.19169,0.31385,0.03264
2547,15,63266671,63270192,0.02101,0.01351,0.01351,0.16059,0.01351,0.009,0.03956,0.03645,0.0944,0.0352,0.01896,,0.18933,,0.02174,0.1665,,0.02174,0.1561,0.14385,0.02174
2548,15,64195043,64197389,0.00938,0.02236,0.03715,0.01935,0.01898,0.01707,0.02564,0.0485,0.02564,0.02564,0.02301,0.08354,,,0.04306,0.07296,0.07139,0.01811,,0.03684,0.036
2549,15,64460522,64462117,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2550,15,64764415,64771140,0.01351,0.01351,0.01351,0.01351,0.03116,0.01351,,,,0.04545,,,,0.04545,,,0.04545,,0.04545,,0.04545
2551,15,64799991,64800187,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2552,15,64815006,64815295,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2553,15,64841225,64849549,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2554,15,64890754,64897620,0.01351,0.01351,0.01175,0.01351,0.01351,0.00834,,0.03704,,,0.02174,0.03704,,,0.02174,0.03704,0.03704,0.01602,,0.02174,0.02174
2555,15,65559174,65578429,0.01752,0.01784,0.01662,0.01636,0.01618,0.00849,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2556,15,65811160,65820881,0.01402,0.01258,0.09946,0.01063,0.03265,0.15316,0.03103,0.09429,0.0254,0.02677,0.13753,0.15904,0.01633,0.06259,0.22066,0.17778,0.05497,0.01784,0.06253,0.23074,0.07564
2557,15,65927036,65930545,0.0171,0.01739,0.0163,0.06552,0.0159,0.01749,,,0.0941,,,,0.09627,,,0.08703,,,0.08292,0.09705,
2558,15,66752283,66763963,,0.03722,,,,,0.03366,,,,,0.03161,0.03099,0.03053,0.0346,,,,,,
2559,15,67380782,67393683,0.01759,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
2560,15,67656889,67660790,0.01351,0.01351,0.01351,0.01976,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2561,15,70123676,70127417,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2562,15,70249687,70257533,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2563,15,70596706,70605142,0.01351,0.01485,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2564,15,70813051,70814852,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2565,15,71013537,71017968,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2566,15,71417979,71455766,0.02128,0.01529,0.01955,0.01905,0.01869,0.02213,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2567,15,71634013,71717079,0.00907,0.03147,0.07856,0.01416,0.19691,0.01317,0.03312,0.1214,0.01921,0.32055,0.01998,0.18785,0.02034,0.35901,0.06242,0.14359,0.13386,0.0681,0.34231,0.03255,0.22555
2568,15,71920295,71924021,,0.03722,,,,,0.03367,,,,,0.03162,0.03099,0.03054,0.0346,,,,,,
2569,15,72938659,72963753,0.03787,0.04565,0.01016,0.01678,0.01634,0.01516,0.11275,0.04794,0.01967,0.02426,0.02596,0.04673,0.0658,0.08118,0.09715,0.02942,0.03388,0.02692,0.02198,0.01516,0.01495
2570,15,73994821,73996275,0.02137,0.022,0.01962,0.01911,0.01876,0.02223,,,,,,,,,,,,,,,
2571,15,75343893,75350428,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2572,15,75544614,75591856,0.01496,0.01583,0.01305,0.06845,0.02391,0.01646,0.02914,0.01565,0.04608,0.0474,0.01185,0.02678,0.07463,0.01531,0.03258,0.05738,0.05393,0.01414,0.10545,0.05876,0.07047
2573,15,75591856,75593460,0.01118,0.01088,0.0345,0.03278,0.03157,0.02316,0.02153,0.05872,0.05654,0.05496,0.04058,0.03719,0.03617,0.03544,0.01817,,,0.02174,,0.02174,0.02174
2574,15,75651027,75651676,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2575,15,75655052,75672141,0.01351,0.01351,0.01351,0.01351,0.01351,0.03884,,,,,0.03149,,,,0.03212,,,0.02963,,0.02907,0.02866
2576,15,75771980,75777094,0.01823,0.0186,0.01717,0.02135,0.01665,0.01088,,,0.04167,,0.02174,,0.04167,,0.02174,0.04167,,0.02174,0.04167,0.0163,0.02174
2577,15,76089848,76099207,0.01351,0.01351,0.01351,0.01351,0.01351,0.01363,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2578,15,76328078,76348911,0.01798,0.01679,0.01698,0.01669,0.01649,0.0084,0.04064,,,,0.02174,0.0373,0.03628,0.03554,0.02023,,,0.02174,,0.02174,0.02174
2579,15,76363498,76372298,0.01351,0.0282,0.01351,0.01351,0.01351,0.01351,0.03367,,,,,0.03162,0.03099,0.03054,0.03461,,,,,,
2580,15,76549610,76551718,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2581,15,76552603,76553594,0.01351,0.01026,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2582,15,76818841,76853103,0.01351,0.01351,0.01351,0.01351,0.02613,0.01351,,,,0.04545,,,,0.04545,,,0.04545,,0.04545,,0.04545
2583,15,77159783,77192935,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2584,15,77489799,77497571,0.01351,0.01049,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2585,15,77497991,77511760,0.02193,0.00902,0.02005,0.01951,0.01913,0.02285,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2586,15,77588443,77591097,0.01351,0.17295,0.01351,0.01351,0.01351,0.01351,0.14451,,,,,0.12387,0.11736,0.11262,0.15365,,,,,,
2587,15,77895600,77901644,,,0.03704,,,,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
2588,15,78008182,78013001,0.02043,0.05131,0.1013,0.11594,0.01867,0.10018,0.11329,0.05549,0.06918,0.01647,0.04886,0.27745,0.28376,0.1422,0.21092,0.02137,0.06411,0.0137,0.07845,0.01568,0.0487
2589,15,78422384,78432700,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2590,15,79008521,79031794,0.01351,0.02041,0.01351,0.02092,0.01351,0.01351,0.03355,,0.04167,,,0.03153,0.01471,0.03046,0.03448,0.04167,,,0.04167,0.04167,
2591,15,79939153,79945758,0.01351,0.01351,0.01138,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
2592,15,80022411,80035231,0.01826,0.01864,0.0172,0.01689,0.01668,0.01878,,,,,,,,,,,,,,,
2593,15,80518919,80527831,,,0.03704,,,0.02174,,0.03704,,,0.02174,0.03704,,,0.02174,0.03704,0.03704,0.01609,,0.02174,0.02174
2594,15,80617871,80621096,0.01351,0.01351,0.01351,0.03438,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2595,15,80860090,80861710,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2596,15,81410995,81427624,0.01351,0.01351,0.05547,0.01351,0.01995,0.01351,,0.05961,,0.04545,,0.06065,,0.04545,,0.05518,0.03978,0.06103,0.04545,,0.04545
2597,15,81566469,81571233,0.01351,0.01351,0.01351,0.09365,0.01351,0.01351,,,0.09582,,,,0.09807,,,0.08853,,,0.0843,0.09887,
2598,15,82395944,82402915,0.01351,0.02851,0.01351,0.01351,0.01351,0.01351,0.03367,,,,,0.03162,0.03099,0.03054,0.03461,,,,,,
2599,15,82535847,82542342,0.01351,0.01773,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2600,15,82909057,82925025,0.01605,0.03626,0.04112,0.01341,0.01269,0.0581,0.01582,0.02162,0.03158,0.02844,0.02518,0.01483,0.05839,0.04744,0.01589,0.07542,0.06,0.01556,0.02175,0.07735,0.06285
2601,15,83206282,83206660,0.01214,0.01445,0.01092,0.01148,0.01103,0.01073,0.01645,0.02132,0.0187,0.0254,0.01341,0.03536,0.02834,0.04047,0.02288,0.02011,0.02085,0.01516,0.02349,0.01451,0.01786
2602,15,83677662,83680271,0.01351,0.01351,0.01351,0.01351,0.01351,0.01338,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2603,15,84070669,84072962,0.01351,0.04418,0.01351,0.01351,0.01351,0.01351,0.04488,,,,,0.04077,0.0395,0.03859,0.04675,,,,,,
2604,15,84085168,84088447,0.01351,0.13794,0.01351,0.01351,0.01351,0.01351,0.11847,,,,,0.10184,0.09662,0.09284,0.12589,,,,,,
2605,15,84540748,84544844,0.0101,0.11554,0.10101,0.01246,0.03078,0.21974,0.1384,0.13643,0.02398,0.03566,0.24004,0.01408,0.08224,0.19869,0.03572,0.08896,0.22033,0.03507,0.07945,0.16193,0.29166
2606,15,84704417,84747736,0.00902,0.01351,0.01351,0.01351,0.01919,0.01351,0.02564,0.02564,0.02564,0.02479,0.02564,,,0.04545,,,0.04545,,0.04545,,0.04545
2607,15,85726159,85797295,0.06369,0.01391,0.11219,0.09215,0.16396,0.16743,0.05409,0.02727,0.02129,0.06737,0.03752,0.14018,0.11824,0.24753,0.19819,0.02213,0.04918,0.01575,0.07922,0.02459,0.03292
2608,15,85948994,85954133,0.01351,0.05895,0.01351,0.01351,0.01351,0.01351,0.05636,,,,,0.05018,0.04827,0.0469,0.05916,,,,,,
2609,15,86055722,86060394,0.01895,0.25026,0.01186,0.01654,0.11804,0.02026,0.33946,0.03762,0.05136,0.22515,0.05626,0.20681,0.17634,0.03993,0.17685,0.02116,0.1209,0.01698,0.10035,0.01461,0.07836
2610,15,86340274,86350488,0.01351,0.02846,0.01351,0.01351,0.01351,0.01351,0.03367,,,,,0.03162,0.03099,0.03054,0.0346,,,,,,
2611,15,86350488,86367474,,0.03709,,,,,0.03357,,,,,0.03154,0.03091,0.03046,0.03449,,,,,,
2612,15,86511005,86521614,0.01232,0.02877,0.02451,0.0236,0.02296,0.02919,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
2613,15,86628669,86633908,0.01819,0.01857,0.01715,0.01684,0.01663,0.00863,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2614,15,87176773,87181691,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2615,15,87724405,87738093,0.01815,0.00848,0.01711,0.01681,0.0166,0.01865,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2616,15,87816881,87877353,0.02304,0.0238,0.02092,0.0203,0.01987,0.02408,,,,,,,,,,,,,,,
2617,15,88249578,88255393,0.01823,0.0186,0.01717,0.01687,0.01665,0.01874,,,,,,,,,,,,,,,
2618,15,88408189,88409968,0.01825,0.00858,0.01719,0.01689,0.01667,0.01877,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2619,15,89188991,89221087,0.01201,0.01639,0.08281,0.02633,0.03486,0.00992,0.0131,0.06212,0.02143,0.028,0.01204,0.04768,0.01619,0.02052,0.01347,0.04162,0.03155,0.06716,0.02332,0.0223,0.02945
2620,15,89254478,89257276,0.12326,0.01351,0.01351,0.01351,0.01351,0.01351,0.11456,0.09593,0.09146,0.08821,0.11622,,,,,,,,,,
2621,15,89703656,89708109,,,,0.04167,,,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2622,15,89958816,89962330,0.01822,0.01859,0.01717,0.01686,0.01665,0.03145,,,,,0.04241,,,,0.04372,,,0.0385,,0.03731,0.03645
2623,15,90530841,90539481,0.04233,0.03672,,,,,0.02116,0.0362,0.03549,0.03497,0.03951,0.03131,0.0307,0.03026,0.03419,,,,,,
2624,15,90893571,90897641,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
2625,15,91219020,91223563,0.01351,0.028,0.01351,0.01351,0.01351,0.01351,0.03366,,,,,0.03162,0.03099,0.03054,0.0346,,,,,,
2626,15,92576745,92580076,0.02266,0.02339,0.02062,0.02003,0.01962,0.02366,,,,,,,,,,,,,,,
2627,15,92613111,92615693,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
2628,15,92673994,92678292,0.05153,0.00856,0.01687,0.11269,0.03757,0.1179,0.0588,0.11391,0.06722,0.0167,0.03728,0.02413,0.15289,0.04801,0.1403,0.25502,0.10138,0.22573,0.09455,0.02941,0.04641
2629,15,92977946,92981729,0.01351,0.01351,0.01351,0.03078,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
2630,15,93649362,93659798,0.01351,0.01351,0.01351,0.01351,0.01351,0.01478,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
2631,15,93726719,93775746,0.01351,0.01351,0.02743,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
