Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia
chr13,90855701,90886600,0.00351,0.09702,0.14903,0.09398,0.11587,0.00021,0.15887,0.20168,0.16256,0.17191,0.00157,0.0044,1e-05,8e-05,0.08368,0.00497,0.0038,0.13944,0.00016,0.07867,0.10578
chr13,104586101,104599100,0.0,0.0,0.0,0.20237,0.0,0.00508,0.0,0.0,0.15792,0.0,0.00313,0.0,0.1719,0.0,0.00365,0.20488,0.0,0.00522,0.19532,0.21063,0.00471
chr13,108560101,108561700,0.02381,0.19087,0.24477,0.01138,0.03138,0.01911,0.08103,0.12236,0.0031,0.00039,3e-05,0.01519,0.11491,0.08092,0.07755,0.15451,0.14358,0.16073,0.00559,0.00248,0.00017
chr14,35570601,35628100,0.13262,0.49717,0.22624,0.17784,0.11584,0.02331,0.22914,0.02842,0.0114,0.00015,0.03257,0.09343,0.13641,0.19847,0.3502,0.00458,0.02603,0.13037,0.00756,0.07216,0.03963
chr14,41608701,41678700,0.60642,0.31708,0.25872,0.46622,0.06048,0.1327,0.19917,0.08031,0.02383,0.39239,0.14842,0.01226,0.08651,0.09144,0.00129,0.0225,0.1226,0.02047,0.26152,0.07258,0.04204
chr14,54709801,54717500,0.24176,0.34821,0.07115,0.02736,0.15352,0.17375,0.02391,0.05716,0.16216,0.01591,0.00026,0.15099,0.25498,0.08148,0.01657,0.02975,0.01646,0.06132,0.08489,0.10244,0.01914
chr14,73996001,74051800,0.00375,0.2462,0.21248,0.05736,0.00029,0.00304,0.23175,0.16803,0.09879,0.00264,3e-05,0.01769,0.47448,0.2828,0.16208,0.42562,0.23458,0.14335,0.07867,0.06603,0.00168
chr14,80100101,80176000,0.43686,0.20802,0.0086,0.01482,0.16822,0.22211,0.10393,0.35111,0.31769,0.0907,0.02091,0.1281,0.10881,3e-05,0.01963,0.00032,0.11392,0.18227,0.0866,0.12624,0.02058
chr14,81874601,81908200,0.07721,0.10058,0.10646,0.00916,0.00611,0.09351,0.33146,0.30946,0.03932,0.0486,2e-05,0.00019,0.16424,0.15533,0.31758,0.15756,0.16081,0.35222,0.00061,0.03451,0.05357
chr14,82495501,82527500,0.21556,0.21301,0.16279,0.02839,0.13262,0.14205,0.00431,0.01874,0.36798,0.01998,0.01095,0.00777,0.38063,0.00949,0.00398,0.27937,0.00029,8e-05,0.23694,0.21147,0.00055
chr14,83426001,83446500,0.00769,0.06459,0.11198,0.35235,0.08548,0.02183,0.06461,0.08759,0.3064,0.07452,0.0207,0.01984,0.16729,0.00252,0.00639,0.06683,0.01127,0.05477,0.14344,0.23278,0.01895
chr14,85297001,85316800,0.32997,0.17924,0.20464,0.52366,0.22982,0.126,0.04477,0.00816,0.04727,0.00739,0.02422,0.00919,0.17771,0.01227,0.0001,0.07691,9e-05,0.00688,0.08037,0.10539,0.00836
chr15,20120501,20966200,0.02656,0.00321,0.05547,0.01445,0.00015,0.00754,0.07488,0.20722,0.00172,0.02426,0.00352,0.03811,0.04001,0.00146,0.0176,0.1407,0.03894,0.09432,0.0142,0.00082,0.0083
chr15,21181301,22297000,0.01283,5e-05,0.05531,0.08298,0.00039,0.01818,0.0182,0.10853,0.04016,0.01451,0.00112,0.0524,0.10099,0.00017,0.01642,0.22045,0.03861,0.10235,0.07805,0.01168,0.02004
chr15,25887901,26059100,0.12552,0.2351,0.20807,0.3507,0.10868,0.23257,0.02226,0.0097,0.09183,0.0009,0.019,0.00198,0.02461,0.02952,0.00016,0.03568,0.01766,0.00339,0.09349,0.01372,0.03288
chr15,26745401,26756600,0.00769,0.04652,0.23706,0.01172,0.06436,0.0194,0.04897,0.18212,0.02037,0.05652,0.01826,0.11278,0.01095,0.00343,0.002,0.14834,0.09747,0.175,0.02258,0.00237,0.01157
chr15,28677701,28960600,0.25993,0.07776,0.12194,0.01354,0.01742,0.01437,0.07249,0.03406,0.18843,0.38822,0.36561,0.00671,0.03244,0.17204,0.15584,0.05832,0.19738,0.21446,0.09766,0.06172,0.0
chr15,36129701,36163600,0.06345,0.09561,0.05232,0.00035,0.07745,0.18876,0.30396,0.19859,0.07517,0.27105,0.376,0.00883,0.0848,0.00413,0.01036,0.0378,0.00162,0.04399,0.06216,0.14719,0.03255
chr15,39364401,39373800,0.05706,0.00478,0.02915,0.04268,0.02257,0.0,0.10331,0.00601,0.21649,0.00963,0.04531,0.05343,0.02327,0.0464,0.00407,0.12687,0.00039,0.02738,0.11982,0.03359,0.02037
chr15,62705301,62709400,0.22615,0.30729,0.42494,0.00608,0.17681,0.00049,0.00468,0.03689,0.17309,0.00657,0.17072,0.01891,0.24438,0.02329,0.24041,0.33497,0.08038,0.37441,0.11111,0.00243,0.14814
chr15,65814601,65839500,0.03947,0.14218,0.20037,0.0022,0.01799,0.00216,0.04473,0.07073,0.03128,0.00741,0.01915,0.00421,0.16282,0.08263,0.08557,0.21625,0.12532,0.13338,0.00778,0.0,0.00653
chr15,71472401,71714700,0.39553,0.20326,0.04284,0.00849,0.0098,0.0208,0.10545,0.26404,0.36389,0.40562,0.22136,0.08379,0.1397,0.16947,0.08941,0.01002,0.01458,0.003,4e-05,0.0018,0.00312
chr15,77786201,78334900,0.11442,0.27698,0.18219,0.26308,0.09659,0.04058,0.09098,0.03726,0.08084,0.00375,0.00084,0.01134,0.00043,0.05896,0.10428,0.00703,0.02068,0.05813,0.0484,0.08825,0.00854
chr15,84535501,84558200,0.16925,0.00173,0.02605,0.0386,0.08002,0.10218,0.2033,0.25316,0.07185,0.02952,0.0213,0.01181,0.05329,0.09361,0.10868,0.10514,0.16869,0.2072,0.00592,0.0088,0.00033
chr15,86056201,86059200,0.04624,0.15903,0.21184,0.15115,0.28558,0.16931,0.05413,0.07309,0.0518,0.14857,0.0421,0.00035,0.00016,0.02168,0.00017,0.00109,0.02145,0.0,0.02653,0.00057,0.01459
chr15,92673801,92682100,0.04741,0.00703,0.1223,0.12773,0.04803,1e-05,0.10133,0.01968,0.06713,0.00043,0.03626,0.1988,0.22018,0.09505,0.0056,0.01377,0.02351,0.10202,0.04815,0.09412,0.04171
chr15,98817401,98878000,0.0501,0.00035,0.00329,0.00041,0.00074,0.10201,0.05214,0.08052,0.06853,0.07063,0.24693,0.00585,0.00171,0.00226,0.10716,0.00115,0.00099,0.07465,3e-05,0.07727,0.09065
chr15,99574201,99576100,0.03916,0.16111,0.03213,0.23152,0.10011,0.1781,0.05613,0.00049,0.12038,0.01501,0.04908,0.05785,0.01077,0.01105,0.00034,0.10775,0.02114,0.07136,0.0409,0.00509,0.01536
chr15,100416501,100425000,0.20882,0.38727,0.20183,0.15274,0.30382,0.19091,0.04438,0.00286,0.00448,0.03467,0.00771,0.02151,0.07531,0.0,0.00773,0.01318,0.02031,0.00229,0.0597,0.02022,0.00822
chr15,102282301,102332500,0.01222,0.01968,0.12316,0.06954,0.02136,0.00659,0.08232,0.24351,0.04977,0.08275,0.03119,0.04207,0.15416,4e-05,0.00368,0.3104,0.05191,0.07445,0.16313,0.09867,0.00379
chr15,102381301,102521400,0.12421,0.21794,0.19283,0.02773,0.035,0.07865,0.03369,0.0117,0.03798,0.0294,0.0038,0.00314,0.10577,0.09465,0.03963,0.07162,0.07098,0.02819,0.00015,0.00978,0.00941
chr16,12403501,12430900,0.0,0.17824,0.04449,0.0,0.0,0.0,0.1358,0.02989,0.0,0.0,0.0,0.05407,0.14141,0.17137,0.2041,0.03162,0.04187,0.05547,0.0,0.0,0.0
chr16,13293001,13302900,0.21491,0.10343,0.13484,0.06142,0.05572,0.0036,0.0679,0.05591,0.10592,0.12005,0.13761,0.00027,0.00681,0.01592,0.06068,0.01029,0.0235,0.08777,0.00166,0.03145,0.02813
chr16,17475601,17479800,0.17822,0.19358,0.09546,0.0,0.0,0.0,0.00481,0.00523,0.1451,0.17217,0.20048,0.01988,0.15418,0.18626,0.22106,0.06891,0.09012,0.11748,0.0,0.0,0.0
chr16,21501301,21601700,0.0,0.0,0.0,0.4596,0.0,0.0,0.0,0.0,0.38598,0.0,0.0,0.0,0.41032,0.0,0.0,0.46344,0.0,0.0,0.44863,0.49812,0.0
chr16,23047701,23063400,0.36768,0.04036,0.00853,0.06231,0.01912,0.00019,0.22799,0.29691,0.19219,0.28089,0.34802,0.0129,0.00292,0.00528,0.03576,0.02698,0.00208,0.00689,0.01594,0.05575,0.01664
chr16,25333101,25344900,0.17002,0.05972,0.24681,0.33947,0.05411,0.08235,0.02717,0.00939,0.04005,0.04057,0.00861,0.06512,0.12331,0.00085,0.00287,0.0085,0.09275,0.04226,0.15494,0.06899,0.00771
chr16,32297501,33647100,0.29775,0.06119,0.03974,0.01249,0.12306,0.09777,0.09861,0.06227,0.28465,0.09228,0.09347,0.00016,0.07773,0.00289,0.00137,0.04603,0.00083,0.00032,0.13387,0.10149,0.00029
chr16,55794701,55824700,0.06959,0.41951,0.33801,0.32184,0.1854,0.03401,0.17657,0.10975,0.10829,0.02994,0.00389,0.00529,0.00891,0.05491,0.1956,0.00032,0.02852,0.17019,0.02067,0.12797,0.06102
chr16,58673601,58678300,0.29946,0.13886,0.02451,0.00241,0.18121,0.04447,0.05361,0.17716,0.34594,0.01737,0.09218,0.05071,0.17053,0.00713,0.01571,0.03646,0.08932,0.00594,0.18714,0.04689,0.04359
chr16,58945801,59001500,0.04817,0.07845,0.00084,0.10351,0.0183,0.06162,0.02557,0.04182,0.27426,0.02667,0.00058,0.07224,0.33289,0.06923,0.01209,0.12598,0.01197,0.05165,0.2232,0.30619,0.01961
chr16,62543601,62603800,0.01612,0.02082,0.06834,0.3924,2e-05,0.00518,0.00012,0.01681,0.26786,0.01709,0.00261,0.01628,0.27375,0.02179,0.00425,0.14426,0.06718,0.04152,0.39039,0.30884,0.00553
chr16,76538201,76566900,0.23015,0.39214,0.56856,0.28522,0.39408,0.4363,0.03232,0.13223,0.00374,0.02681,0.03663,0.04219,0.01443,0.00014,0.00071,0.09765,0.04602,0.02949,0.01112,0.01886,0.00162
chr16,84143601,84681700,0.10431,0.32137,0.22628,0.37882,0.14607,0.16463,0.12424,0.02878,0.21861,0.00339,0.00518,0.02349,0.00797,0.06919,0.04997,0.04995,0.01305,0.00889,0.11256,0.07711,0.00042
chr16,85053901,85437600,0.00769,0.03992,0.00258,0.18539,0.02318,0.02952,0.06461,0.00714,0.19787,0.03715,0.03398,0.06621,0.06334,0.00143,2e-05,0.22832,0.03965,0.04363,0.08077,0.05984,0.001
chr16,87418301,88031400,0.05403,0.16215,0.0905,0.00028,0.0046,0.10983,0.03925,0.00173,0.07723,0.03335,0.00576,0.02429,0.22141,0.13458,0.00857,0.1058,0.05923,0.00222,0.0075,0.10887,0.07413
chr17,396601,896800,0.18182,0.00575,0.01354,0.3271,0.00891,0.00776,0.12714,0.10261,0.0303,0.12317,0.11046,0.00144,0.25688,0.00022,0.00014,0.22892,0.00063,0.00071,0.2571,0.23841,0.0
chr17,5594701,5597500,0.2037,0.22591,0.28174,0.21313,0.145,0.10276,0.0,0.0,0.0,0.02918,0.03276,0.0,0.0,0.03297,0.03801,0.0,0.04315,0.05362,0.03077,0.03493,0.00499
chr17,7336401,7337800,0.00132,0.00281,0.01791,0.26321,0.1116,0.00275,0.00045,0.02031,0.25258,0.0967,0.00548,0.02574,0.27662,0.11175,0.00819,0.1444,0.04707,0.00818,0.02465,0.22544,0.09714
chr17,10889601,10897300,0.02878,0.04962,0.03837,0.02059,0.00101,0.14427,0.00256,0.00034,0.00102,0.01881,0.29575,0.001,0.00696,0.03578,0.32667,0.00244,0.02589,0.28115,0.01214,0.28656,0.15941
chr17,15786901,15794500,0.03587,0.02134,0.1187,0.2019,0.07503,0.09495,0.00262,0.02003,0.08688,0.00545,0.01002,0.03847,0.11624,0.01601,0.02333,0.02049,0.00522,0.00117,0.04446,0.02503,0.00135
chr17,18727101,18745700,0.02167,0.00106,0.06613,0.10366,0.02815,0.01206,0.01033,0.00677,0.17724,3e-05,0.04226,0.03601,0.09857,0.0129,0.01418,0.25715,0.00727,0.10484,0.19427,0.03201,0.05984
chr17,20435501,20616700,0.20149,0.29387,0.43477,0.38046,0.31488,0.33838,0.01348,0.07073,0.09262,0.01127,0.01175,0.02483,0.04904,4e-05,0.00014,0.01535,0.02286,0.01146,0.0373,0.01744,0.00032
chr17,32872901,32883600,0.57583,0.20357,0.14495,0.04975,0.1873,0.1245,0.20281,0.18228,0.32563,0.12749,0.12266,0.00015,0.03792,0.00373,0.00041,0.02665,0.0053,0.00112,0.04994,0.02771,0.00127
chr17,35753901,35759200,0.01531,0.00544,0.06068,0.01799,0.03974,0.09022,0.00429,0.01463,9e-05,0.09938,0.11188,0.04084,0.00574,0.07582,0.10362,0.01228,0.21769,0.21926,0.10815,0.12133,0.02052
chr17,39421301,39432700,0.27266,0.19849,0.06958,0.00771,0.12733,0.0773,0.0469,0.18028,0.58929,0.12779,0.10653,0.08153,0.40747,0.03292,0.04949,0.15459,0.01667,0.00068,0.26131,0.13294,0.00825
chr17,49612501,49653200,0.05743,0.1637,0.32328,0.33305,0.21037,0.3079,0.03285,0.12894,0.1997,0.04755,0.09561,0.03292,0.08507,0.00071,0.01985,0.02066,0.02908,0.00068,0.08145,0.01587,0.01712
chr17,51845801,51873100,0.38389,0.14187,0.22292,0.00287,0.23207,0.19497,0.08919,0.01901,0.31237,0.03204,0.02113,0.02265,0.09633,0.0165,0.01693,0.15391,0.0011,0.00025,0.16295,0.12523,0.00029
chr17,57362401,57371600,0.56403,0.29682,0.18667,0.05556,0.02786,0.04352,0.09364,0.13043,0.44567,0.42598,0.35502,0.00637,0.18556,0.17479,0.12575,0.09952,0.10407,0.07923,0.00058,0.00746,0.00516
chr17,58411201,58414200,0.10144,0.17096,0.32489,0.22528,0.248,0.37128,0.01298,0.08573,0.04819,0.03857,0.09992,0.02703,0.01113,0.00599,0.03874,0.00165,0.0075,0.00268,0.00124,0.00597,0.01642
chr17,80963001,81195300,0.01381,0.25161,0.1708,0.32059,0.01434,0.16779,0.29904,0.20188,0.3816,0.03825,0.17249,0.01543,0.00443,0.11576,0.00479,0.03633,0.06512,0.00187,0.15534,0.01493,0.07474
chr18,11551001,11647200,0.27993,0.17648,0.11798,0.02472,0.17644,0.16422,0.05747,0.06547,0.48841,0.03529,0.04062,0.00839,0.34318,0.0,0.00133,0.22024,0.00845,0.00317,0.30348,0.25897,0.00153
chr18,24546001,24558200,0.21359,0.04724,0.01075,0.0,0.0,0.00508,0.06697,0.19036,0.1753,0.20665,0.23588,0.0314,0.03628,0.04514,0.05802,0.00756,0.01009,0.01763,0.0,0.00334,0.00471
chr18,38259801,38268800,0.044,0.00851,0.04173,0.2117,0.16856,0.03713,0.01867,6e-05,0.07653,0.03837,0.00014,0.01372,0.17226,0.11308,0.01056,0.06855,0.04185,3e-05,0.0066,0.06017,0.04069
chr18,44387501,44927600,0.1744,0.15326,0.2594,0.1875,0.03477,0.07943,0.0022,0.00827,0.00039,0.05492,0.02969,0.01891,0.00108,0.04083,0.01915,0.01371,0.10787,0.08146,0.05602,0.02878,0.00594
chr18,49192401,49201000,0.00435,0.11265,0.0322,0.02045,0.02344,0.0794,0.1712,0.05443,0.00811,0.00776,0.04201,0.02852,0.22708,0.22531,0.31594,0.09248,0.1044,0.19876,2e-05,0.01601,0.01686
chr18,52391201,52395700,0.02105,0.02395,0.03192,0.13869,0.00429,0.00148,0.0,0.0,0.19437,0.01912,0.02064,0.0,0.21078,0.02163,0.02399,0.24898,0.02842,0.03404,0.18389,0.11003,0.00907
chr18,54392801,54960800,0.24118,0.2054,0.20146,0.41372,0.27477,0.33452,0.00431,0.01068,0.07917,8e-05,0.00156,0.00163,0.10403,0.00547,0.01143,0.11807,0.0141,0.02627,0.06203,0.04869,0.00108
chr18,64208601,64261400,0.11468,0.4293,0.46666,0.03323,0.13991,0.26499,0.19432,0.18149,0.02885,0.00014,0.02316,0.00234,0.31074,0.15916,0.06116,0.31183,0.16626,0.06576,0.03365,0.10025,0.02456
chr18,64958901,64968200,0.0008,0.0,0.0639,0.15136,0.0025,0.05087,0.00091,0.06555,0.17697,0.00041,0.03549,0.05921,0.16213,0.00248,0.05043,0.02049,0.08676,0.21161,0.18995,0.33528,0.03035
chr18,75266901,75268400,0.02643,0.32895,0.45799,1e-05,0.1699,0.18344,0.20735,0.30801,0.02733,0.0628,0.06431,0.02121,0.33011,0.035,0.0168,0.43314,0.10367,0.06945,0.15082,0.14366,0.00144
chr19,4616601,4621500,0.01399,0.2372,0.17128,0.01519,0.00367,0.02197,0.13482,0.07759,1e-05,0.00333,0.00087,0.00472,0.13771,0.1817,0.10201,0.08027,0.12553,0.0749,0.00375,0.00081,0.00802
chr19,9222801,9225600,0.07836,0.04013,0.01074,0.13596,0.001,0.00537,0.01506,0.03621,0.36197,0.06797,0.03614,0.01059,0.2876,0.03021,0.01454,0.20296,0.00513,0.00089,0.15662,0.16971,0.00167
chr19,12018801,12054600,0.22756,0.25155,0.2743,0.00776,0.25388,0.26169,0.0,0.01449,0.2476,0.01912,0.01462,0.01653,0.26701,0.02163,0.01701,0.25554,0.00034,0.00424,0.23957,0.20232,0.0024
chr19,12570001,12701400,0.0187,0.00012,0.02619,0.16441,0.0,0.14507,0.02036,0.0917,0.11029,0.02093,0.05531,0.03108,0.19041,0.00014,0.13151,0.30082,0.02743,0.28211,0.17959,0.00628,0.14836
chr19,12753301,12754700,0.22822,0.04724,0.07138,0.02736,0.08791,0.05224,0.08769,0.0625,0.15928,0.02911,0.04184,0.00383,0.01693,0.01444,0.00481,0.03189,0.00502,0.00044,0.04711,0.02351,0.00212
chr19,20503701,20718000,0.13497,0.03329,0.0003,0.00916,0.0292,0.00221,0.2806,0.11104,0.20967,0.25887,0.14279,0.03522,0.00756,0.00039,0.0168,0.01121,0.03215,0.00398,0.0045,0.00233,0.01471
chr19,23138601,23153900,0.31262,0.216,0.30633,0.06726,0.25431,0.24325,0.0824,0.05488,0.22018,0.06612,0.04435,0.00658,0.07478,0.00031,0.00031,0.12916,0.00412,0.00847,0.08739,0.05582,0.00124
chr19,23464801,23467300,0.04035,0.16524,0.4021,0.29375,0.06699,0.02415,0.04985,0.2607,0.18361,0.00172,0.00279,0.13428,0.07219,0.03147,0.06015,0.02778,0.20789,0.23115,0.13251,0.14387,0.01044
chr19,35660001,35666400,0.0,0.22763,0.18184,0.06946,0.00705,0.00541,0.19795,0.13852,0.06242,0.00696,0.00439,0.00046,0.04311,0.1771,0.19731,0.03063,0.1394,0.17256,0.04013,0.04549,0.00012
chr19,35848501,35867400,0.15115,0.33721,0.14089,0.00831,0.08853,0.0703,0.08894,0.00204,0.08477,0.00608,0.00307,0.06465,0.24576,0.13779,0.11693,0.07742,0.0152,0.01193,0.03959,0.02998,0.00016
chr19,48406401,48462900,0.08956,0.23367,0.1798,0.14441,0.13909,0.19524,0.11511,0.01766,0.02133,0.00737,0.02137,0.04505,0.02906,0.03737,0.01237,0.0006,0.00065,0.0031,0.00179,0.00069,0.00497
chr19,52119301,52150500,0.02259,0.07085,0.2152,0.00301,2e-05,0.0011,0.17594,0.3202,0.02134,0.02545,0.01337,0.04058,0.12308,0.07024,0.08779,0.27098,0.21159,0.25682,0.00378,0.00042,0.0014
chr19,54554601,54561400,0.03701,0.00989,0.0001,0.14804,0.10181,0.02652,0.0893,0.04054,0.03931,0.01493,0.00041,0.00804,0.23105,0.15057,0.04932,0.15459,0.10805,0.02988,0.00447,0.03779,0.02129
chr2,3630901,3778300,0.00769,0.00905,0.17307,0.35156,0.01081,0.01507,0.01698,0.13668,0.31072,0.0,0.01787,0.1014,0.24827,0.02222,0.00068,0.03288,0.18336,0.12773,0.36848,0.26602,0.02668
chr2,9736101,9963500,0.23176,0.25604,0.28542,0.24209,0.20191,0.1585,0.0,0.00714,0.0,0.03508,0.03716,0.00815,0.0,0.03961,0.04308,0.00756,0.02204,0.04035,0.03698,0.03961,0.0073
chr2,33215401,33227800,0.02222,0.1233,0.36405,0.26636,0.01564,0.05735,0.04404,0.22534,0.16653,0.00124,0.00645,0.06708,0.03965,0.06224,0.01117,0.00159,0.26957,0.12219,0.18888,0.07008,0.01602
chr2,33763101,33812400,0.06784,0.07033,0.03192,0.00568,0.05647,0.05518,0.00451,0.23994,0.1328,0.00017,0.00161,0.146,0.08863,0.0028,0.00033,0.02778,0.13785,0.1084,0.07484,0.05642,0.00108
chr2,34695701,34736700,0.09292,0.00441,0.01157,0.0097,0.01001,0.20072,0.06661,0.16122,0.16801,0.05049,0.01996,0.03196,0.03482,0.00111,0.13663,8e-05,0.04429,0.27421,0.04094,0.21567,0.13855
chr2,36330101,36348800,0.4661,0.21248,0.04502,0.0042,0.08314,0.02587,0.22064,0.2405,0.3066,0.36951,0.42963,0.02367,0.08072,0.06794,0.13116,0.01248,0.0003,0.01454,0.01738,0.00162,0.0213
chr2,41772601,41796700,0.0,0.05917,0.03881,0.0862,0.29385,0.23139,0.05686,0.03049,0.08192,0.24153,0.16624,0.00048,0.00403,0.12521,0.0847,0.00626,0.14278,0.11228,0.08579,0.05468,0.00172
chr2,43869901,43923000,0.24469,0.06119,0.15626,0.04969,0.00041,0.00029,0.0748,0.01243,0.05236,0.27302,0.18897,0.02322,7e-05,0.07333,0.04465,0.0162,0.16912,0.14024,0.0583,0.03818,0.00124
chr2,44369401,44471000,0.02105,0.26376,0.04609,0.43896,0.28813,0.10101,0.29124,0.07296,0.47405,0.29108,0.09821,0.10176,0.03148,0.00068,0.02185,0.22936,0.12621,0.023,0.02341,0.0879,0.03451
chr2,51926401,51928100,0.3288,0.01535,0.01175,0.00814,0.04905,0.02742,0.25038,0.35904,0.3017,0.13835,0.15711,0.04799,0.03628,0.01892,0.00765,0.0,0.06704,0.03968,0.04815,0.02572,0.00155
chr2,52736901,52797800,0.14817,0.20465,0.36582,0.62,0.14598,0.10727,0.0006,0.06337,0.24585,0.00024,0.00095,0.06518,0.27286,0.00178,0.00312,0.05589,0.08412,0.09046,0.25502,0.21066,0.00039
chr2,54564301,54575500,0.01303,0.07173,0.2218,0.16256,0.17326,0.01275,0.0246,0.11832,0.08765,0.08646,0.0,0.03819,0.01315,0.02006,0.02093,0.00878,0.00321,0.12919,0.00136,0.0642,0.08903
chr2,59615401,59631400,0.30915,0.2256,0.16585,0.00041,0.00563,0.008,0.01298,0.01617,0.26006,0.24679,0.22326,0.00057,0.17998,0.16848,0.15247,0.11949,0.1238,0.1294,0.00245,0.00363,0.00041
chr2,79071301,79081600,0.01882,0.02842,0.04788,0.33292,0.06019,0.0593,0.00057,0.006,0.23248,0.01001,0.01088,0.00368,0.2296,0.00683,0.00874,0.14266,0.00028,0.00191,0.1501,0.08897,0.00079
chr2,98227501,98242600,0.0054,0.04538,0.01068,0.00205,0.01457,0.28218,0.02479,0.00069,0.02069,0.0021,0.19652,0.01636,0.07856,0.01275,0.12279,0.02382,0.00035,0.23518,0.03169,0.27378,0.21547
chr2,100099401,100109400,0.26414,0.00681,0.00118,0.02759,4e-05,0.00011,0.24479,0.29013,0.47949,0.27754,0.20355,0.01344,0.06636,0.00611,0.00441,0.01809,0.00167,0.00196,0.03126,0.02539,2e-05
chr2,102228101,102387900,0.11707,0.02021,0.00088,0.03409,0.03147,0.00029,0.04515,0.09659,0.24846,0.26366,0.11816,0.01224,0.10867,0.11045,0.02305,0.04013,0.03964,0.00216,0.00993,0.02115,0.02025
chr2,109289001,109372800,0.02676,0.0459,0.06814,0.13969,0.07955,0.06557,0.00191,0.00565,0.04782,0.13861,0.10618,0.0011,0.02932,0.17506,0.14018,0.0158,0.22029,0.19604,0.27484,0.21238,0.00046
chr2,111074001,111168800,0.14455,0.39136,0.3107,0.43707,0.33134,0.26243,0.10688,0.03643,0.15138,0.05179,0.0239,0.01972,0.00302,0.01025,0.01529,0.0372,0.00168,5e-05,0.02398,0.02634,0.00183
chr2,114240201,114262500,0.2934,0.17661,0.12673,0.17462,5e-05,0.00104,0.01815,0.05109,0.01827,0.33284,0.24693,0.0085,0.0,0.19831,0.14974,0.00824,0.13902,0.11245,0.19847,0.14466,0.00161
chr2,123473601,123558300,0.0155,0.07408,0.18318,0.2037,0.09328,0.01356,0.02615,0.09302,0.1229,0.03525,2e-05,0.02689,0.0336,0.00124,0.02118,0.00022,0.0183,0.10808,0.02137,0.10114,0.0363
chr2,125427001,125543600,0.25789,0.02328,0.01075,0.0,0.01376,0.00655,0.19432,0.1994,0.21382,0.1866,0.20075,0.00014,0.01778,0.00067,3e-05,0.00756,0.00016,2e-05,0.00993,0.00431,0.00027
chr2,129590601,129650300,0.07478,0.27113,0.2337,0.40543,0.12167,0.06657,0.10265,0.07623,0.20194,0.01105,0.00123,0.00047,0.01149,0.05353,0.07402,0.0156,0.04341,0.07181,0.12109,0.13886,0.00394
chr2,131192901,131305700,0.13357,0.14702,0.20116,0.19248,0.11626,0.13786,8e-05,0.00583,0.03051,0.00515,0.00039,0.0047,0.02482,0.00634,0.00069,0.00606,0.02003,0.00697,0.03921,0.01547,0.00161
chr2,132003001,132313800,0.28578,0.31341,0.29336,0.27395,0.31224,0.30799,0.0,0.01449,0.02037,0.0094,0.01327,0.01653,0.0225,0.01065,0.01544,0.00374,0.00232,0.00021,0.00028,0.00446,0.00357
chr2,146834801,146886000,0.22906,0.29009,0.40036,0.11201,0.083,0.15184,0.00429,0.03256,0.02922,0.05139,0.00431,0.01476,0.05567,0.08693,0.01582,0.11783,0.17157,0.06346,0.00364,0.00621,0.02096
chr2,153459901,153461100,0.01402,0.01596,0.06911,0.35225,0.0221,0.01155,0.0,0.08213,0.36464,0.0457,0.02703,0.0928,0.38849,0.05152,0.03139,0.12796,0.01601,0.03051,0.22486,0.26082,0.00166
chr2,153758301,153801800,0.28242,0.21671,0.04981,0.02736,0.12592,0.2568,0.00234,0.12236,0.20188,0.02395,0.01445,0.08825,0.14601,0.01155,0.02724,0.01737,0.0353,0.17518,0.073,0.16899,0.07298
chr2,159957001,159964700,0.17385,0.02247,0.03548,0.21956,0.12921,0.23246,0.0899,0.07617,0.0051,0.00581,0.0058,0.00073,0.12755,0.04656,0.11325,0.11405,0.04189,0.12556,0.01992,0.00032,0.02493
chr2,160028301,160148400,0.18598,0.05279,0.01767,0.00041,0.00558,0.30062,0.08384,0.11698,0.22297,0.13699,0.0,0.01231,0.04795,0.02446,0.12993,0.01134,0.00288,0.2016,0.00269,0.3118,0.22374
chr2,164601201,164678700,0.01562,0.01779,0.03162,0.35432,0.00179,0.02875,0.0,0.05488,0.39102,0.02691,0.04808,0.06225,0.41546,0.03042,0.05564,0.18639,0.01999,0.00024,0.3227,0.20522,0.01716
chr2,167152301,167176300,0.16383,0.18268,0.23101,0.17181,0.21641,0.26933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr2,170301201,170325300,0.10745,0.23509,0.13248,0.23135,0.09691,0.07561,0.03603,0.00012,0.04007,0.00229,0.00452,0.02621,0.00028,0.05274,0.0479,0.02851,0.00383,0.00806,0.05539,0.04845,0.00094
chr2,172863101,172911600,0.00262,0.00047,0.04103,0.06536,0.15675,0.14412,0.00599,0.02231,0.05769,0.18808,0.14223,0.05165,0.08972,0.13894,0.11166,0.00852,0.33627,0.29516,0.35968,0.27595,0.0
